,name,position,score,frequency,pubid,title,year
31,special shape,32,0.11,1,pub.1025138275,,2003
32,shape,33,0.09,10,pub.1025138275,,2003
33,general optics,34,0.06,3,pub.1025138275,,2003
34,optics,35,0.03,30,pub.1025138275,,2003
0,strategies,1,1.0,7,pub.1012838875,,2003
0,development,1,1.0,27,pub.1002168660,,2003
0,conventional projections,1,1.0,1,pub.1043446178,,2003
1,projections,2,0.5,1,pub.1043446178,,2003
0,flares,1,1.0,3,pub.1037071940,,2003
1,effect,2,0.5,49,pub.1037071940,,2003
0,rejection,1,1.0,1,pub.1045961772,,2003
0,control,1,1.0,39,pub.1016478386,,2003
0,lens development,1,1.0,1,pub.1009987501,,2003
1,development,2,0.5,27,pub.1009987501,,2003
0,lens performance,1,1.0,1,pub.1034378252,,2003
0,mask system,1,1.0,1,pub.1048842075,,2003
0,patterns,1,1.0,7,pub.1009923725,,2003
0,Mo/Si multilayers,1,1.0,5,pub.1006793829,,2003
1,Si multilayers,2,0.83,5,pub.1006793829,,2003
2,multilayers,3,0.67,9,pub.1006793829,,2003
3,cathode,4,0.5,3,pub.1006793829,,2003
4,extreme-ultraviolet lithography,5,0.33,3,pub.1006793829,,2003
5,lithography,6,0.17,36,pub.1006793829,,2003
0,EPL,1,1.0,1,pub.1004494753,,2003
0,management strategies,1,1.0,1,pub.1039193262,,2003
1,strategies,2,0.5,7,pub.1039193262,,2003
0,development,1,1.0,27,pub.1043752449,,2003
0,investigation,1,1.0,6,pub.1001618783,,2003
1,resolution,2,0.98,18,pub.1001618783,,2003
2,vacuum ultraviolet,3,0.95,3,pub.1001618783,,2003
3,ultraviolet,4,0.93,5,pub.1001618783,,2003
5,organosilane self-assembled monolayers,6,0.88,7,pub.1001618783,,2003
6,self-assembled monolayers,7,0.86,9,pub.1001618783,,2003
7,monolayers,8,0.83,10,pub.1001618783,,2003
8,Kelvin-probe force microscopy,9,0.81,3,pub.1001618783,,2003
9,force microscopy,10,0.79,11,pub.1001618783,,2003
10,microscopy,11,0.76,22,pub.1001618783,,2003
11,Si substrate,12,0.74,5,pub.1001618783,,2003
12,substrate,13,0.71,27,pub.1001618783,,2003
13,VUV light,14,0.69,1,pub.1001618783,,2003
14,light,15,0.67,23,pub.1001618783,,2003
15,wavelength,16,0.64,19,pub.1001618783,,2003
16,water contact angle measurement results,17,0.62,1,pub.1001618783,,2003
17,contact angle measurement results,18,0.6,1,pub.1001618783,,2003
18,measurement results,19,0.57,4,pub.1001618783,,2003
19,exposure time,20,0.55,1,pub.1001618783,,2003
20,apparatus,21,0.52,11,pub.1001618783,,2003
21,optical path,22,0.5,1,pub.1001618783,,2003
22,path,23,0.48,4,pub.1001618783,,2003
23,photomask,24,0.45,3,pub.1001618783,,2003
24,samples,25,0.43,14,pub.1001618783,,2003
25,nitrogen,26,0.4,1,pub.1001618783,,2003
26,order,27,0.38,31,pub.1001618783,,2003
27,oxygen molecules,28,0.36,1,pub.1001618783,,2003
28,molecules,29,0.33,10,pub.1001618783,,2003
29,such light,30,0.31,1,pub.1001618783,,2003
30,ambient air,31,0.29,1,pub.1001618783,,2003
31,air,32,0.26,7,pub.1001618783,,2003
32,oxidation,33,0.24,3,pub.1001618783,,2003
33,active oxygen species,34,0.21,1,pub.1001618783,,2003
34,VUV-excitation,35,0.19,1,pub.1001618783,,2003
35,KFM images,36,0.17,2,pub.1001618783,,2003
36,VUV,37,0.14,2,pub.1001618783,,2003
37,Si,38,0.12,4,pub.1001618783,,2003
38,diameter,39,0.1,4,pub.1001618783,,2003
39,vacuum ultraviolet light,40,0.07,3,pub.1001618783,,2003
40,ultraviolet light,41,0.05,4,pub.1001618783,,2003
41,resolution evaluation,42,0.02,1,pub.1001618783,,2003
0,Kelvin probe force microscopy,1,1.0,7,pub.1045639241,,2003
1,force microscopy,2,0.98,11,pub.1045639241,,2003
2,microscopy,3,0.95,22,pub.1045639241,,2003
3,capacitance microscopy,4,0.93,2,pub.1045639241,,2003
4,two-dimensional profiling,5,0.9,1,pub.1045639241,,2003
5,thin oxide layer,6,0.88,1,pub.1045639241,,2003
6,oxide layer,7,0.85,1,pub.1045639241,,2003
7,layer,8,0.83,19,pub.1045639241,,2003
8,surface potential contrast,9,0.8,3,pub.1045639241,,2003
9,potential contrast,10,0.78,4,pub.1045639241,,2003
10,type region,11,0.76,1,pub.1045639241,,2003
11,hydrophobicity,12,0.73,1,pub.1045639241,,2003
12,oxide surface,13,0.71,1,pub.1045639241,,2003
13,surface,14,0.68,42,pub.1045639241,,2003
14,imaging,15,0.66,7,pub.1045639241,,2003
15,humid air,16,0.63,1,pub.1045639241,,2003
16,air,17,0.61,7,pub.1045639241,,2003
17,samples,18,0.59,14,pub.1045639241,,2003
18,water,19,0.56,12,pub.1045639241,,2003
19,contrast degradation,20,0.54,1,pub.1045639241,,2003
20,degradation,21,0.51,7,pub.1045639241,,2003
21,shielding effect,22,0.49,1,pub.1045639241,,2003
22,effect,23,0.46,49,pub.1045639241,,2003
23,water layer,24,0.44,1,pub.1045639241,,2003
24,SCM imaging,25,0.41,1,pub.1045639241,,2003
25,organosilane self-assembled monolayers,26,0.39,7,pub.1045639241,,2003
26,self-assembled monolayers,27,0.37,9,pub.1045639241,,2003
27,monolayers,28,0.34,10,pub.1045639241,,2003
28,sample surface,29,0.32,5,pub.1045639241,,2003
29,pn structures,30,0.29,1,pub.1045639241,,2003
30,structure,31,0.27,33,pub.1045639241,,2003
31,SAM monolayer,32,0.24,1,pub.1045639241,,2003
32,silicon region,33,0.22,1,pub.1045639241,,2003
33,SCM results,34,0.2,1,pub.1045639241,,2003
34,results,35,0.17,56,pub.1045639241,,2003
35,band,36,0.15,2,pub.1045639241,,2003
36,substrate silicon,37,0.12,1,pub.1045639241,,2003
37,silicon,38,0.1,10,pub.1045639241,,2003
38,organosilane monolayers,39,0.07,2,pub.1045639241,,2003
39,scanning probe microscopy,40,0.05,1,pub.1045639241,,2003
40,probe microscopy,41,0.02,1,pub.1045639241,,2003
0,electron optical column,1,1.0,2,pub.1012368767,,2003
1,optical column,2,0.98,2,pub.1012368767,,2003
2,test stand,3,0.96,1,pub.1012368767,,2003
3,subject of resolutions,4,0.93,1,pub.1012368767,,2003
4,resolution,5,0.91,18,pub.1012368767,,2003
5,preliminary results,6,0.89,1,pub.1012368767,,2003
6,next paper,7,0.87,1,pub.1012368767,,2003
7,SEM photos,8,0.84,1,pub.1012368767,,2003
8,photos,9,0.82,2,pub.1012368767,,2003
9,line/space patterns,10,0.8,2,pub.1012368767,,2003
10,space patterns,11,0.78,2,pub.1012368767,,2003
11,hole features,12,0.76,1,pub.1012368767,,2003
12,features,13,0.73,8,pub.1012368767,,2003
13,negative resist,14,0.71,1,pub.1012368767,,2003
14,resist,15,0.69,6,pub.1012368767,,2003
15,technique,16,0.67,39,pub.1012368767,,2003
16,maximum resolution,17,0.64,1,pub.1012368767,,2003
17,distortion,18,0.62,12,pub.1012368767,,2003
18,metrology capabilities,19,0.6,1,pub.1012368767,,2003
19,capability,20,0.58,14,pub.1012368767,,2003
20,best resolution results,21,0.56,1,pub.1012368767,,2003
21,resolution results,22,0.53,1,pub.1012368767,,2003
22,deflection field,23,0.51,1,pub.1012368767,,2003
23,field,24,0.49,12,pub.1012368767,,2003
24,lens concept,25,0.47,1,pub.1012368767,,2003
25,beam blur,26,0.44,2,pub.1012368767,,2003
26,blur,27,0.42,2,pub.1012368767,,2003
27,depth of focus,28,0.4,2,pub.1012368767,,2003
28,depth,29,0.38,3,pub.1012368767,,2003
29,characteristic features,30,0.36,1,pub.1012368767,,2003
30,image blur,31,0.33,2,pub.1012368767,,2003
31,position,32,0.31,12,pub.1012368767,,2003
32,direct measurement method,33,0.29,1,pub.1012368767,,2003
33,measurement method,34,0.27,1,pub.1012368767,,2003
34,method,35,0.24,84,pub.1012368767,,2003
35,minimum feature size,36,0.22,1,pub.1012368767,,2003
36,feature size,37,0.2,3,pub.1012368767,,2003
37,size,38,0.18,14,pub.1012368767,,2003
38,large depth,39,0.16,1,pub.1012368767,,2003
39,range,40,0.13,16,pub.1012368767,,2003
40,stability limitations,41,0.11,1,pub.1012368767,,2003
41,lines,42,0.09,6,pub.1012368767,,2003
42,resist image,43,0.07,1,pub.1012368767,,2003
43,images,44,0.04,28,pub.1012368767,,2003
44,electrons,45,0.02,2,pub.1012368767,,2003
0,photopatterning,1,1.0,1,pub.1063071318,,2003
1,alkylsilane self-assembled monolayers,2,0.97,1,pub.1063071318,,2003
2,self-assembled monolayers,3,0.95,9,pub.1063071318,,2003
3,monolayers,4,0.92,10,pub.1063071318,,2003
4,photodegradation,5,0.89,1,pub.1063071318,,2003
5,irradiation,6,0.86,8,pub.1063071318,,2003
6,vacuum-ultraviolet light,7,0.84,1,pub.1063071318,,2003
7,light,8,0.81,23,pub.1063071318,,2003
8,wavelength,9,0.78,19,pub.1063071318,,2003
9,effect,10,0.76,49,pub.1063071318,,2003
10,proximity gap,11,0.73,1,pub.1063071318,,2003
11,gap,12,0.7,7,pub.1063071318,,2003
12,photodegradation reaction,13,0.68,1,pub.1063071318,,2003
13,reaction,14,0.65,3,pub.1063071318,,2003
14,water contact angle measurements,15,0.62,1,pub.1063071318,,2003
15,contact angle measurements,16,0.59,1,pub.1063071318,,2003
16,angle measurements,17,0.57,1,pub.1063071318,,2003
17,measurements,18,0.54,30,pub.1063071318,,2003
18,field-emission scanning electron microscopy,19,0.51,1,pub.1063071318,,2003
19,scanning electron microscopy,20,0.49,1,pub.1063071318,,2003
20,electron microscopy,21,0.46,2,pub.1063071318,,2003
21,microscopy,22,0.43,22,pub.1063071318,,2003
22,large proximity gaps,23,0.41,1,pub.1063071318,,2003
23,sample substrate,24,0.38,2,pub.1063071318,,2003
24,substrate,25,0.35,27,pub.1063071318,,2003
25,photomask,26,0.32,3,pub.1063071318,,2003
26,photochemical reactions,27,0.3,1,pub.1063071318,,2003
27,patterning resolution,28,0.27,1,pub.1063071318,,2003
28,resolution,29,0.24,18,pub.1063071318,,2003
29,irradiation time,30,0.22,1,pub.1063071318,,2003
30,order,31,0.19,31,pub.1063071318,,2003
31,patterning,32,0.16,4,pub.1063071318,,2003
32,micropatterns,33,0.14,1,pub.1063071318,,2003
33,lines,34,0.11,6,pub.1063071318,,2003
34,silicon substrate,35,0.08,3,pub.1063071318,,2003
35,self,36,0.05,2,pub.1063071318,,2003
36,photolithography,37,0.03,2,pub.1063071318,,2003
0,UV generation,1,1.0,1,pub.1063071237,,2003
1,generation,2,0.94,14,pub.1063071237,,2003
2,crystals,3,0.88,11,pub.1063071237,,2003
3,phase-matching conditions,4,0.82,1,pub.1063071237,,2003
4,conditions,5,0.76,25,pub.1063071237,,2003
5,laser source,6,0.71,2,pub.1063071237,,2003
6,source,7,0.65,11,pub.1063071237,,2003
7,eighth harmonic,8,0.59,4,pub.1063071237,,2003
8,harmonics,9,0.53,5,pub.1063071237,,2003
9,amplifier output,10,0.47,1,pub.1063071237,,2003
10,output,11,0.41,6,pub.1063071237,,2003
11,compact light source,12,0.35,1,pub.1063071237,,2003
12,light source,13,0.29,3,pub.1063071237,,2003
13,conversion efficiency,14,0.24,2,pub.1063071237,,2003
14,efficiency,15,0.18,6,pub.1063071237,,2003
15,peak power,16,0.12,1,pub.1063071237,,2003
16,power,17,0.06,5,pub.1063071237,,2003
0,thin film thermocouples,1,1.0,1,pub.1092911863,,2003
1,film thermocouples,2,0.98,1,pub.1092911863,,2003
2,thermocouples,3,0.96,1,pub.1092911863,,2003
3,Au-Pt,4,0.94,1,pub.1092911863,,2003
4,Cu-Ni,5,0.92,1,pub.1092911863,,2003
5,Ni,6,0.9,2,pub.1092911863,,2003
6,glass plate,7,0.88,2,pub.1092911863,,2003
7,plate,8,0.87,17,pub.1092911863,,2003
8,thin film process,9,0.85,1,pub.1092911863,,2003
9,film process,10,0.83,1,pub.1092911863,,2003
11,dimensions,12,0.79,2,pub.1092911863,,2003
12,thermocouple junction,13,0.77,1,pub.1092911863,,2003
13,junctions,14,0.75,2,pub.1092911863,,2003
14,thermoelectric power,15,0.73,1,pub.1092911863,,2003
15,power,16,0.71,5,pub.1092911863,,2003
16,bulk,17,0.69,1,pub.1092911863,,2003
17,diffusion of electrons,18,0.67,1,pub.1092911863,,2003
18,diffusion,19,0.65,2,pub.1092911863,,2003
19,electrons,20,0.63,2,pub.1092911863,,2003
20,thin films,21,0.62,9,pub.1092911863,,2003
21,films,22,0.6,20,pub.1092911863,,2003
22,film thickness,23,0.58,2,pub.1092911863,,2003
23,thickness,24,0.56,12,pub.1092911863,,2003
24,same order,25,0.54,1,pub.1092911863,,2003
25,order,26,0.52,31,pub.1092911863,,2003
26,mean free path,27,0.5,1,pub.1092911863,,2003
27,free path,28,0.48,1,pub.1092911863,,2003
28,path,29,0.46,4,pub.1092911863,,2003
29,temperature measurements,30,0.44,1,pub.1092911863,,2003
30,measurements,31,0.42,30,pub.1092911863,,2003
31,thermoelectric voltage,32,0.4,1,pub.1092911863,,2003
32,voltage,33,0.38,6,pub.1092911863,,2003
33,measured temperature,34,0.37,1,pub.1092911863,,2003
34,temperature,35,0.35,14,pub.1092911863,,2003
35,response time,36,0.33,1,pub.1092911863,,2003
36,time,37,0.31,22,pub.1092911863,,2003
37,surface,38,0.29,42,pub.1092911863,,2003
38,glass,39,0.27,6,pub.1092911863,,2003
39,YAG,40,0.25,1,pub.1092911863,,2003
40,laser,41,0.23,16,pub.1092911863,,2003
41,results,42,0.21,56,pub.1092911863,,2003
42,thermoreflectance method,43,0.19,1,pub.1092911863,,2003
43,method,44,0.17,84,pub.1092911863,,2003
44,focused ion beam,45,0.15,1,pub.1092911863,,2003
45,ion beam,46,0.13,3,pub.1092911863,,2003
46,beam,47,0.12,10,pub.1092911863,,2003
47,temperature distribution,48,0.1,1,pub.1092911863,,2003
48,distribution,49,0.08,8,pub.1092911863,,2003
49,sub-micron area,50,0.06,1,pub.1092911863,,2003
50,size,51,0.04,14,pub.1092911863,,2003
51,structure,52,0.02,33,pub.1092911863,,2003
0,reinvestigation,1,1.0,1,pub.1048719458,,2003
1,crystal structure,2,0.89,4,pub.1048719458,,2003
2,structure,3,0.78,33,pub.1048719458,,2003
3,difluoride,4,0.67,1,pub.1048719458,,2003
4,BaAlBO3F2,5,0.56,1,pub.1048719458,,2003
5,new nonlinear optical material,6,0.44,1,pub.1048719458,,2003
6,nonlinear optical materials,7,0.33,1,pub.1048719458,,2003
7,optical materials,8,0.22,1,pub.1048719458,,2003
8,materials,9,0.11,15,pub.1048719458,,2003
0,Abstract,1,1.0,2,pub.1067957533,,2003
1,characterization,2,0.96,3,pub.1067957533,,2003
2,GaN,3,0.91,3,pub.1067957533,,2003
3,UV detector,4,0.87,3,pub.1067957533,,2003
4,detector,5,0.83,8,pub.1067957533,,2003
5,vacuum UV,6,0.78,2,pub.1067957533,,2003
6,UV,7,0.74,3,pub.1067957533,,2003
7,ray region,8,0.7,1,pub.1067957533,,2003
8,region,9,0.65,14,pub.1067957533,,2003
9,synchrotron radiation,10,0.61,3,pub.1067957533,,2003
10,radiation,11,0.57,4,pub.1067957533,,2003
11,GaN UV detectors,12,0.52,1,pub.1067957533,,2003
12,responsivity,13,0.48,4,pub.1067957533,,2003
13,eV,14,0.43,5,pub.1067957533,,2003
14,device performance,15,0.39,2,pub.1067957533,,2003
15,responsivity spectrum,16,0.35,4,pub.1067957533,,2003
16,spectra,17,0.3,9,pub.1067957533,,2003
17,AlN epitaxial layers,18,0.26,2,pub.1067957533,,2003
18,epitaxial layers,19,0.22,2,pub.1067957533,,2003
19,layer,20,0.17,19,pub.1067957533,,2003
20,detectable wavelength range,21,0.13,1,pub.1067957533,,2003
21,wavelength range,22,0.09,2,pub.1067957533,,2003
22,range,23,0.04,16,pub.1067957533,,2003
0,ULSI,1,1.0,2,pub.1093559130,,2003
1,alignment technology,2,0.93,2,pub.1093559130,,2003
2,technology,3,0.87,19,pub.1093559130,,2003
3,high accuracy,4,0.8,9,pub.1093559130,,2003
4,accuracy,5,0.73,31,pub.1093559130,,2003
6,alignment marks,7,0.6,2,pub.1093559130,,2003
7,low step heights,8,0.53,2,pub.1093559130,,2003
8,step height,9,0.47,2,pub.1093559130,,2003
9,height,10,0.4,4,pub.1093559130,,2003
10,next generation lithography,11,0.33,2,pub.1093559130,,2003
11,lithography,12,0.27,36,pub.1093559130,,2003
12,order,13,0.2,31,pub.1093559130,,2003
13,measurement error,14,0.13,7,pub.1093559130,,2003
14,error,15,0.07,15,pub.1093559130,,2003
0,contact level,1,1.0,1,pub.1094104743,,2003
1,mask,2,0.5,4,pub.1094104743,,2003
0,contact,1,1.0,4,pub.1094184680,,2003
0,lens design,1,1.0,1,pub.1045751461,,2002
0,scanner,1,1.0,26,pub.1036654741,,2002
0,LaF3 film,1,1.0,2,pub.1003843084,,2002
1,films,2,0.98,20,pub.1003843084,,2002
2,CaF2,3,0.96,3,pub.1003843084,,2002
3,SiO2 glass substrates,4,0.95,1,pub.1003843084,,2002
4,glass substrates,5,0.93,1,pub.1003843084,,2002
5,substrate,6,0.91,27,pub.1003843084,,2002
6,low temperatures,7,0.89,4,pub.1003843084,,2002
7,temperature,8,0.87,14,pub.1003843084,,2002
8,vacuum evaporation,9,0.85,1,pub.1003843084,,2002
9,evaporation,10,0.84,2,pub.1003843084,,2002
10,ray diffraction,11,0.82,2,pub.1003843084,,2002
11,diffraction,12,0.8,5,pub.1003843084,,2002
12,plane direction,13,0.78,1,pub.1003843084,,2002
13,direction,14,0.76,8,pub.1003843084,,2002
14,LaF3,15,0.75,1,pub.1003843084,,2002
15,dense structure,16,0.73,1,pub.1003843084,,2002
16,structure,17,0.71,33,pub.1003843084,,2002
17,SiO2 glass,18,0.69,2,pub.1003843084,,2002
18,glass,19,0.67,6,pub.1003843084,,2002
19,orientation,20,0.65,5,pub.1003843084,,2002
20,film structure,21,0.64,4,pub.1003843084,,2002
21,columnar,22,0.62,1,pub.1003843084,,2002
22,narrow opening,23,0.6,1,pub.1003843084,,2002
23,opening,24,0.58,1,pub.1003843084,,2002
24,air,25,0.56,7,pub.1003843084,,2002
25,inside,26,0.55,1,pub.1003843084,,2002
26,stoichiometric composition,27,0.53,1,pub.1003843084,,2002
27,composition,28,0.51,1,pub.1003843084,,2002
28,chemical reactions,29,0.49,2,pub.1003843084,,2002
29,reaction,30,0.47,3,pub.1003843084,,2002
30,water,31,0.45,12,pub.1003843084,,2002
31,molecular oxygen,32,0.44,1,pub.1003843084,,2002
32,oxygen,33,0.42,2,pub.1003843084,,2002
33,lack of fluorine,34,0.4,1,pub.1003843084,,2002
34,fluorine,35,0.38,1,pub.1003843084,,2002
35,OH concentration,36,0.36,1,pub.1003843084,,2002
36,concentration,37,0.35,5,pub.1003843084,,2002
37,vacuum ultraviolet light,38,0.33,3,pub.1003843084,,2002
38,ultraviolet light,39,0.31,4,pub.1003843084,,2002
39,light,40,0.29,23,pub.1003843084,,2002
40,film deposition,41,0.27,2,pub.1003843084,,2002
41,deposition,42,0.25,12,pub.1003843084,,2002
42,dense film structure,43,0.24,1,pub.1003843084,,2002
43,materials,44,0.22,15,pub.1003843084,,2002
44,epitaxial growth,45,0.2,1,pub.1003843084,,2002
45,large optical losses,46,0.18,1,pub.1003843084,,2002
46,optical losses,47,0.16,1,pub.1003843084,,2002
47,optical transparency,48,0.15,1,pub.1003843084,,2002
48,transparency,49,0.13,4,pub.1003843084,,2002
49,VUV region,50,0.11,1,pub.1003843084,,2002
50,growth technique,51,0.09,1,pub.1003843084,,2002
51,technique,52,0.07,39,pub.1003843084,,2002
52,hetero-epitaxial growth,53,0.05,1,pub.1003843084,,2002
53,optical properties,54,0.04,6,pub.1003843084,,2002
54,properties,55,0.02,24,pub.1003843084,,2002
0,systematic approach,1,1.0,1,pub.1002958315,,2002
1,approach,2,0.96,18,pub.1002958315,,2002
2,flatness,3,0.92,2,pub.1002958315,,2002
3,standpoint,4,0.88,1,pub.1002958315,,2002
4,deviation,5,0.84,3,pub.1002958315,,2002
5,optical lithography,6,0.8,4,pub.1002958315,,2002
6,lithography,7,0.76,36,pub.1002958315,,2002
7,warpage,8,0.72,1,pub.1002958315,,2002
8,aerial image sensor,9,0.68,2,pub.1002958315,,2002
9,image sensor,10,0.64,5,pub.1002958315,,2002
10,sensors,11,0.6,20,pub.1002958315,,2002
11,shape,12,0.56,10,pub.1002958315,,2002
12,simulations,13,0.52,26,pub.1002958315,,2002
13,analytical approach,14,0.48,1,pub.1002958315,,2002
14,reticle,15,0.44,3,pub.1002958315,,2002
15,plate shape,16,0.4,1,pub.1002958315,,2002
16,holder,17,0.36,2,pub.1002958315,,2002
17,plate,18,0.32,17,pub.1002958315,,2002
18,results,19,0.28,56,pub.1002958315,,2002
19,requirements,20,0.24,12,pub.1002958315,,2002
20,respect,21,0.2,5,pub.1002958315,,2002
21,technology nodes,22,0.16,2,pub.1002958315,,2002
22,nodes,23,0.12,1,pub.1002958315,,2002
23,budget analysis,24,0.08,1,pub.1002958315,,2002
24,analysis,25,0.04,19,pub.1002958315,,2002
0,lithography tools,1,1.0,4,pub.1048325145,,2002
1,stage system,2,0.93,1,pub.1048325145,,2002
3,body systems,4,0.8,1,pub.1048325145,,2002
4,Nikon,5,0.73,5,pub.1048325145,,2002
5,optical lithography tools,6,0.67,1,pub.1048325145,,2002
6,instrument development,7,0.6,1,pub.1048325145,,2002
7,NTT,8,0.53,1,pub.1048325145,,2002
8,linear motor technology,9,0.47,1,pub.1048325145,,2002
9,technology,10,0.4,19,pub.1048325145,,2002
10,EPL system,11,0.33,1,pub.1048325145,,2002
11,order,12,0.27,31,pub.1048325145,,2002
12,EB stage,13,0.2,1,pub.1048325145,,2002
13,optical counterpart,14,0.13,1,pub.1048325145,,2002
14,counterparts,15,0.07,1,pub.1048325145,,2002
0,local perturbation analysis,1,1.0,1,pub.1048569265,,2002
1,perturbation analysis,2,0.98,1,pub.1048569265,,2002
2,analysis,3,0.95,19,pub.1048569265,,2002
3,accretion flow,4,0.93,1,pub.1048569265,,2002
4,flow,5,0.9,5,pub.1048569265,,2002
5,global magnetic field,6,0.88,1,pub.1048569265,,2002
6,magnetic field,7,0.85,1,pub.1048569265,,2002
7,field,8,0.83,12,pub.1048569265,,2002
8,background model,9,0.8,1,pub.1048569265,,2002
9,model,10,0.78,23,pub.1048569265,,2002
10,analytic solution,11,0.76,1,pub.1048569265,,2002
11,solution,12,0.73,13,pub.1048569265,,2002
12,resistive MHD equations,13,0.71,1,pub.1048569265,,2002
13,MHD equations,14,0.68,1,pub.1048569265,,2002
14,equations,15,0.66,2,pub.1048569265,,2002
15,advection-dominated accretion,16,0.63,1,pub.1048569265,,2002
16,accuracy,17,0.61,31,pub.1048569265,,2002
17,first order,18,0.59,1,pub.1048569265,,2002
18,order,19,0.56,31,pub.1048569265,,2002
19,correction,20,0.54,7,pub.1048569265,,2002
20,results,21,0.51,56,pub.1048569265,,2002
21,independent wave modes,22,0.49,1,pub.1048569265,,2002
22,mode,23,0.46,13,pub.1048569265,,2002
23,Rayleigh,24,0.44,1,pub.1048569265,,2002
24,resistive mode,25,0.41,1,pub.1048569265,,2002
25,limit,26,0.39,5,pub.1048569265,,2002
26,like criterion,27,0.37,1,pub.1048569265,,2002
27,criteria,28,0.34,5,pub.1048569265,,2002
28,instability,29,0.32,1,pub.1048569265,,2002
29,axisymmetric perturbations,30,0.29,1,pub.1048569265,,2002
30,perturbations,31,0.27,1,pub.1048569265,,2002
31,magnetic diffusion,32,0.24,1,pub.1048569265,,2002
32,diffusion,33,0.22,2,pub.1048569265,,2002
33,excitation,34,0.2,2,pub.1048569265,,2002
34,shear flow,35,0.17,1,pub.1048569265,,2002
35,non-axisymmetric perturbations,36,0.15,1,pub.1048569265,,2002
36,presence of shear,37,0.12,1,pub.1048569265,,2002
37,stabilizer,38,0.1,1,pub.1048569265,,2002
38,approximation,39,0.07,5,pub.1048569265,,2002
39,finite resistivity,40,0.05,1,pub.1048569265,,2002
40,magnetorotational instability,41,0.02,1,pub.1048569265,,2002
0,self-assembled monolayers,1,1.0,9,pub.1038656887,,2002
1,monolayers,2,0.98,10,pub.1038656887,,2002
2,terminal groups,3,0.96,1,pub.1038656887,,2002
3,substrate,4,0.94,27,pub.1038656887,,2002
4,type silicon,5,0.92,1,pub.1038656887,,2002
5,silicon,6,0.9,10,pub.1038656887,,2002
6,chemical vapor deposition,7,0.88,5,pub.1038656887,,2002
7,vapor deposition,8,0.85,6,pub.1038656887,,2002
8,deposition,9,0.83,12,pub.1038656887,,2002
9,octadecyltrimethoxysilane,10,0.81,6,pub.1038656887,,2002
10,decyl-1-trimethoxysilane,11,0.79,6,pub.1038656887,,2002
11,sample surface,12,0.77,5,pub.1038656887,,2002
12,surface,13,0.75,42,pub.1038656887,,2002
13,ODS-SAM,14,0.73,3,pub.1038656887,,2002
14,reduced pressure,15,0.71,1,pub.1038656887,,2002
15,pressure,16,0.69,7,pub.1038656887,,2002
16,PA,17,0.67,3,pub.1038656887,,2002
17,vacuum ultraviolet light,18,0.65,3,pub.1038656887,,2002
18,ultraviolet light,19,0.62,4,pub.1038656887,,2002
19,light,20,0.6,23,pub.1038656887,,2002
20,photomask,21,0.58,3,pub.1038656887,,2002
21,surface potential images,22,0.56,1,pub.1038656887,,2002
22,potential images,23,0.54,1,pub.1038656887,,2002
23,Kelvin probe force microscopy,24,0.52,7,pub.1038656887,,2002
24,force microscopy,25,0.5,11,pub.1038656887,,2002
25,microscopy,26,0.48,22,pub.1038656887,,2002
26,ab initio molecular orbital calculations,27,0.46,4,pub.1038656887,,2002
27,initio molecular orbital calculations,28,0.44,4,pub.1038656887,,2002
28,molecular orbital calculations,29,0.42,5,pub.1038656887,,2002
29,orbital calculations,30,0.4,5,pub.1038656887,,2002
30,calculations,31,0.38,8,pub.1038656887,,2002
31,KPFM measurements,32,0.35,1,pub.1038656887,,2002
32,measurements,33,0.33,30,pub.1038656887,,2002
33,surface potential contrast,34,0.31,3,pub.1038656887,,2002
34,potential contrast,35,0.29,4,pub.1038656887,,2002
35,AHAPS,36,0.27,2,pub.1038656887,,2002
36,mV,37,0.25,2,pub.1038656887,,2002
37,molecules,38,0.23,10,pub.1038656887,,2002
38,respective dipole moments,39,0.21,1,pub.1038656887,,2002
39,dipole moment,40,0.19,4,pub.1038656887,,2002
40,moment,41,0.17,4,pub.1038656887,,2002
41,ab initio MO calculations,42,0.15,1,pub.1038656887,,2002
42,MO calculations,43,0.12,1,pub.1038656887,,2002
43,surface potential,44,0.1,7,pub.1038656887,,2002
44,potential,45,0.08,11,pub.1038656887,,2002
45,CMP,46,0.06,2,pub.1038656887,,2002
46,values,47,0.04,13,pub.1038656887,,2002
47,nm2,48,0.02,1,pub.1038656887,,2002
0,development,1,1.0,27,pub.1000659448,,2002
0,development,1,1.0,27,pub.1011783375,,2002
0,control,1,1.0,39,pub.1012833419,,2002
0,scanner,1,1.0,26,pub.1053686486,,2002
0,scanner,1,1.0,26,pub.1027159589,,2002
0,control,1,1.0,39,pub.1041493764,,2002
0,scanner,1,1.0,26,pub.1029991548,,2002
0,development,1,1.0,27,pub.1000698857,,2002
0,pattern distortion,1,1.0,1,pub.1026560858,,2002
1,distortion,2,0.75,12,pub.1026560858,,2002
2,reticle,3,0.5,3,pub.1026560858,,2002
3,silicon membrane,4,0.25,1,pub.1026560858,,2002
0,summary,1,1.0,2,pub.1021259070,,2002
0,effect of argon,1,1.0,1,pub.1015928316,,2002
1,effect,2,0.9,49,pub.1015928316,,2002
2,argon,3,0.8,1,pub.1015928316,,2002
3,ion impingement,4,0.7,1,pub.1015928316,,2002
4,impingement,5,0.6,1,pub.1015928316,,2002
5,stress reduction,6,0.5,3,pub.1015928316,,2002
