Grant Number,Title,Funding Amount in USD,Start Year,End Year,Funder,Funder Country,Dimensions ID
141321,Improving whole-organism vaccines against malaria by genetic modification,0.0,2016,2018,Foundation for Science and Technology,Portugal,grant.4682414
208297,AquaSolve: Nanobead vaccine delivery platform for aquaculture,355035.0,2011,2012,The Research Council of Norway,Norway,grant.4661480
217391,Effective vaccine against winter ulcer in salmon.,272177.0,2012,2013,The Research Council of Norway,Norway,grant.4644142
187664,Low cost production of biopharmaceuticals and vaccines in plants,8529.0,2007,2007,The Research Council of Norway,Norway,grant.4641075
M1-0150 (C),Rekombinantno cepivo proti aviarni influenci,0.0,2006,2007,Slovenian Research Agency,Slovenia,grant.4636462
96/11539-0,Development of a recombinant BCG vaccine - DPT,0.0,1997,2000,São Paulo Research Foundation,Brazil,grant.4562339
94/05878-1,Peptides and proteins for vaccines and therapeutics,0.0,1995,1996,São Paulo Research Foundation,Brazil,grant.4510775
CBD99-020,Development of Naked DNA Vaccine: Brucella,70000.0,1998,1999,United States Department of Defense,United States,grant.4453044
5578,Preparation of liquid live vaccine against rubella,233401.0,2008,2010,Slovak Research and Development Agency,Slovakia,grant.4362089
72284,Construction and characterization of live-attenuated enterobacterial vaccine candidates,55902.0,2008,2011,Hungarian Scientific Research Fund,Hungary,grant.4192377
561463,Evaluation of an oncolytic vaccine in dogs,4071.0,2014,2015,Natural Sciences and Engineering Research Council,Canada,grant.4171416
557753,Bioprocess Sciences and Technology of Viral Vaccines,90554.0,2014,2015,Natural Sciences and Engineering Research Council,Canada,grant.4167878
563155,Targeted microneedle insertion for epidermal vaccine delivery and biosensing,45275.0,2014,2015,Natural Sciences and Engineering Research Council,Canada,grant.4167438
150026,Controlled Release Nanoparticle vaccines,2736860.0,2005,2010,Innovate UK,United Kingdom,grant.4106519
2101,Novel dendritic cell-based vaccine of cancer,67080.0,2004,2007,Saskatchewan Health Research Foundation,Canada,
2093,Transdermal delivery systems for protein medicines and vaccines,72594.0,2004,2006,Saskatchewan Health Research Foundation,Canada,grant.4035377
2094,Transdermal delivery systems for protein medicines and vaccines,37264.0,2004,2005,Saskatchewan Health Research Foundation,Canada,grant.4035377
QLK2-CT-1999-01321,European vaccine effort against hiv/aids,9080219.0,2000,2005,European Commission,Belgium,grant.3749684
BIO4980031,Biosafety of vaccines based on self-replicating recombinant alphavirus,0.0,1998,2000,European Commission,Belgium,grant.3733024
IC18980387,Selection of P. Falciparum antigene for MPES vaccine development,0.0,1999,2001,European Commission,Belgium,grant.3731136
CIPA940230,New approaches for the development of enterobacterial vaccine strains,0.0,1995,1997,European Commission,Belgium,grant.3729873
CIPE926123,Development of vaccines against coccidiosis through biotechnology,0.0,1993,1994,European Commission,Belgium,grant.3728490
TS3*930255,Oral vaccine against cholera with Built-in adjuvanticity,0.0,1994,1997,European Commission,Belgium,grant.3726127
TS1*0026,CHEMICAL SYNTHESIS OF HEPATITIS B VACCINES,0.0,1984,1986,European Commission,Belgium,grant.3708086
MR4*0027,DEVELOPMENT OF AN EFFICIENT VACCINE (AIDS),0.0,1987,1988,European Commission,Belgium,grant.3706490
TS2*0188,DEVELOPMENT OF SYNTHETIC VACCINES AGAINST NEMATODE INFECTIONS,0.0,1989,1993,European Commission,Belgium,grant.3702872
TS2*0218,DEVELOPMENT OF VACCINE AGAINST CHAGAS' DISEASE,0.0,1989,1992,European Commission,Belgium,grant.3700936
U01CK000350,EVAL OF IMPCT OF JAPANESE ENCEPHALITIS VACCINE IN CAMBODIA,75190.0,2014,2015,Centers for Disease Control and Prevention,United States,grant.3535230
101143,Rational design of an AIP56-based anti-pasteurellosis vaccine,145174.0,2010,2013,Foundation for Science and Technology,Portugal,grant.3532347
103484,Exploring pathogen diversity in disease epidemiology and vaccine research,217382.0,2010,2013,Foundation for Science and Technology,Portugal,grant.3529500
113650,Melhoramento da imunogenicidade de vacinas de DNA,163587.0,2011,2013,Foundation for Science and Technology,Portugal,grant.3528280
61090,Development of DNA vaccine prototypes for veterinary trypanosomiasis,83746.0,2005,2007,Foundation for Science and Technology,Portugal,grant.3528140
82211,Development of DNA vaccine prototypes for veterinary trypanosomiasis,32656.0,2007,2009,Foundation for Science and Technology,Portugal,grant.3527854
126635,Anti-ghrelin vaccine: a feasible alternative for obesity treatment?,66351.0,2013,2014,Foundation for Science and Technology,Portugal,grant.3527599
116097,Smart porous particles for pulmonary drug and vaccine delivery,116280.0,2011,2014,Foundation for Science and Technology,Portugal,grant.3526938
65048,Impact of the conjugate pneumococcal vaccines on pneumococcal ecology,208503.0,2009,2012,Foundation for Science and Technology,Portugal,grant.3526242
70275,Vaccine potential of different Leishmania infantum proteins,148018.0,2007,2011,Foundation for Science and Technology,Portugal,grant.3524632
152995,Development of subunit anti-viral vaccines for salmonid fish,142445.0,1998,2000,Natural Sciences and Engineering Research Council,Canada,grant.2987656
84171,Towards a live vaccine against cryptobiosis in salmonids,9540.0,1991,1993,Natural Sciences and Engineering Research Council,Canada,grant.2985050
111908,Développement d'un vaccin contre Streptococcus suis,52358.0,1997,1998,Natural Sciences and Engineering Research Council,Canada,grant.2984254
54872,Enhancing vaccine efficacy by molecular chimerization to cytokines,15503.0,1993,1994,Natural Sciences and Engineering Research Council,Canada,grant.2982723
66199,"Development of vaccines for BVDV, BRSV and PI-3",78576.0,1991,1993,Natural Sciences and Engineering Research Council,Canada,grant.2978220
214798,Development of vaccine vector for human immunodeficiency virus,22291.0,2002,2003,Natural Sciences and Engineering Research Council,Canada,grant.2971136
325113,Identification of tumor-associated antigens as cancer vaccine targets,129424.0,2005,2007,Natural Sciences and Engineering Research Council,Canada,grant.2968761
176289,Design of a glycoconjugate vaccine against group A streptococcus,129905.0,1999,2001,Natural Sciences and Engineering Research Council,Canada,grant.2968075
98132,Development of a subunit vaccine for haemophilus somnus,43628.0,1991,1992,Natural Sciences and Engineering Research Council,Canada,grant.2967309
54871,Increasing vaccine efficiency through defined adjuvant use,128223.0,1992,1994,Natural Sciences and Engineering Research Council,Canada,grant.2960882
212544,Design of a glycoconjugate vaccine against group A streptococcus,23745.0,2002,2003,Natural Sciences and Engineering Research Council,Canada,grant.2958728
78064,Development of a multivalent recombinant fowlpox virus vaccine,161733.0,1991,1993,Natural Sciences and Engineering Research Council,Canada,grant.2957327
9534,Development of a molecularly defined vaccine for Myxosporean parasites,116966.0,1995,1997,Natural Sciences and Engineering Research Council,Canada,grant.2942407
472024,Role of TLR4 binding adjuvant in improving cancer vaccines,4090.0,2010,2011,Natural Sciences and Engineering Research Council,Canada,grant.2939650
298504,Attenuating West Nile: The search for a Love Vaccine,14278.0,2005,2006,Natural Sciences and Engineering Research Council,Canada,grant.2937046
240074,Development of porcine adenovirus-3 as a vaccine vector,373818.0,2000,2004,Natural Sciences and Engineering Research Council,Canada,grant.2936941
330272,Attenuating West Nile: The search for a Love Vaccine,15247.0,2006,2007,Natural Sciences and Engineering Research Council,Canada,grant.2932210
408862,Recombinant fowl adenovirus based vaccine against avian influenza,4216.0,2008,2009,Natural Sciences and Engineering Research Council,Canada,grant.2928975
372020,Novel biodegradeable hydrogel for hiv vaccine delivery,16102.0,2007,2008,Natural Sciences and Engineering Research Council,Canada,grant.2923314
53574,Human adenovirus-based vaccines and mammalian expression vectors,351165.0,1991,1994,Natural Sciences and Engineering Research Council,Canada,grant.2921906
239917,Oral vaccines: Targetting to improve induction of mucosal immunity,298383.0,1999,2004,Natural Sciences and Engineering Research Council,Canada,grant.2912514
442602,Diagnostics of fish diseases and development of vaccines,3939.0,2009,2010,Natural Sciences and Engineering Research Council,Canada,grant.2911669
51493,Development of a recombinant vaccine for porcine transmissible gastroenteritis,243286.0,1991,1994,Natural Sciences and Engineering Research Council,Canada,grant.2901085
57603,Development of an effective recombinant Actinobacillus pleuropneumoniae vaccine,206369.0,1991,1994,Natural Sciences and Engineering Research Council,Canada,grant.2899804
152504,Liposome-cytokine formulations as vaccine delivery systems,59485.0,1996,2000,Natural Sciences and Engineering Research Council,Canada,grant.2892553
518456,Synthesis of cyclic oligonucleotide analogues as mucosal vaccine adjuvants,3654.0,2012,2013,Natural Sciences and Engineering Research Council,Canada,grant.2875627
368324,Creating edible forage-based vaccines against bovine pneumonic pasteurellosis,408329.0,2004,2008,Natural Sciences and Engineering Research Council,Canada,grant.2874597
429473,Novel Multi-Strain Vaccines against HIV-1,17520.0,2009,2010,Natural Sciences and Engineering Research Council,Canada,grant.2874082
254432,Development of vaccine vector for human immunodeficiency virus,292.0,2003,2004,Natural Sciences and Engineering Research Council,Canada,grant.2857726
327282,Novel Multi-Strain Vaccines against HIV-1,8812.0,2006,2007,Natural Sciences and Engineering Research Council,Canada,grant.2853909
492,Development of a bovine adenovirus vaccine vector,216848.0,1994,1997,Natural Sciences and Engineering Research Council,Canada,grant.2846899
369571,Novel Multi-Strain Vaccines against HIV-1,27926.0,2007,2008,Natural Sciences and Engineering Research Council,Canada,grant.2845378
467118,In vitro qualification of a SPIO labeled vaccine,4090.0,2010,2011,Natural Sciences and Engineering Research Council,Canada,grant.2835397
470801,Evaluation of fowl adenovirus based recombinant vaccines for poultry,4363.0,2010,2011,Natural Sciences and Engineering Research Council,Canada,grant.2834880
187874,Development of vaccine vector for human immunodeficiency virus,22598.0,2001,2002,Natural Sciences and Engineering Research Council,Canada,grant.2821820
328626,Development of Synthetic Glycoconjugate Vaccines for Active Tumor Immunotherapy,18511.0,2006,2007,Natural Sciences and Engineering Research Council,Canada,grant.2817654
370582,Development of Synthetic Glycoconjugate Vaccines for Active Tumor Immunotherapy,19546.0,2007,2008,Natural Sciences and Engineering Research Council,Canada,grant.2807465
502258,Optimization of vaccine production in algae using engineered bioreactors,17498.0,2012,2013,Natural Sciences and Engineering Research Council,Canada,grant.2798941
467031,Développement d'un vaccin atténué contre la colibacillose aviaire,29109.0,2010,2011,Natural Sciences and Engineering Research Council,Canada,grant.2795749
293470,The Effects of Chemotherapy on Gene-Based Cancer Vaccines,14442.0,2005,2006,Natural Sciences and Engineering Research Council,Canada,grant.2791038
487216,Développement d'un vaccin atténué contre la colibacillose aviaire,30328.0,2011,2012,Natural Sciences and Engineering Research Council,Canada,grant.2789593
Z01RR010444,UPDATING COMPUTER FACILITIES FOR THE VACCINE LABORATORY,0.0,1994,1994,National Center for Advancing Translational Sciences,United States,grant.2722085
Y1AI2642-11-0-1,HIV Vaccine Research and Development,22663000.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2706159
U51IP000821,INTRODUCING THE USE OF SEASONAL INFLUENZA VACCINES,696000.0,2013,2016,Centers for Disease Control and Prevention,United States,grant.2698714
U38IP522352,Enhanced surveillance for newly vaccine preventable disease,0.0,2002,2007,Centers for Disease Control and Prevention,United States,grant.2697537
U18FD004012,Discovery of Biological and Immunological Biomarkers for TB Vaccines,299525.0,2010,2014,United States Food and Drug Administration,United States,grant.2695257
U10CI923373,STUDYING THE MEASLES INFECTIONS &DEVELOPMENT OF MEASLES VACCINES,0.0,2003,2007,Centers for Disease Control and Prevention,United States,grant.2693731
U01FD004575,Innovations in Vaccine Clinical Trials and Pharmacovigilance,1492900.0,2012,2017,United States Food and Drug Administration,United States,grant.2690783
U01FD004248,SUPPORTING INFLUENZA VACCINE INTRODUCTION IN LOW-MIDDLE INCOME COUNTRIES,1373500.0,2011,2017,United States Food and Drug Administration,United States,grant.2690760
U01AI037543,EPITOPE POLYMORPHISM IN P FALCIPARUM VACCINE ANIGENS,0.0,1994,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2687365
U01AI037542,DESIGN AND IMMUNE MECHANISMS OF P FALCIPARUM CS VACCINE,0.0,1994,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2687364
U01AI036467,ANTIGENIZED ANTIBODY AND GENE IN MALARIA VACCINE,0.0,1994,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2687357
U01AI035365,LIVE ATTENUATED MULTIPLY DELETED HIV1 VACCINE FOR AIDS,0.0,1994,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2687347
U01AI026507,COMBINED VACCINE STRATEGIES FOR THE PREVENTION OF AIDS,0.0,1989,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2687156
U01AI026503,NOVEL IMDEF VIRUS VACCINES IN NHP MODELS,0.0,1988,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2687154
R56AI063396,Development of multi-antigen subunit SARS vaccines,284375.0,2006,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2666046
R55AI040302,STRUCTURAL AND CONFORMATIONAL ASPECTS IN PEPTIDE VACCINE,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2664366
R55AI039427,RECOMBINANT L MONOCYTOGENES AS AN SIV VACCINE,0.0,1996,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2664365
R44AI033301,CELL CULTURE PRODUCTION OF T GONDII T 263 VACCINE,0.0,1992,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2657660
R44AI032847,VACCINE TO TREAT HEPATITIS B VIRUS INFECTION,0.0,1992,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2657656
R44AI026028,ATTENUATION OF THE NYCBH VACCINE STRAIN OF VACCINIA,0.0,1988,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2657579
R43DK050890,ADHESIN BASED VACCINE TO PREVENT URINARY TRACT INFECTION,0.0,1996,1996,National Institute of Diabetes and Digestive and Kidney Diseases,United States,grant.2647175
R43CA074665,DEVELOPMENT OF TUMOR VACCINES USING GPI LINKED MOLECULES,0.0,1997,1999,National Cancer Institute,United States,grant.2643697
R43CA069885,THERAPEUTIC TUMOR VACCINE AGAINST HER 2/NEU,0.0,1996,1996,National Cancer Institute,United States,grant.2643565
R43AI054075,Allergy Protection by Active IgE B Cell Vaccines,552946.0,2003,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2641009
R43AI046212,EPITOPE-DRIVEN HIV VACCINE TARGETING DENDRITIC CELLS,0.0,1999,2000,National Institute of Allergy and Infectious Diseases,United States,grant.2640640
R43AI044532,ORAL DELIVERY OF ENCAPSULATED MULTIMERIC AIDS VACCINES,0.0,1999,2001,National Institute of Allergy and Infectious Diseases,United States,grant.2640550
R43AI040397,DEVELOPMENT OF A VACCINE FOR CLOSTRIDIUM DIFFICILE,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640356
R43AI039906,UBIQUITIN FUSION FOR PEPTIDE IMMUNE DISPLAY AND VACCINES,0.0,1996,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2640346
R43AI039865,LYME VACCINE BASED ON BORRELIA DECORIN ADHESIN,0.0,1996,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2640336
R43AI039334,PEPTIDE ANTIIGE VACCINE FOR IMMUNOTHERAPY OF ALLERGY,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640319
R43AI039318,LYME VACCINE BASED ON BORRELIA TRANSFERIN RECEPTORS,0.0,1996,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2640315
R43AI039276,ORAL HIV-1 VACCINE TECHNOLOGIES USING OPTIVAX COPOLYMER,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640305
R43AI038081,PEPTIDE BASED VACCINE FOR PRIMATE MODEL OF AIDS,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640255
R43AI036003,"ORAL, LIVE, ATTENUATED VIBRIO VECTORED SSONNEI VACCINE",0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2640187
R43AI026028,ATTENUATION OF THE NYCBH VACCINE STRAIN OF VACCINIA,0.0,1988,1988,National Institute of Allergy and Infectious Diseases,United States,grant.2639832
R29AI027332,CS PROTEIN T-EPITOPE POLYMORPHISM--MALARIA VACCINE,0.0,1988,1989,National Institute of Allergy and Infectious Diseases,United States,grant.2624939
R21DK057206,A TARGETED PLANT-BASED VACCINE FOR TYPE I DIABETES,163941.0,1999,2002,National Institute of Diabetes and Digestive and Kidney Diseases,United States,grant.2608583
R21DK057113,APC-TARGETING VACCINE FOR PREVENTION OF TYPE I DIABETES,164000.0,1999,2002,National Institute of Diabetes and Digestive and Kidney Diseases,United States,grant.2608571
R21AI046329,DEVELOPMENT/EVALUATION OF HYBRID NOVEL MUCOSAL VACCINES,150000.0,1999,2002,National Institute of Allergy and Infectious Diseases,United States,grant.2597656
R21AI046184,NEW STRATEGIES FOR BACTERIAL DELIVERY OF DNA VACCINES,237750.0,1999,2002,National Institute of Allergy and Infectious Diseases,United States,grant.2597626
R21AI045396,HIV VACCINE STRATEGIES BASED ON A GOAT LENTIVIRUS--CAEV,368846.0,1999,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2597599
R21AI044369,DEVELOPMENT OF ENHANCED HIV 1 PSEUDOVIRION VACCINES,181850.0,1999,2002,National Institute of Allergy and Infectious Diseases,United States,grant.2597536
R21AI040261,DEVELOPMENT OF AN ORAL MULTIVALENT SHIGELLA/ETEC VACCINE,0.0,1996,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2597279
R21AI040090,DEVELOPMENT OF A GENETIC VACCINE FOR M TUBERCULOSIS,0.0,1996,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2597266
R21AI038979,DETOXIFIED BACTERIAL TOXINS AS CTL VACCINE MOLECULES,0.0,1997,1999,National Institute of Allergy and Infectious Diseases,United States,grant.2597222
R15AI037777,MUCOSAL VACCINES--HEAT LABILE TOXIN/ANTIGEN FUSIONS,0.0,1995,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2590181
R13CA067131,INTERNATIONAL CONFERENCE ON VACCINES FOR CANCER AND AIDS,0.0,1995,1996,National Cancer Institute,United States,grant.2583049
R03OH003255,HEPATITIS B VACCINE ACCEPTANCE BY NURSING HOME WORKERS,0.0,1995,1997,Centers for Disease Control and Prevention,United States,grant.2579292
R03AI058222,DNA/MVA HIV Vaccine for India,100000.0,2003,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2567035
R03AI045084,MUCOSAL IMMUNITY TO VIRULENT AND VACCINE-STRAIN CMV,142814.0,1999,2003,National Institute of Allergy and Infectious Diseases,United States,grant.2566836
R03AI033668,EVALUATION OF ARI ORGANISMS FOR VACCINE DEVELOPMENT,0.0,1992,1995,National Institute of Allergy and Infectious Diseases,United States,grant.2566752
R01RR008552,DEVELOPMENT OF SUBUNIT VACCINE FOR M PULMONIS IN MICE,0.0,1993,1997,National Center for Advancing Translational Sciences,United States,grant.2564456
R01FD002545,DC TUMOR CONJUGATE VACCINE FOR IMMUNOTHERAPY,0.0,2005,2007,United States Food and Drug Administration,United States,grant.2508306
R01AI044592,EVALUATION STUDIES--DNA VACCINE EXPRESSING SIVSM VLP,1010353.0,1999,2003,National Institute of Allergy and Infectious Diseases,United States,grant.2454434
R01AI037166,DNA VACCINES-RESPONSES TO VECTORS WITH RABIES ANTIGENS,1273968.0,1994,2006,National Institute of Allergy and Infectious Diseases,United States,grant.2453161
R01AI035196,DEVELOPMENT OF A POX-VECTORED MEASLES VACCINE,0.0,1993,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2452894
R01AI035137,MEASLES &MEASLES VACCINES--MECHANISMS OF IMMUNE INJURY,0.0,1993,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2452879
R01AI031224,GENE EXPRESSION FOR S MANSONI VACCINE ANTIGEN,0.0,1991,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2452193
R01AI021024,PREVENTION OF NEONATAL BACTEREMIA WITH PILUS VACCINE,0.0,1984,1987,National Institute of Allergy and Infectious Diseases,United States,grant.2450320
P01AI056356,HSV-1 Amplicon Vectors for HIV Vaccine Delivery,11606890.0,2003,2009,National Institute of Allergy and Infectious Diseases,United States,grant.2435123
P01AI052816,"HIV, TB, and Malaria Vaccine Development for Africa",14490691.0,2003,2009,National Institute of Allergy and Infectious Diseases,United States,grant.2435096
P01AI024009,HSV VACCINE DESIGN--ABLATION OF VIRULENCE AND LATENCY,0.0,1987,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2434876
N43AI052598,DNA TECHNIQUES FOR PRODUCTION OF A VACCINE TO AIDS,0.0,1985,1986,National Institute of Allergy and Infectious Diseases,United States,grant.2433623
N01HD953226,EVALUATE SAFETY OF VACCINES TO PREVENT SHIGELLOSIS-275953226,0.0,2004,2004,National Institute of Child Health and Human Development,United States,grant.2430978
N01HD073269,CONJUGATE VACCINES DESIGNED TO PREVENT TYPHOID FEVER-275973269,217249.0,1997,2000,National Institute of Child Health and Human Development,United States,grant.2430831
N01HD073264,KILLED ORAL CHOLERA VACCINE EFFECTIVENESS TRIAL--VIETNAM-275973264,0.0,1996,2001,National Institute of Child Health and Human Development,United States,grant.2430826
N01HD072923,TEST OF ACELLULAR PERTUSSIS VACCINE IN INFANTS,0.0,1987,1988,National Institute of Child Health and Human Development,United States,grant.2430821
N01HD053225,EVALUATION OF TYPHOID FEVER VI CONJUGATE VACCINE,0.0,1995,1997,National Institute of Child Health and Human Development,United States,grant.2430718
N01HD033187,U.S. CLINICAL TRIAL OF ACELLULAR PERTUSSIS VACCINE,0.0,1993,1995,National Institute of Child Health and Human Development,United States,grant.2430614
N01HD033186,U.S. CLINICAL TRIAL OF ACELLULAR PERTUSSIS VACCINE,0.0,1993,1995,National Institute of Child Health and Human Development,United States,grant.2430613
N01HD023151,PRODUCTION OF NICHD DPT VACCINE FOR U.S. CLINICAL TRIALS,0.0,1992,1993,National Institute of Child Health and Human Development,United States,grant.2430542
N01AO035154,OPERATION OF &EXPERIMENTAL VIRUS VACCINE PRODUCTION LAB,0.0,1992,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2425744
N01AI095041,ADVERSE CONSEQUENCES OF PERTUSSIS AND RUBELLA VACCINES,0.0,1989,1991,National Institute of Allergy and Infectious Diseases,United States,grant.2424990
N01AI085343,PRIMATE IMMUNOLOGY LABORATORY FOR AIDS VACCINE R&D,411574.0,1998,2003,National Institute of Allergy and Infectious Diseases,United States,grant.2424954
N01AI085342,Evaluation of Vaccines and Therapies in Adults/Elderly-26685342,0.0,1998,2003,National Institute of Allergy and Infectious Diseases,United States,grant.2424953
N01AI085341,LAB SUP. FOR AIDS VACCINE &OTHER PREVENT. CLINICAL TRIA,750000.0,1998,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424952
N01AI085340,PHASE II PNEUMOCOCCAL CONJUGATE VACCINE STUDY IN THE GAM,0.0,1998,2000,National Institute of Allergy and Infectious Diseases,United States,grant.2424951
N01AI075320,TB Research Materials and Vaccine testing-26675320,979767.0,1997,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2424889
N01AI062553,STUDY OF MALARIA VACCINES IN HUMAN VOLUNTEERS,0.0,1986,1992,National Institute of Allergy and Infectious Diseases,United States,grant.2424801
N01AI062528,FACILITY FOR STUDY OF INFECTIOUS DISEASE AND VACCINES,0.0,1985,1992,National Institute of Allergy and Infectious Diseases,United States,grant.2424782
N01AI055263,MAO/EVALUATION OF AIDS VACCINES IN NONHUMAN PRIMATE,0.0,1995,1998,National Institute of Allergy and Infectious Diseases,United States,grant.2424743
N01AI055260,EVALUATION OF AIDS VACCINES IN NON-HUMAN PRIMATE MODELS,0.0,1995,1999,National Institute of Allergy and Infectious Diseases,United States,grant.2424740
N01AI052630,EVALUATION OF AIDS VACCINES IN NON-HUMAN PRIMATE MODELS,0.0,1995,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2424712
N01AI045237,VACCINE DEVELOPMENT--ESTABLISHMENT OF PRIORITIES FOR U S,0.0,1994,1999,National Institute of Allergy and Infectious Diseases,United States,grant.2424651
N01AI045218,CORRELATE IMMUNE PROTECTION IN AIDS VACCINE RECIPIENTS,0.0,1994,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2424636
N01AI045202,CENTRAL LAB FOR AIDS/HIV VACCINE EFFICACY TRIALS,0.0,1994,2000,National Institute of Allergy and Infectious Diseases,United States,grant.2424626
N01AI040072,Production and Testing of a MVA Vaccine-266040072,0.0,2005,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424597
N01AI040069,Population Genetics Analysis Program: Immunity to Vaccines/Infections--266040069,0.0,2005,2006,National Institute of Allergy and Infectious Diseases,United States,grant.2424596
N01AI040068,POPULATION GENETICS ANALYSIS PROGRAM IMMUNITY TO VACCINES/INFECTION-266040068,0.0,2006,2006,National Institute of Allergy and Infectious Diseases,United States,grant.2424595
N01AI040067,POPULATION GENETICS ANALYSIS PROGRAM:  IMMUNITY TO VACCINES/INFECTIONS-266040067,0.0,2006,2006,National Institute of Allergy and Infectious Diseases,United States,grant.2424594
N01AI040064,POPULATION GENETICS ANALYSIS PROGRAM IMMUNITY TO VACCINES/INFECTION-266040064,0.0,2006,2006,National Institute of Allergy and Infectious Diseases,United States,grant.2424592
N01AI032512,HAEMOPHILUS INFLUENZA TYPE B VACCINE IN HIGH RISK INFANT,0.0,1983,1986,National Institute of Allergy and Infectious Diseases,United States,grant.2424552
N01AI030042,HIV Vaccine Design and Development Teams /HVDDT/-26630042,0.0,2003,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2424540
N01AI030030,HIV VACCINE DESIGN AND DEVELOPMENT TEAMS (HVDDT)-266030030,0.0,2003,2003,National Institute of Allergy and Infectious Diseases,United States,grant.2424537
N01AI030029,HIV Vaccine Design and Development Teams /HVDDT/-26630029,0.0,2004,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2424536
N01AI025494,DEVELOPMENT AND TESTING OF VACCINES AGAINST ANTHRAX-266025494,0.0,2002,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2424527
N01AI025492,Development and Testing of Vaccines Against Anthrax-266025492,0.0,2002,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424526
N01AI025458,HIV VACCINE DESIGN AND DEVELOPMENT TEAMS-266025458,0.0,2003,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424512
N01AI022678,STUDY ISSUES AND PRIORITIES FOR NEW VACCINE DEVELOPMENT,0.0,1982,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2424487
N01AI015124,EVAL OF VACCINE PROPH AGAINST INFECT DISEASES IN CHILDRN,0.0,1991,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2424463
N01AI015106,CENTRAL LAB FOR AIDS VACCINE CLINICAL TRIALS,0.0,1991,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2424448
N01AI015094,EVALUATION IN MONKEYS OF VACCINES FOR SAIDS,0.0,1990,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2424437
N01AI012674,DEVELOP AN H INFLUENZAE TYPE B VACCINE,0.0,1981,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2424431
N01AI012666,"FACILITY FOR STUDY OF INFECTIOUS DISEASES, VACCINES",0.0,1980,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2424428
N01AI005397,HIV Vaccine Design and Development Teams-26605397,3773578.0,2000,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424403
N01AI005396,HIV Vaccine Design and Development Teams-26605396,7545418.0,2000,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424402
N01AI005395,HIV Vaccine Design and Development Teams-26605395,3213894.0,2000,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424401
N01AI005394,HIV VACCINE DESIGN AND DEVELOPMENT TEAMS-266005394,2527964.0,2000,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424400
N01AI005053,DEVELOP LIVE ATTENTUATED COLD ADAPTED INFLUENZA VACCINE,0.0,1989,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2424360
N01AI002645,TEST RESPIRATORY VIRUS AND BACTERIAL VACCINES IN INFANTS,0.0,1980,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2424343
