first_name,id,last_name,orcid_id,research_orgs,total_publications,full_name,url
Jim,ur.07751530514.26,Knauer,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",28,Jim Knauer,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07751530514.26
Megan L,ur.011275717224.37,Falsetta,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.214572.7', 'acronym': 'UI', 'name': 'University of Iowa', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",28,Megan L Falsetta,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011275717224.37
George M,ur.0610405533.98,Gehring,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.258264.f', 'name': 'Juniata College', 'country_name': 'United States'}]",28,George M Gehring,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0610405533.98
Marguerite A,ur.01150537463.43,Urban,,"[{'id': 'grid.264484.8', 'acronym': 'SU', 'name': 'Syracuse University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",28,Marguerite A Urban,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01150537463.43
Kathryn E,ur.0777230411.33,Knowles,['0000-0001-6315-6473'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.16753.36', 'acronym': 'NU', 'name': 'Northwestern University', 'country_name': 'United States'}, {'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}]",28,Kathryn E Knowles,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0777230411.33
Caroline Pinto,ur.01007066472.13,Thirukumaran,['0000-0003-3316-0951'],"[{'id': 'grid.416663.0', 'acronym': 'SMH', 'name': 'Strong Memorial Hospital', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",28,Caroline Pinto Thirukumaran,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01007066472.13
Kevin A,ur.01151163627.77,Davis,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.189504.1', 'acronym': 'BU', 'name': 'Boston University', 'country_name': 'United States'}, {'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}]",28,Kevin A Davis,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01151163627.77
R K,ur.01031271447.29,Follett,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",28,R K Follett,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01031271447.29
M,ur.01127677010.05,Moongweluwan,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",28,M Moongweluwan,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01127677010.05
Kenneth J,ur.01311155560.76,Teegarden,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",28,Kenneth J Teegarden,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01311155560.76
R,ur.016003436570.52,Pak,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.17088.36', 'acronym': 'MSU', 'name': 'Michigan State University', 'country_name': 'United States'}, {'id': 'grid.503039.c', 'acronym': 'NSCL', 'name': 'National Superconducting Cyclotron Laboratory', 'country_name': 'United States'}, {'id': 'grid.36425.36', 'acronym': 'SBU', 'name': 'Stony Brook University', 'country_name': 'United States'}, {'id': 'grid.21940.3e', 'name': 'Rice University', 'country_name': 'United States'}]",28,R Pak,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016003436570.52
Mitra,ur.0674241503.91,Azadniv,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",28,Mitra Azadniv,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0674241503.91
Yuriy V,ur.0676646543.55,Pereverzev,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}]",27,Yuriy V Pereverzev,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0676646543.55
Michelle,ur.01000034536.37,Dziejman,,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.32224.35', 'acronym': 'MGH', 'name': 'Massachusetts General Hospital', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",27,Michelle Dziejman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01000034536.37
M,ur.014632425013.48,Galanti,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",27,M Galanti,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014632425013.48
O,ur.014453073323.35,Hindrichs,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",27,O Hindrichs,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014453073323.35
David H,ur.011273501023.90,Douglass,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",27,David H Douglass,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011273501023.90
Barrie K,ur.01023412367.47,Marchant,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.223827.e', 'acronym': 'UU', 'name': 'University of Utah', 'country_name': 'United States'}]",27,Barrie K Marchant,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01023412367.47
Chitraleema,ur.07671455321.41,Chakraborty,['0000-0003-2393-0481'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.22401.35', 'acronym': 'TIFR', 'name': 'Tata Institute of Fundamental Research', 'country_name': 'India'}]",27,Chitraleema Chakraborty,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07671455321.41
Janine R,ur.01275477167.41,Shapiro,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",27,Janine R Shapiro,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01275477167.41
Jonathan,ur.014435012365.28,Pakianathan,['0000-0001-7132-465X'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.28803.31', 'name': 'University of Wisconsin System', 'country_name': 'United States'}, {'id': 'grid.14003.36', 'acronym': 'UW', 'name': 'University of Wisconsin–Madison', 'country_name': 'United States'}]",27,Jonathan Pakianathan,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014435012365.28
Greg R,ur.010264443043.96,Schmidt,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",27,Greg R Schmidt,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010264443043.96
Talat,ur.01305307041.48,Jabeen,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.6572.6', 'name': 'University of Birmingham', 'country_name': 'United Kingdom'}, {'id': 'grid.7340.0', 'name': 'University of Bath', 'country_name': 'United Kingdom'}, {'id': 'grid.413618.9', 'name': 'All India Institute of Medical Sciences', 'country_name': 'India'}]",27,Talat Jabeen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01305307041.48
Keith E,ur.070444710.88,Bignall,,"[{'id': 'grid.239424.a', 'acronym': 'BMC', 'name': 'Boston Medical Center', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",27,Keith E Bignall,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.070444710.88
Laura Marie,ur.01337224464.87,Elenbaas,['0000-0002-4921-251X'],"[{'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.410443.6', 'acronym': 'USM', 'name': 'University System of Maryland', 'country_name': 'United States'}]",27,Laura Marie Elenbaas,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01337224464.87
Mohamed,ur.0604552123.06,Elkabbash,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.67105.35', 'acronym': 'CWRU', 'name': 'Case Western Reserve University', 'country_name': 'United States'}]",27,Mohamed Elkabbash,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0604552123.06
Gregory R,ur.013450045543.10,Savich,,"[{'id': 'grid.417730.6', 'acronym': 'AFRL', 'name': 'Air Force Research Laboratory', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.432422.1', 'name': 'Amethyst Research (United States)', 'country_name': 'United States'}]",27,Gregory R Savich,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013450045543.10
M S F,ur.0100131361.06,Mclachlan,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.9909.9', 'name': 'University of Leeds', 'country_name': 'United Kingdom'}, {'id': 'grid.7445.2', 'name': 'Imperial College London', 'country_name': 'United Kingdom'}, {'id': 'grid.418161.b', 'acronym': 'LGI', 'name': 'Leeds General Infirmary', 'country_name': 'United Kingdom'}]",27,M S F Mclachlan,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0100131361.06
Adrian,ur.07452635533.00,Ghinculov,,"[{'id': 'grid.19006.3e', 'acronym': 'UCLA', 'name': 'University of California Los Angeles', 'country_name': 'United States'}, {'id': 'grid.214458.e', 'acronym': 'UM', 'name': 'University of Michigan', 'country_name': 'United States'}, {'id': 'grid.9132.9', 'acronym': 'CERN', 'name': 'European Organization for Nuclear Research', 'country_name': 'Switzerland'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.5963.9', 'name': 'University of Freiburg', 'country_name': 'Germany'}]",27,Adrian Ghinculov,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07452635533.00
Elena B,ur.01124247555.37,Lomakina,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.78028.35', 'acronym': 'RSMU', 'name': 'Pirogov Russian National Research Medical University', 'country_name': 'Russia'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",27,Elena B Lomakina,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01124247555.37
J H,ur.013466565712.22,Peters,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.42505.36', 'acronym': 'USC', 'name': 'University of Southern California', 'country_name': 'United States'}]",27,J H Peters,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013466565712.22
David,ur.01272344556.94,Dodell-Feder,,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.240206.2', 'name': 'McLean Hospital', 'country_name': 'United States'}, {'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]",27,David Dodell-Feder,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01272344556.94
Daniel Ari,ur.01337030006.82,Mendelson,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.414078.e', 'name': 'Highland Hospital', 'country_name': 'United States'}, {'id': 'grid.416076.2', 'acronym': 'MCH', 'name': 'Monroe Community Hospital', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",27,Daniel Ari Mendelson,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01337030006.82
Marc A,ur.01074314045.78,Williams,,"[{'id': 'grid.17088.36', 'acronym': 'MSU', 'name': 'Michigan State University', 'country_name': 'United States'}, {'id': 'grid.418698.a', 'acronym': 'EPA', 'name': 'Environmental Protection Agency', 'country_name': 'United States'}, {'id': 'grid.417078.d', 'name': 'United States Army Public Health Command', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.411940.9', 'acronym': 'JHBMC', 'name': 'Johns Hopkins Bayview Medical Center', 'country_name': 'United States'}]",27,Marc A Williams,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01074314045.78
Paul,ur.0743717375.80,Horowicz,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.189509.c', 'name': 'Duke University Hospital', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",27,Paul Horowicz,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0743717375.80
R K,ur.010541271327.00,Jungquist,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",27,R K Jungquist,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010541271327.00
Philip M,ur.010315212607.17,Nilson,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.214458.e', 'acronym': 'UM', 'name': 'University of Michigan', 'country_name': 'United States'}, {'id': 'grid.7445.2', 'name': 'Imperial College London', 'country_name': 'United Kingdom'}]",27,Philip M Nilson,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010315212607.17
Seth W,ur.01272073353.15,Perry,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",27,Seth W Perry,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01272073353.15
Kenneth Stuart,ur.0711611634.27,Henry,['0000-0003-1364-318X'],"[{'id': 'grid.169077.e', 'name': 'Purdue University West Lafayette', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",27,Kenneth Stuart Henry,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0711611634.27
Weixing,ur.01135603523.49,Cai,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",27,Weixing Cai,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01135603523.49
Mechelle R,ur.0746277654.14,Sanders,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.414078.e', 'name': 'Highland Hospital', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",26,Mechelle R Sanders,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0746277654.14
Andrew D,ur.01204641756.14,White,['0000-0002-6647-3965'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.148313.c', 'acronym': 'LANL', 'name': 'Los Alamos National Laboratory', 'country_name': 'United States'}, {'id': 'grid.170205.1', 'acronym': 'UC', 'name': 'University of Chicago', 'country_name': 'United States'}, {'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}]",26,Andrew D White,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01204641756.14
Stephen A,ur.011363477143.63,Godleski,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.16750.35', 'name': 'Princeton University', 'country_name': 'United States'}]",26,Stephen A Godleski,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011363477143.63
Alan C,ur.013672153227.35,Stockman,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.254880.3', 'name': 'Dartmouth College', 'country_name': 'United States'}, {'id': 'grid.250279.b', 'acronym': 'NBER', 'name': 'National Bureau of Economic Research', 'country_name': 'United States'}]",26,Alan C Stockman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013672153227.35
Alexei A,ur.010355423357.07,Kozlov,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",26,Alexei A Kozlov,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010355423357.07
Yuhao,ur.014661311741.94,Zhu,,"[{'id': 'grid.89336.37', 'name': 'The University of Texas at Austin', 'country_name': 'United States'}, {'id': 'grid.64939.31', 'acronym': 'BUAA', 'name': 'Beihang University', 'country_name': 'China'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",26,Yuhao Zhu,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014661311741.94
Jonathan Jay,ur.0767407631.74,Stone,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",26,Jonathan Jay Stone,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0767407631.74
A,ur.01172361000.36,Bercellie,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",26,A Bercellie,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01172361000.36
Aaron M,ur.01343044777.97,Bauer,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",26,Aaron M Bauer,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01343044777.97
Christopher John,ur.01321620155.82,Mooney,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.137628.9', 'acronym': 'NYU', 'name': 'New York University', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",26,Christopher John Mooney,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01321620155.82
Robert J,ur.01353450163.44,Fortuna,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.67104.34', 'name': 'Harvard Pilgrim Health Care', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",26,Robert J Fortuna,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01353450163.44
Jacek A,ur.01074323706.56,Wojtczak,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.13339.3b', 'name': 'Medical University of Warsaw', 'country_name': 'Poland'}, {'id': 'grid.421731.2', 'acronym': 'GCC', 'name': 'Genesee Community College', 'country_name': 'United States'}, {'id': 'grid.262613.2', 'acronym': 'RIT', 'name': 'Rochester Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",26,Jacek A Wojtczak,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01074323706.56
Shai N,ur.01341331754.03,Shafrir,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",26,Shai N Shafrir,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01341331754.03
Arnaud,ur.01013655116.47,Colaïtis,['0000-0003-4913-1653'],"[{'id': 'grid.463916.f', 'acronym': 'LMD', 'name': 'Laboratoire de Météorologie Dynamique', 'country_name': 'France'}, {'id': 'grid.7445.2', 'name': 'Imperial College London', 'country_name': 'United Kingdom'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.250008.f', 'acronym': 'LLL', 'name': 'Lawrence Livermore National Laboratory', 'country_name': 'United States'}, {'id': 'grid.412041.2', 'name': 'University of Bordeaux', 'country_name': 'France'}, {'id': 'grid.462844.8', 'name': 'Sorbonne University', 'country_name': 'France'}, {'id': 'grid.462737.3', 'acronym': 'CELIA', 'name': 'Centre Lasers Intenses et Applications', 'country_name': 'France'}]",26,Arnaud Colaïtis,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01013655116.47
Kevin P,ur.016370704161.61,Klubek,,"[{'id': 'grid.418652.c', 'name': 'Kodak (United States)', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",26,Kevin P Klubek,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016370704161.61
Petros,ur.013463111117.21,Zerom,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",26,Petros Zerom,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013463111117.21
Douglas W,ur.01240173117.15,Jacobs-Perkins,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",26,Douglas W Jacobs-Perkins,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01240173117.15
Elaine Ayres,ur.0602173407.54,Sia,['0000-0002-9934-5468'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.410711.2', 'name': 'University of North Carolina System', 'country_name': 'United States'}]",26,Elaine Ayres Sia,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0602173407.54
Mark D,ur.015754075507.46,Wittman,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",26,Mark D Wittman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015754075507.46
Kamil J,ur.01363347133.84,Alzayady,,"[{'id': 'grid.411023.5', 'name': 'SUNY Upstate Medical University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.410425.6', 'name': 'City Of Hope National Medical Center', 'country_name': 'United States'}, {'id': 'grid.36425.36', 'acronym': 'SBU', 'name': 'Stony Brook University', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",25,Kamil J Alzayady,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01363347133.84
William L,ur.0112545014.11,Downs,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",25,William L Downs,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0112545014.11
Frank E,ur.01020042422.69,Garcea,,"[{'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.421874.c', 'name': 'Moss Rehabilitation Hospital', 'country_name': 'United States'}]",25,Frank E Garcea,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01020042422.69
Laurie Ann,ur.01240721164.53,Steiner,,"[{'id': 'grid.47100.32', 'name': 'Yale University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",25,Laurie Ann Steiner,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01240721164.53
Jerome A,ur.016071334576.13,Feldman,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.168010.e', 'acronym': 'SU', 'name': 'Stanford University', 'country_name': 'United States'}]",25,Jerome A Feldman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016071334576.13
Xiaojuan,ur.010770741047.27,Xia,['0000-0003-2910-0374'],"[{'id': 'grid.223827.e', 'acronym': 'UU', 'name': 'University of Utah', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.5252.0', 'acronym': 'LMU', 'name': 'Ludwig Maximilian University of Munich', 'country_name': 'Germany'}, {'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",25,Xiaojuan Xia,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010770741047.27
O V,ur.012043462117.62,Gotchev,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",25,O V Gotchev,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012043462117.62
Aaron J,ur.011703632176.46,Pearlman,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",25,Aaron J Pearlman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011703632176.46
