aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_raw_affiliation,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
,,,,,"Unité Génétique Somatique (UGS), Institut Curie Centre Hospitalier, Paris, France",,,,pub.1033290656,,Stephanie,Reynaud
,,,,,"Unité Génétique Somatique (UGS), Institut Curie Centre Hospitalier, Paris, France",,,,pub.1033290656,ur.0737441263.00,Eve,Lapouble
,,,,,"Unité Génétique Somatique (UGS), Institut Curie Centre Hospitalier, Paris, France",,,,pub.1033290656,,Gaëlle,Pierron
,,,,,"Centre de Recherche sur les Pathologies Prostatiques (CeRePP)–Laboratory for Urology, Research Team 2, UPMC, Hôpital Tenon, Paris, France",,,,pub.1033290656,ur.0762626142.06,Geraldine,Cancel-Tassin
,,,,,"Centre de Recherche sur les Pathologies Prostatiques (CeRePP)–Laboratory for Urology, Research Team 2, UPMC, Hôpital Tenon, Paris, France",,,,pub.1033290656,ur.013241233644.08,Olivier,Cussenot
,,,,,"Unité Génétique Somatique (UGS), Institut Curie Centre Hospitalier, Paris, France",,,,pub.1033290656,ur.01346440237.46,Olivier,Delattre
Berlin,2950159.0,Germany,DE,,"Dahlem Centre for Genome Reseach and Medical Systems Biology, Berlin, Germany.","Dahlem Centre for Genome Reseach and Medical Systems Biology, Berlin, Germany.",Berlin,,pub.1022298173,ur.01075662517.55,Hans,Lehrach
,,,,,"Institute of Pathology, Helmholtz Zentrum München, German Research Center for Environmental Health (GmbH), München/Neuherberg, Germany",,,,pub.1016856461,ur.0643151665.51,Julia,Calzada-Wack
,,,,,"Institute of Human Genetics, Helmholtz Zentrum München, German Research Center for Environmental Health (GmbH), München/Neuherberg, Germany",,,,pub.1016856461,ur.01026764416.91,Jack,Favor
,,,,,"Institute of Pathology, Helmholtz Zentrum München, German Research Center for Environmental Health (GmbH), München/Neuherberg, Germany",,,,pub.1016856461,ur.01342413344.78,Tanja,Klein-Rodewald
,,,,,"Institute of Pathology, Helmholtz Zentrum München, German Research Center for Environmental Health (GmbH), München/Neuherberg, Germany",,,,pub.1016856461,ur.01320442565.26,Frauke,Neff
,,,,,"Institute of Pathology, Helmholtz Zentrum München, German Research Center for Environmental Health (GmbH), München/Neuherberg, Germany",,,,pub.1016856461,ur.01226525473.33,Natalia S,Pellegata
,,,,,"Institute of Pathology, Helmholtz Zentrum München, German Research Center for Environmental Health (GmbH), München/Neuherberg, Germany",,,,pub.1016856461,ur.01264136177.37,Leticia,Quintanilla-Fend
,,,,,"Institute of Pathology, Helmholtz Zentrum München, German Research Center for Environmental Health (GmbH), München/Neuherberg, Germany",,,,pub.1016856461,,Monica,Tost
,,,,,"Department of Dermatology, Department of Veterans Affairs Connecticut Healthcare, West Haven, CT 06516 USA","Department of Dermatology, Department of Veterans Affairs Connecticut Healthcare, West Haven, CT 06516 USA",,,pub.1037288619,ur.016072265757.53,Jaehyuk,Choi
Taiyuan,1793511.0,China,CN,,"Department of Pathology, Shanxi Oncology Hospital, Taiyuan, China","Department of Pathology, Shanxi Oncology Hospital, Taiyuan, China",Shanxi,,pub.1027227529,,Jin-Fen,Wang
,,,,,"Department of Hematology, Changzheng Hospital, Second Military Medical University, Shanghai, China",,,,pub.1027227529,,Jian,Hou
Shanghai,1796236.0,China,CN,,"Pôle de Recherches Sino-Français en Science du Vivant et Génomique, Laboratory of Molecular Pathology, Shanghai, China","Pôle de Recherches Sino-Français en Science du Vivant et Génomique, Laboratory of Molecular Pathology, Shanghai, China",Shanghai,,pub.1027227529,ur.01177162230.39,Wei-Li,Zhao
Shanghai,1796236.0,China,CN,,"Pôle de Recherches Sino-Français en Science du Vivant et Génomique, Laboratory of Molecular Pathology, Shanghai, China","Pôle de Recherches Sino-Français en Science du Vivant et Génomique, Laboratory of Molecular Pathology, Shanghai, China",Shanghai,,pub.1027227529,ur.01052725454.95,Zhu,Chen
Shanghai,1796236.0,China,CN,,"Pôle de Recherches Sino-Français en Science du Vivant et Génomique, Laboratory of Molecular Pathology, Shanghai, China","Pôle de Recherches Sino-Français en Science du Vivant et Génomique, Laboratory of Molecular Pathology, Shanghai, China",Shanghai,,pub.1027227529,ur.0623675147.57,Sai-Juan,Chen
,,,,,"Joint Center for Cancer Precision Medicine, Dana-Farber Cancer Institute, Brigham and Women's Hospital, Broad Institute of Harvard and MIT, Harvard Medical School, Boston, Massachusetts, USA.",,,,pub.1019888748,ur.01300465737.85,Scott L,Carter
,,,,,"Icahn School of Medicine, Mount Sinai Hospital, New York, New York, USA",,,,pub.1019843926,ur.011054712507.07,Judy,Cho
Tehran,112931.0,Iran,IR,,"Department of Gastroenterology, Emam Hospital, Tehran, Iran","Department of Gastroenterology, Emam Hospital, Tehran, Iran",Tehran,,pub.1019843926,ur.01004360001.35,Naser E,Daryani
Boston,4930956.0,United States,US,,"Partners Center for Personalized Genetic Medicine, Boston, Massachusetts, USA","Partners Center for Personalized Genetic Medicine, Boston, Massachusetts, USA",Massachusetts,US-MA,pub.1049614939,ur.0625541064.80,Xinli,Hu
Boston,4930956.0,United States,US,,"Partners Center for Personalized Genetic Medicine, Boston, Massachusetts, USA","Partners Center for Personalized Genetic Medicine, Boston, Massachusetts, USA",Massachusetts,US-MA,pub.1049614939,ur.01217540046.40,Aaron J,Deutsch
Boston,4930956.0,United States,US,,"Partners Center for Personalized Genetic Medicine, Boston, Massachusetts, USA","Partners Center for Personalized Genetic Medicine, Boston, Massachusetts, USA",Massachusetts,US-MA,pub.1049614939,ur.012114463457.52,Soumya,Raychaudhuri
,,,,,"Department of Otorhinolaryngology Head & Neck Surgery, School of Medicine, University of Maryland, Baltimore, MD",,,,pub.1032681852,ur.0653704135.42,Zubair M.,Ahmed
Jiaxing,1805953.0,China,CN,,"Jiaxing Academy of Agricultural Sciences, Jiaxing, China","Jiaxing Academy of Agricultural Sciences, Jiaxing, China",Zhejiang,,pub.1050781258,ur.01056067475.10,Haixiang,Huang
Essen,2928810.0,Germany,DE,,"Department of Pediatric Oncology and Hematology, University Children′s Hospital Essen, Essen, Germany","Department of Pediatric Oncology and Hematology, University Children′s Hospital Essen, Essen, Germany",North Rhine-Westphalia,,pub.1038219266,ur.01165374433.19,Johannes H,Schulte
Hamburg,2911298.0,Germany,DE,,"Present addresses: Center for Functional Cancer Epigenetics, Departments of Medical Oncology and Biostatistics and Computational Biology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA (J.K.), NEO New Oncology, Cologne, Germany, and Institute for Hematopathology, Hamburg, Germany (L.H.) and Memorial Sloan Kettering Cancer Center, New York, New York, USA (A.G.H.).","Present addresses: Center for Functional Cancer Epigenetics, Departments of Medical Oncology and Biostatistics and Computational Biology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA (J.K.), NEO New Oncology, Cologne, Germany, and Institute for Hematopathology, Hamburg, Germany (L.H.) and Memorial Sloan Kettering Cancer Center, New York, New York, USA (A.G.H.).",Hamburg,,pub.1028879402,ur.01334501307.70,Johannes,Köster
Hamburg,2911298.0,Germany,DE,,"Present addresses: Center for Functional Cancer Epigenetics, Departments of Medical Oncology and Biostatistics and Computational Biology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA (J.K.), NEO New Oncology, Cologne, Germany, and Institute for Hematopathology, Hamburg, Germany (L.H.) and Memorial Sloan Kettering Cancer Center, New York, New York, USA (A.G.H.).","Present addresses: Center for Functional Cancer Epigenetics, Departments of Medical Oncology and Biostatistics and Computational Biology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA (J.K.), NEO New Oncology, Cologne, Germany, and Institute for Hematopathology, Hamburg, Germany (L.H.) and Memorial Sloan Kettering Cancer Center, New York, New York, USA (A.G.H.).",Hamburg,,pub.1028879402,ur.014075637753.98,Anton G,Henssen
Koeln,2886242.0,Germany,DE,,"NEO New Oncology, Cologne, Germany","NEO New Oncology, Cologne, Germany",North Rhine-Westphalia,,pub.1028879402,ur.01230042442.57,Lukas,Heukamp
Hamburg,2911298.0,Germany,DE,,"Present addresses: Center for Functional Cancer Epigenetics, Departments of Medical Oncology and Biostatistics and Computational Biology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA (J.K.), NEO New Oncology, Cologne, Germany, and Institute for Hematopathology, Hamburg, Germany (L.H.) and Memorial Sloan Kettering Cancer Center, New York, New York, USA (A.G.H.).","Present addresses: Center for Functional Cancer Epigenetics, Departments of Medical Oncology and Biostatistics and Computational Biology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA (J.K.), NEO New Oncology, Cologne, Germany, and Institute for Hematopathology, Hamburg, Germany (L.H.) and Memorial Sloan Kettering Cancer Center, New York, New York, USA (A.G.H.).",Hamburg,,pub.1028879402,ur.01230042442.57,Lukas,Heukamp
Koeln,2886242.0,Germany,DE,,"NEO New Oncology, Cologne, Germany","NEO New Oncology, Cologne, Germany",North Rhine-Westphalia,,pub.1028879402,,Christian,Gloeckner
,,,,,"Department of Otorhinolaryngology Head & Neck Surgery, School of Medicine, University of Maryland, Baltimore, Maryland, USA",,,,pub.1011950190,ur.01232322574.78,Arnaud P.,Giese
,,,,,"Department of Otorhinolaryngology Head & Neck Surgery, School of Medicine, University of Maryland, Baltimore, Maryland, USA",,,,pub.1011950190,ur.011761300617.30,Saima,Riazuddin
,,,,,"Department of Otorhinolaryngology Head & Neck Surgery, School of Medicine, University of Maryland, Baltimore, Maryland, USA",,,,pub.1011950190,ur.0653704135.42,Zubair M.,Ahmed
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.0665206451.12,Ilkka,Lappalainen
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.0617502232.34,Jeff,Almeida-King
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.01315361100.69,Vasudev,Kumanduri
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.011505023350.53,Alexander,Senf
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.01076123576.55,John Dylan,Spalding
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.01274046742.52,Saif,ur-Rehman
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.01370014511.38,Gary,Saunders
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.0620101701.27,Jag,Kandasamy
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.0603017050.12,Mario,Caccamo
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.0663721730.90,Rasko,Leinonen
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.01253045007.05,Brendan,Vaughan
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.01046551767.01,Thomas,Laurent
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.01350345054.24,Francis,Rowland
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.01312440135.65,Pablo,Marin-Garcia
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.013332456606.75,Jonathan,Barker
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.01301233701.14,Petteri,Jokinen
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,,Ignacio,Medina
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,,Justin,Paschall
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute, Hinxton, UK",,,,pub.1029521919,ur.0764542450.95,Paul,Flicek
,,,,,"1] Division of Cancer Epidemiology, German Cancer Research Center (DKFZ), Heidelberg, Germany. [2] Department of Biology, University of Pisa, Pisa, Italy.",,,,pub.1024885794,ur.01305741043.71,Daniele,Campa
,,Italy,IT,,"Department of Oncology, Azienda USL 1 Massa Carrara, Massa Carrara, Italy.","Department of Oncology, Azienda USL 1 Massa Carrara, Massa Carrara, Italy.",,,pub.1024885794,ur.01343207445.06,Andrea,Mambrini
Prague,3067696.0,Czechia,CZ,,"Laboratory of Toxicogenomics, Institute of Public Health, Prague, Czech Republic.","Laboratory of Toxicogenomics, Institute of Public Health, Prague, Czech Republic.",Hlavni mesto Praha,,pub.1024885794,ur.01106445617.00,Beatrice,Mohelnikova-Duchonova
Verona,3164527.0,Italy,IT,,"ARC-NET-Centre for Applied Research on Cancer, University and Hospital Trust of Verona, Verona, Italy.","ARC-NET-Centre for Applied Research on Cancer, University and Hospital Trust of Verona, Verona, Italy.",Veneto,,pub.1024885794,ur.012622657362.12,Aldo,Scarpa
Reykjavik,3413829.0,Iceland,IS,,"Icelandic Cancer Registry, Reykjavik, Iceland","Icelandic Cancer Registry, Reykjavik, Iceland",Capital Region,,pub.1017645386,ur.0615206533.09,Jon G,Jonasson
Reykjavik,3413829.0,Iceland,IS,,"Icelandic Cancer Registry, Reykjavik, Iceland","Icelandic Cancer Registry, Reykjavik, Iceland",Capital Region,,pub.1017645386,ur.01027052202.13,Laufey,Tryggvadottir
Utrecht,2745912.0,Netherlands,NL,,"Comprehensive Cancer Centre, The Netherlands, Utrecht, The Netherlands","Comprehensive Cancer Centre, The Netherlands, Utrecht, The Netherlands",Utrecht,,pub.1004740231,ur.011275311037.68,Katja K.H.,Aben
Minsk,625144.0,Belarus,BY,,"Byelorussian Institute for Oncology and Medical Radiology Aleksandrov N.N., Minsk, Belarus","Byelorussian Institute for Oncology and Medical Radiology Aleksandrov N.N., Minsk, Belarus",Minsk City,,pub.1004740231,ur.0612217761.48,Natalia,Antonenkova
List,2876837.0,Germany,DE,,A list of members is provided in the Supplementary Note,A list of members is provided in the Supplementary Note,Schleswig-Holstein,,pub.1004740231,,,
List,2876837.0,Germany,DE,,A list of members is provided in the Supplementary Note,A list of members is provided in the Supplementary Note,Schleswig-Holstein,,pub.1004740231,,,
,,,,,"Department of Anatomic Pathology, Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Pharmacology and Microbiology, University of Barcelona, Barcelona, Spain",,,,pub.1030977436,,Marta,Kulis
,,,,,"Department of Anatomic Pathology, Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Pharmacology and Microbiology, University of Barcelona, Barcelona, Spain",,,,pub.1030977436,ur.01263533222.66,Ana C,Queirós
,,,,,"Department of Anatomic Pathology, Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Pharmacology and Microbiology, University of Barcelona, Barcelona, Spain",,,,pub.1030977436,ur.01102155434.38,Giancarlo,Castellano
,,,,,"Department of Anatomic Pathology, Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Pharmacology and Microbiology, University of Barcelona, Barcelona, Spain",,,,pub.1030977436,ur.0740717425.13,Renée,Beekman
,,,,,"Department of Anatomic Pathology, Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Pharmacology and Microbiology, University of Barcelona, Barcelona, Spain",,,,pub.1030977436,ur.01041155453.54,Guillem,Clot
,,,,,"Department of Anatomic Pathology, Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Pharmacology and Microbiology, University of Barcelona, Barcelona, Spain",,,,pub.1030977436,,Néria,Verdaguer-Dot
,,,,,"Department of Anatomic Pathology, Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Pharmacology and Microbiology, University of Barcelona, Barcelona, Spain",,,,pub.1030977436,ur.016136537660.43,Martí,Duran-Ferrer
,,,,,"Department of Anatomic Pathology, Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Pharmacology and Microbiology, University of Barcelona, Barcelona, Spain",,,,pub.1030977436,ur.0633665055.84,Nuria,Russiñol
,,,,,"Department of Anatomic Pathology, Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Pharmacology and Microbiology, University of Barcelona, Barcelona, Spain",,,,pub.1030977436,ur.0765200452.40,Roser,Vilarrasa-Blasi
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, UK",,,,pub.1030977436,ur.015350253261.49,David,Richardson
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, UK",,,,pub.1030977436,ur.01316151277.52,Laura,Clarke
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, UK",,,,pub.1030977436,ur.0641031505.17,Avik,Datta
,,,,,"European Molecular Biology Laboratory–European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, UK",,,,pub.1030977436,ur.0764542450.95,Paul,Flicek
,,,,,"Department of Anatomic Pathology, Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Pharmacology and Microbiology, University of Barcelona, Barcelona, Spain",,,,pub.1030977436,ur.0640427171.81,Elías,Campo
,,,,,"Department of Anatomic Pathology, Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Pharmacology and Microbiology, University of Barcelona, Barcelona, Spain",,,,pub.1030977436,ur.01372655533.68,José I,Martín-Subero
Changsha,1815577.0,China,CN,,"China National Hybrid Rice Research and Development Center, Changsha, China","China National Hybrid Rice Research and Development Center, Changsha, China",Hunan,,pub.1000435054,,Qiyun,Deng
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Zhao,Ye
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,,Zhao,Ye
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Yongfei,Wang
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,,Yongfei,Wang
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.01146165021.54,Ying,Mao
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.01146165021.54,Ying,Mao
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.0601771565.69,Ming,Shen
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.0601771565.69,Ming,Shen
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.0612756005.50,Qilin,Zhang
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.0612756005.50,Qilin,Zhang
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.0605632665.08,Shiqi,Li
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.0605632665.08,Shiqi,Li
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.01143734536.01,Liangfu,Zhou
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.01143734536.01,Liangfu,Zhou
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.0716220165.37,Xuefei,Shou
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.0716220165.37,Xuefei,Shou
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.01065075223.33,Zengyi,Ma
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.01065075223.33,Zengyi,Ma
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.07670346757.29,Zhaoyun,Zhang
,,,,,"Department of Endocrinology, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.07670346757.29,Zhaoyun,Zhang
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,,Yiming,Li
,,,,,"Department of Endocrinology, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Yiming,Li
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.0576032750.19,Hongying,Ye
,,,,,"Department of Endocrinology, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.0576032750.19,Hongying,Ye
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.0754507723.41,Wenqiang,He
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.0754507723.41,Wenqiang,He
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Yichao,Zhang
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,,Yichao,Zhang
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Rong,Xie
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,,Rong,Xie
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.01146675165.88,Nidan,Qiao
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.01146675165.88,Nidan,Qiao
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Huijia,Qiu
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,,Huijia,Qiu
,,,,,"Department of Neuropathology, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Yin,Wang
,,,,,"Department of Neuropathology, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Hong,Chen
,,,,,"Department of Neuropathology, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.01151044061.07,Haixia,Cheng
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Zhifeng,Shi
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,,Zhifeng,Shi
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Yuqian,Zhu
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,,Yuqian,Zhu
,,,,,"Department of Radiology, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Daoying,Geng
,,,,,"Department of Radiology, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.01303464067.28,Zhenwei,Yao
,,,,,"Department of Radiology, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Weijun,Tang
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.01032325436.45,Bin,Lu
,,,,,"Department of Endocrinology, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.01032325436.45,Bin,Lu
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Li,Pan
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,,Li,Pan
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,,Yi,Zhang
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,,Yi,Zhang
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.01011567335.43,Weimin,Bao
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.01011567335.43,Weimin,Bao
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.01217170236.30,Jinsong,Wu
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.01217170236.30,Jinsong,Wu
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.01150735237.04,Kang,Zheng
Shanghai,1796236.0,China,CN,,"Shanghai Pituitary Tumor Center, Shanghai, China","Shanghai Pituitary Tumor Center, Shanghai, China",Shanghai,,pub.1044934258,ur.01150735237.04,Kang,Zheng
,,,,,"Department of Neurosurgery, Huashan Hospital, Shanghai Medical College, Fudan University, Shanghai, China",,,,pub.1044934258,ur.01131600004.43,Yao,Zhao
