,for_name,id,year,title
1763,Neurosciences,US-8722894-B2,2008,"1,3-disubstituted-4-phenyl-1H-pyridin-2-ones"
1764,Artificial Intelligence and Image Processing,US-9715875-B2,2014,Reducing the need for manual start/end-pointing and trigger phrases
1765,Neurosciences,US-8440622-B2,2007,Use of gelsolin to treat multiple sclerosis and to diagnose neurologic disease (stossel)
1766,Pharmacology and Pharmaceutical Sciences,US-9708315-B2,2014,"1,2,4-triazolo[4,3-a]pyridine compounds and their use as positive allosteric modulators of MGLUR2 receptors"
1767,Biomedical Engineering,US-9878044-B2,2013,Targeting aminoacid lipids
1768,Linguistics,US-9535906-B2,2015,Mobile device having human language translation capability with positional feedback
1769,Information Systems,US-9966068-B2,2014,Interpreting and acting upon commands that involve sharing information with remote devices
1770,Pharmacology and Pharmaceutical Sciences,US-8993591-B2,2011,"1,2,4-triazolo[4,3-a] pyridine derivatives and their use as positive allosteric modulators of MGLUR2 receptors"
1771,Biochemistry and Cell Biology,US-9376663-B2,2014,GPR15-mediated homing and uses thereof
1772,Pharmacology and Pharmaceutical Sciences,US-9271967-B2,2011,"1,2,4-triazolo[4,3-a]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors"
1773,Information Systems,US-9338493-B2,2014,Intelligent automated assistant for TV user interactions
1774,Artificial Intelligence and Image Processing,US-9338493-B2,2014,Intelligent automated assistant for TV user interactions
1775,Linguistics,US-10078631-B2,2015,Entropy-guided text prediction using combined word and character n-gram language models
1776,Cognitive Sciences,US-10078631-B2,2015,Entropy-guided text prediction using combined word and character n-gram language models
1777,Linguistics,US-9760559-B2,2015,Predictive text input
1778,Pharmacology and Pharmaceutical Sciences,US-8937060-B2,2010,"1,2,4-triazolo [4,3-A] pyridine derivatives and their use for the treatment of prevention of neurological and psychiatric disorders"
1779,Neurosciences,US-9132122-B2,2013,"1′,3′-disubstituted-4-phenyl-3,4,5,6-tetrahydro-2H,1′H-[1,4′]bipyridinyl-2′-ones"
1780,Pharmacology and Pharmaceutical Sciences,US-8691813-B2,2009,Indole and benzoxazine derivatives as modulators of metabotropic glutamate receptors
1781,Biomedical Engineering,US-9034579-B2,2014,Nucleic acid sample preparation
1782,Biomedical Engineering,US-9499812-B2,2015,Nucleic acid sample preparation
1783,Linguistics,US-9842101-B2,2015,Predictive conversion of language input
1784,Cognitive Sciences,US-9842101-B2,2015,Predictive conversion of language input
1785,Oncology and Carcinogenesis,WO-2013011378-A1,2012,DIAGNOSTIC MICRORNA PROFILING IN CUTANEOUS T-CELL LYMPHOMA (CTCL)
1786,Cognitive Sciences,US-9842105-B2,2015,Parsimonious continuous-space phrase representations for natural language processing
1787,Information Systems,US-9986419-B2,2017,Social reminders
1788,Neurosciences,US-8748621-B2,2012,"1,3-disubstituted 4-(aryl-X-phenyl)-1H-pyridin-2-ones"
1789,Clinical Sciences,US-9798393-B2,2015,Text correction processing
1790,Immunology,US-9316639-B2,2012,Use of gelsolin to diagnose and treat inflammatory diseases
1791,Clinical Sciences,US-9316639-B2,2012,Use of gelsolin to diagnose and treat inflammatory diseases
1792,Neurosciences,WO-2012053255-A1,2011,BIOMARKER FOR ALZHEIMER'S DISEASE OR MILD COGNITIVE IMPAIRMENT
1793,Artificial Intelligence and Image Processing,US-9934775-B2,2016,Unit-selection text-to-speech synthesis based on predicted concatenation parameters
1794,Neurosciences,WO-2015067432-A1,2014,BIOMARKERS OF ALZHEIMMER'S DISEASE PROGRESSION
1795,Immunology,US-10022424-B2,2005,Use of gelsolin to treat infections
1796,Clinical Sciences,WO-2014054103-A1,2012,NUCLEIC ACID DETECTION METHOD
1797,Information Systems,US-9582608-B2,2014,Unified ranking with entropy-weighted information for phrase-based semantic auto-completion
1798,Artificial Intelligence and Image Processing,US-9582608-B2,2014,Unified ranking with entropy-weighted information for phrase-based semantic auto-completion
1799,Artificial Intelligence and Image Processing,US-9330381-B2,2012,"Portable multifunction device, method, and graphical user interface for viewing and managing electronic calendars"
1800,Other Medical and Health Sciences,US-9234903-B2,2006,Hepcidin inhibitors for regulating iron homeostasis
1801,Artificial Intelligence and Image Processing,US-9865280-B2,2015,Structured dictation using intelligent automated assistants
1802,Linguistics,US-9865280-B2,2015,Structured dictation using intelligent automated assistants
1803,Cognitive Sciences,US-9865280-B2,2015,Structured dictation using intelligent automated assistants
1804,Information Systems,US-9865280-B2,2015,Structured dictation using intelligent automated assistants
1805,Neurosciences,US-9733260-B2,2012,Biochemical markers for neurodegenerative conditions
1806,Biochemistry and Cell Biology,US-9771585-B2,2016,miR-155 inhibitors for treating cutaneous T cell lymphoma (CTCL)
1807,Oncology and Carcinogenesis,US-9771585-B2,2016,miR-155 inhibitors for treating cutaneous T cell lymphoma (CTCL)
1808,Psychology,US-9922642-B2,2014,Training an at least partial voice command system
1809,Pharmacology and Pharmaceutical Sciences,US-8946205-B2,2010,"1,2,4-triazolo[4,3-a]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors"
1810,Artificial Intelligence and Image Processing,US-9711141-B2,2014,Disambiguating heteronyms in speech synthesis
1811,Cognitive Sciences,US-9711141-B2,2014,Disambiguating heteronyms in speech synthesis
1812,Linguistics,US-9711141-B2,2014,Disambiguating heteronyms in speech synthesis
1813,Electrical and Electronic Engineering,US-9646614-B2,2015,"Fast, language-independent method for user authentication by voice"
1814,Artificial Intelligence and Image Processing,US-20160306788-A1,2016,SYSTEMS AND METHODS FOR TRANSCRIPT PROCESSING
1815,Artificial Intelligence and Image Processing,US-9971774-B2,2016,Voice-based media searching
1816,Pharmacology and Pharmaceutical Sciences,US-9085577-B2,2014,"7-aryl-1,2,4-triazolo[4,3-A]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors"
1817,Immunology,WO-2011158191-A1,2011,MONITORING OF IMMUNE SYSTEM USING PERIPHERAL BLOOD MICRO-RNA EXPRESSION PROFILE ANALYSIS AND USES THEREOF
1818,Information Systems,US-9966065-B2,2015,Multi-command single utterance input method
1819,Artificial Intelligence and Image Processing,US-9966065-B2,2015,Multi-command single utterance input method
1820,Neurosciences,US-8666475-B2,2011,Images of language-sensitive neurocircuitry as a diagnostic for autism
1821,Genetics,WO-2018053039-A1,2017,"METHODS OF DIAGNOSING AND TREATING CD55 DEFICIENCY, HYPERACTIVATION OF COMPLEMENT, ANGIOPATHIC THROMBOSIS AND PROTEIN LOSING ENTEROPATHY (CHAPLE), A NEWLY IDENTIFIED ORPHAN DISEASE"
1822,Geomatic Engineering,US-9300784-B2,2014,System and method for emergency calls initiated by voice command
1823,Artificial Intelligence and Image Processing,US-20150179168-A1,2013,"Multi-user, Multi-domain Dialog System"
1824,Pharmacology and Pharmaceutical Sciences,US-8697689-B2,2009,Indole and benzomorpholine derivatives as modulators of metabotropic glutamate receptors
1825,Pharmacology and Pharmaceutical Sciences,US-9012448-B2,2011,"1,2,4-triazolo[4,3-a]pyridine derivatives and their use as positive allosteric modulators of MGLUR2 receptors"
1826,Neurosciences,US-9114138-B2,2008,"1′,3′-disubstituted-4-phenyl-3,4,5,6-tetrahydro-2H,1′H-[1,4′] bipyridinyl-2′-ones"
1827,Neurosciences,US-9266834-B2,2014,"1, 4-disubstituted 3-cyano-pyridone derivatives and their use as positive allosteric modulators of MGLUR2-receptors"
1828,Clinical Sciences,WO-2017208001-A1,2017,BIOMARKERS FOR PLATELET DISORDERS
1829,Biochemistry and Cell Biology,WO-2017208001-A1,2017,BIOMARKERS FOR PLATELET DISORDERS
1830,Information Systems,US-9190062-B2,2014,User profiling for voice input processing
1831,Artificial Intelligence and Image Processing,US-9865248-B2,2017,Intelligent text-to-speech conversion
1832,Information Systems,US-9865248-B2,2017,Intelligent text-to-speech conversion
1833,Cognitive Sciences,US-9865248-B2,2017,Intelligent text-to-speech conversion
1834,Psychology,US-9865248-B2,2017,Intelligent text-to-speech conversion
1835,Cardiorespiratory Medicine and Haematology,WO-2011161700-A1,2011,GENETIC MARKERS FOR RISK MANAGEMENT OF VASCULAR DISEASE
1836,Linguistics,US-9785630-B2,2015,Text prediction using combined word N-gram and unigram language models
1837,Cognitive Sciences,US-9785630-B2,2015,Text prediction using combined word N-gram and unigram language models
1838,Physical Chemistry (incl. Structural),WO-2013008240-A2,2012,LIPOSOMES CO-ENCAPSULATING A BISPHOSPHONATE AND AN AMPHIPATHIC AGENT
1839,Artificial Intelligence and Image Processing,US-20130060593-A1,2011,MEETING PLANNER
1840,Artificial Intelligence and Image Processing,US-9972304-B2,2016,Privacy preserving distributed evaluation framework for embedded personalized systems
1841,Artificial Intelligence and Image Processing,US-9958987-B2,2017,Automated response to and sensing of user activity in portable devices
1842,Information Systems,US-9646609-B2,2015,Caching apparatus for serving phonetic pronunciations
1843,Cognitive Sciences,US-9966060-B2,2017,System and method for user-specified pronunciation of words for speech synthesis and recognition
1844,Pharmacology and Pharmaceutical Sciences,US-8716480-B2,2010,"7-aryl-1,2,4-triazolo[4,3-a]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors"
1845,Artificial Intelligence and Image Processing,US-10049668-B2,2016,Applying neural network language models to weighted finite state transducers for automatic speech recognition
1846,Cognitive Sciences,US-10049668-B2,2016,Applying neural network language models to weighted finite state transducers for automatic speech recognition
1847,Linguistics,US-10049668-B2,2016,Applying neural network language models to weighted finite state transducers for automatic speech recognition
1848,Pharmacology and Pharmaceutical Sciences,US-9226930-B2,2014,"1,2,4-triazolo [4,3-a] pyridine derivatives and their use for the treatment of prevention of neurological and psychiatric disorders"
1849,Information Systems,US-10083690-B2,2017,Better resolution when referencing to concepts
1850,Neurosciences,US-8785486-B2,2008,"Imidazo[1,2-A]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors"
1851,Neurosciences,AU-2011319319-B2,2011,Biomarker for Alzheimer's disease or mild cognitive impairment
1852,Artificial Intelligence and Image Processing,US-9600885-B2,2013,Temporal anatomical target tagging in angiograms
1853,Linguistics,US-9899019-B2,2015,Systems and methods for structured stem and suffix language models
1854,Linguistics,US-10067938-B2,2016,Multilingual word prediction
1855,Biomedical Engineering,US-8932815-B2,2014,Nucleic acid sample preparation
1856,Information Systems,US-9633004-B2,2014,Better resolution when referencing to concepts
1857,Medical Biochemistry and Metabolomics,EP-3112375-A1,2015,"ANTIGENIC PEPTIDES FOR THE DIAGNOSIS, THERAPY MONITORING AND/OR TREATMENT OF PSORIASIS VULGARIS"
1858,Artificial Intelligence and Image Processing,US-9818400-B2,2015,Method and apparatus for discovering trending terms in speech requests
1859,Information Systems,US-9818400-B2,2015,Method and apparatus for discovering trending terms in speech requests
1860,Pharmacology and Pharmaceutical Sciences,US-9067891-B2,2012,"1,4-disubstituted 3-cyano-pyridone derivatives and their use as positive allosteric modulators of mGluR2-receptors"
1861,Artificial Intelligence and Image Processing,US-9368114-B2,2014,Context-sensitive handling of interruptions
1862,Biochemistry and Cell Biology,US-9994852-B2,2017,Oligonucleotide compositions and uses thereof
1863,Artificial Intelligence and Image Processing,US-9432517-B2,2013,"Methods, apparatuses, and systems for generating an action item in response to a detected audio trigger during a conversation"
1864,Artificial Intelligence and Image Processing,US-9697820-B2,2015,Unit-selection text-to-speech synthesis using concatenation-sensitive neural networks
1865,Information Systems,US-9668121-B2,2015,Social reminders
1866,Pharmacology and Pharmaceutical Sciences,US-10071095-B2,2017,"1,2,4-triazolo [4,3-A] pyridine derivatives and their use for the treatment of neurological and psychiatric disorders"
1867,Information Systems,US-10079014-B2,2017,Name recognition system
1868,Information Systems,US-9910840-B2,2015,Annotating notes from passive recording with categories
1869,Artificial Intelligence and Image Processing,US-10043517-B2,2015,Audio-based event interaction analytics
1870,Biomedical Engineering,US-10006083-B2,2015,Nucleic acid sample preparation
1871,Pharmacology and Pharmaceutical Sciences,US-8691849-B2,2009,3-azabicyclo[3.1.0]hexyl derivatives as modulators of metabotropic glutamate receptors
1872,Information Systems,US-20130007635-A1,2011,TELECONFERENCING ADJUNCT AND USER INTERFACE TO SUPPORT TEMPORARY TOPIC-BASED EXCLUSIONS OF SPECIFIC PARTICIPANTS
1873,Linguistics,US-9430463-B2,2014,Exemplar-based natural language processing
1874,Artificial Intelligence and Image Processing,US-9886953-B2,2015,Virtual assistant activation
1875,Cognitive Sciences,US-9977779-B2,2014,Automatic supplementation of word correction dictionaries
1876,Information Systems,US-9953088-B2,2016,Crowd sourcing information to fulfill user requests
1877,Electrical and Electronic Engineering,US-9721566-B2,2015,Competing devices responding to voice triggers
1878,Linguistics,US-9886432-B2,2015,Parsimonious handling of word inflection via categorical stem + suffix N-gram language models
1879,Cognitive Sciences,US-9886432-B2,2015,Parsimonious handling of word inflection via categorical stem + suffix N-gram language models
1880,Psychology,US-9886432-B2,2015,Parsimonious handling of word inflection via categorical stem + suffix N-gram language models
1881,Information Systems,US-9633674-B2,2014,System and method for detecting errors in interactions with a voice-based digital assistant
1882,Artificial Intelligence and Image Processing,US-9619079-B2,2016,Automated response to and sensing of user activity in portable devices
1883,Other Medical and Health Sciences,US-10004784-B2,2017,Use of hepcidin as a regulator of iron homeostasis
1884,Information Systems,US-9733821-B2,2014,Voice control to diagnose inadvertent activation of accessibility features
1885,Cardiorespiratory Medicine and Haematology,EP-2480667-A1,2010,MODULATION OF TTC39 EXPRESSION TO INCREASE HDL
1886,Information Systems,US-10078487-B2,2014,Context-sensitive handling of interruptions
1887,Artificial Intelligence and Image Processing,US-10043516-B2,2016,Intelligent automated assistant
1888,Information Systems,US-10043516-B2,2016,Intelligent automated assistant
1889,Linguistics,US-10043516-B2,2016,Intelligent automated assistant
1890,Pharmacology and Pharmaceutical Sciences,US-9737533-B2,2015,"1,2,4-triazolo [4,3-A] pyridine derivatives and their use for the treatment of prevention of neurological and psychiatric disorders"
1891,Analytical Chemistry,US-9387489-B2,2015,Devices for separation of biological materials
1892,Electrical and Electronic Engineering,US-9697822-B1,2014,System and method for updating an adaptive speech recognition model
1893,Artificial Intelligence and Image Processing,US-9697822-B1,2014,System and method for updating an adaptive speech recognition model
1894,Communications Technologies,US-9697822-B1,2014,System and method for updating an adaptive speech recognition model
1895,Cognitive Sciences,US-9620104-B2,2014,System and method for user-specified pronunciation of words for speech synthesis and recognition
1896,Pharmacology and Pharmaceutical Sciences,US-8841323-B2,2007,"1, 4-disubstituted 3-cyano-pyridone derivatives and their use as positive allosteric modulators of MGLUR2-receptors"
1897,Optical Physics,WO-2014136076-A2,2014,ASSEMBLY COMPRISING AN ABSORBER OF NEAR INFRARED (NIR) LIGHT COVALENTLY LINKED TO AN INHIBITOR OF CARBONIC ANHYDRASE
1898,Immunology,EP-3305890-A1,2012,REVERSING THE EFFECTS OF THE TUMOR MICROENVIRONMENT USING CHIMERIC CYTOKINE RECEPTORS
1899,Clinical Sciences,US-8198094-B2,2007,Methods of using gelsolin levels to characterize a subject's risk of developing rheumatoid arthritis
1900,Immunology,US-8198094-B2,2007,Methods of using gelsolin levels to characterize a subject's risk of developing rheumatoid arthritis
1901,Information Systems,US-10089072-B2,2016,Intelligent device arbitration and control
1902,Neurosciences,US-9226904-B2,2010,Pharmacological treatment of Parkinson's disease
1903,Electrical and Electronic Engineering,US-9620105-B2,2014,Analyzing audio input for efficient speech and music recognition
1904,Information Systems,US-9502031-B2,2014,Method for supporting dynamic grammars in WFST-based ASR
1905,Biomedical Engineering,US-9827565-B2,2016,Nucleic acid sample preparation
1906,Analytical Chemistry,US-9682385-B2,2016,Devices for separation of biological materials
1907,Biochemistry and Cell Biology,WO-2014172584-A1,2014,IMMUNOSUPPRESSIVE TGF-β SIGNAL CONVERTER
1908,Physical Chemistry (incl. Structural),US-10085940-B2,2012,Liposomes co-encapsulating a bisphosphonate and an amphipathic agent
1909,Genetics,US-9255288-B2,2014,Nanofluidic devices for the rapid mapping of whole genomes and related systems and methods of analysis
1910,Macromolecular and Materials Chemistry,US-9810693-B2,2013,Chromophoric polymer dots
1911,Biomedical Engineering,US-9695468-B2,2015,Methods for droplet-based sample preparation
1912,Computation Theory and Mathematics,US-9701998-B2,2016,Methods and systems for processing polynucleotides
1913,Inorganic Chemistry,US-9169235-B2,2014,Phthalazinone derivatives
1914,Genetics,US-9890425-B2,2014,Systems and methods for detection of genomic copy number changes
1915,Neurosciences,WO-2015087087-A1,2014,BIOMARKERS AND METHODS RELATING TO ALZHEIMER'S DISEASE
1916,Computation Theory and Mathematics,US-10011872-B1,2017,Methods and systems for processing polynucleotides
1917,Computation Theory and Mathematics,US-10030267-B2,2017,Methods and systems for processing polynucleotides
1918,Organic Chemistry,US-9290460-B2,2012,"1-(Arylmethyl)quinazoline-2,4(1H,3H)-diones as PARP inhibitors and the use thereof"
1919,Medical Biotechnology,WO-2013133708-A1,2013,"COMPOSITIONS AND METHODS FOR DIAGNOSING AND TREATING INTELLECTUAL DISABILITY SYNDROME, AUTISM AND AUTISM RELATED DISORDERS"
1920,Cardiorespiratory Medicine and Haematology,EP-2682108-B1,2013,Dry Powder Inhalers Comprising a Carrier Other Than Lactose and a Ternary Component
1921,Pharmacology and Pharmaceutical Sciences,EP-2682108-B1,2013,Dry Powder Inhalers Comprising a Carrier Other Than Lactose and a Ternary Component
1922,Organic Chemistry,EP-2327696-A1,2007,Prolyl hydroxylase inhibitors and methods of use
1923,Oncology and Carcinogenesis,US-9850542-B2,2014,Gene signature to predict homologous recombination (HR) deficient cancer
1924,Immunology,US-20130123145-A1,2012,"METHODS. PARTICLES, AND ASSAY KITS FOR IDENTIFYING PRESENCE OF BIOLOGICAL PARAMETERS"
1925,Medicinal and Biomolecular Chemistry,WO-2014111546-A1,2014,METHOD FOR THE IDENTIFICATION OF BITTER TASTING COMPOUNDS AND BITTER TASTE MODULATING COMPOUNDS
1926,Clinical Sciences,US-9868994-B2,2017,Methods of stratifying patients for treatment with retinoic acid receptor-α agonists
1927,Genetics,US-9598733-B2,2012,Methods for identifying subjects with a genetic risk for developing IgA nephropathy
1928,Biochemistry and Cell Biology,WO-2011051733-A3,2010,DERIVATIVES OF URIDINE PHOSPHATE AND THEIR USES IN PROTEIN BINDING ASSAYS
1929,Biochemistry and Cell Biology,WO-2014184584-A1,2014,DELIVERY PEPTIDES
1930,Medical Biochemistry and Metabolomics,WO-2014184584-A1,2014,DELIVERY PEPTIDES
1931,Other Physical Sciences,US-9989515-B2,2013,"Devices with fluidic nanofunnels, associated methods, fabrication and analysis systems"
1932,Macromolecular and Materials Chemistry,WO-2015030685-A1,2014,"FLUORESCENT POLYMER DOTS, METHODS FOR THEIR PREPERATION, AND USES THEREOF"
1933,Macromolecular and Materials Chemistry,US-9382473-B2,2013,Chromophoric polymer dots
1934,Genetics,US-9970898-B2,2014,Nanofluidic devices for the rapid mapping of whole genomes and related systems and methods of analysis
1935,Neurosciences,US-9845508-B2,2016,Methods of stratifying patients for treatment with retinoic acid receptor-alpha agonists
1936,Information Systems,DE-102010041794-A1,2010,"Microscope system, microscopic methods and computer program product"
1937,Electrical and Electronic Engineering,US-10071377-B2,2017,"Fluidic devices, systems, and methods for encapsulating and partitioning reagents, and applications of same"
1938,Oncology and Carcinogenesis,WO-2012013931-A1,2011,METHODS FOR DIAGNOSING CANCER
1939,Genetics,US-9284575-B2,2013,Synthetic regulation of gene expression
1940,Biochemistry and Cell Biology,US-9284575-B2,2013,Synthetic regulation of gene expression
1941,Biochemistry and Cell Biology,US-9018370-B2,2010,Derivatives of uridine phosphate and their uses in protein binding assays
1942,Biomedical Engineering,US-9689024-B2,2015,Methods for droplet-based sample preparation
1943,Genetics,US-9824068-B2,2014,Methods and apparatus for sorting data
1944,Oncology and Carcinogenesis,US-20160152722-A1,2016,COMBINATIONS OF ANTI-4-1BB ANTIBODIES AND ADCC-INDUCING ANTIBODIES FOR THE TREATMENT OF CANCER
1945,Immunology,US-20160152722-A1,2016,COMBINATIONS OF ANTI-4-1BB ANTIBODIES AND ADCC-INDUCING ANTIBODIES FOR THE TREATMENT OF CANCER
1946,Macromolecular and Materials Chemistry,US-9797840-B2,2012,Highly fluorescent polymer nanoparticle
1947,Nanotechnology,US-9797840-B2,2012,Highly fluorescent polymer nanoparticle
1948,Artificial Intelligence and Image Processing,WO-2013114257-A2,2013,IMAGING APPARATUS FOR IMAGING AN OBJECT
1949,Artificial Intelligence and Image Processing,US-8957958-B2,2011,"Microscope system, microscopy method and storage medium"
1950,Biochemistry and Cell Biology,EP-2767829-A1,2013,A method for identifying bitter principles and bitter-modulating principles
1951,Immunology,US-9879057-B2,2014,Biomarkers for Mycobacterium avium paratuberculosis (MAP)
1952,Clinical Sciences,US-9671414-B2,2014,Assays and methods of treatment relating to vitamin D insufficiency
1953,Organic Chemistry,US-9926304-B2,2016,"1-(arylmethyl)quinazoline-2,4(1H,3H)-diones as PARP inhibitors and the use thereof"
1954,Materials Engineering,US-10067139-B2,2013,Polyelectrolyte-coated polymer dots and related methods
1955,Macromolecular and Materials Chemistry,US-10067139-B2,2013,Polyelectrolyte-coated polymer dots and related methods
1956,Physical Chemistry (incl. Structural),US-10067139-B2,2013,Polyelectrolyte-coated polymer dots and related methods
1957,Medical Biotechnology,WO-2011006161-A3,2010,COMPOSITIONS AND METHODS FOR DIAGNOSING AND TREATING MACULAR DEGENERATION
1958,Oncology and Carcinogenesis,US-9784666-B2,2015,Methods for assessing cancer cells using granulometry
1959,Information Systems,EP-2437097-A2,2011,"Microscope system, microscopy method and computer program product"
1960,Clinical Sciences,WO-2012025746-A1,2011,MEDICAL USE OF HEPARIN-BINDING EGF-LIKE GROWTH FACTOR (HB-EGF)
1961,Biochemistry and Cell Biology,US-9987262-B2,2017,"Solid forms of {[5-(3-chlorophenyl)-3-hydroxypyridine-2-carbonyl]amino}acetic acid, compositions, and uses thereof"
1962,Computation Theory and Mathematics,US-9951386-B2,2017,Methods and systems for processing polynucleotides
1963,Medical Biotechnology,US-10076575-B2,2014,"Peptide, complex of peptide and siRNA and use thereof"
1964,Neurosciences,EP-2742155-A4,2012,"BIOMARKER FOR ALZHEIMER'S DISEASE AND/OR MILD COGNITIVELY IMPAIRMENT, AND USE THEREOF"
1965,Other Physical Sciences,WO-2013153294-A1,2013,OPTICAL MEASUREMENT METHOD AND DEVICE
1966,Optical Physics,WO-2013153294-A1,2013,OPTICAL MEASUREMENT METHOD AND DEVICE
1967,Biochemistry and Cell Biology,EP-3038600-A4,2014,NANOPARTICLE DRUG DELIVERY SYSTEM AND METHOD OF TREATING CANCER AND NEUROTRAUMA
1968,Public Health and Health Services,WO-2014210030-A2,2014,METHODS OF REDUCING THE RISK OF MORTALITY ASSOCIATED WITH A MEDICAL TREATMENT
1969,Genetics,US-9618479-B2,2015,Nanofluidic devices for the rapid mapping of whole genomes and related systems and methods of analysis
1970,Inorganic Chemistry,US-9566276-B2,2015,Phthalazinone derivatives
1971,Inorganic Chemistry,US-8912187-B2,2011,Phthalazinone derivatives
1972,Clinical Sciences,US-9387246-B2,2014,Treatment methods for rheumatoid arthritis
1973,Oncology and Carcinogenesis,WO-2013124740-A2,2013,BRCA DEFICIENCY PROTEIN AND mRNA SIGNATURES USEFUL IN IDENTIFICATION OF PATIENTS WITH BRCA-DEFICIENT TUMORS AND PREDICTING BENEFIT OF ANTI-CANCER THERAPY IN CANCER PATIENTS
1974,Computation Theory and Mathematics,US-9856530-B2,2017,Methods and systems for processing polynucleotides
1975,Genetics,US-9845481-B2,2016,Synthetic regulation of gene expression
1976,Biochemistry and Cell Biology,US-9845481-B2,2016,Synthetic regulation of gene expression
1977,Public Health and Health Services,US-20140377377-A1,2014,METHODS OF REDUCING THE RISK OF MORTALITY ASSOCIATED WITH A MEDICAL TREATMENT
1978,Clinical Sciences,US-9329190-B2,2012,Assays and methods of treatment relating to vitamin D insufficiency
1979,Clinical Sciences,US-9052308-B2,2013,Assays and methods of treatment relating to vitamin D insufficiency
1980,Oncology and Carcinogenesis,WO-2012090073-A2,2011,METHODS AND COMPOSITIONS FOR PREDICTING CHEMOTHERAPY SENSITIVITY
1981,Biomedical Engineering,US-10053723-B2,2017,Capsule array devices and methods of use
1982,Organic Chemistry,US-9090568-B2,2012,Quinazolinediones and their use
1983,Artificial Intelligence and Image Processing,WO-2013114257-A3,2013,IMAGING APPARATUS FOR IMAGING AN OBJECT
1984,Clinical Sciences,US-9606131-B2,2015,Assays and methods of treatment relating to vitamin D insufficiency
1985,Medical Biotechnology,US-8119348-B2,2010,Compositions and methods for diagnosing and treating macular degeneration
1986,Immunology,US-9315585-B2,2011,Anti-GD2 antibodies
1987,Immunology,WO-2012109659-A1,2012,"HLA-RESTRICTED, PEPTIDE-SPECIFIC ANTIGEN BINDING PROTEINS"
1988,Pharmacology and Pharmaceutical Sciences,US-9446133-B2,2014,Dry powder inhaler and system for drug delivery
1989,Chemical Engineering,US-9675674-B2,2016,Diketopiperazine salts for drug delivery and related methods
1990,Psychology,US-9415030-B2,2013,High-dose glycine as a treatment for obsessive-compulsive disorder and obsessive-compulsive spectrum disorders
1991,Organic Chemistry,US-9963459-B1,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-alpla]pyrrolo[2,3-e]-pyrazin-8-YL)-N-(2,2,2-Trifluoroethyl)pyrrol and solid state forms thereof"
1992,Clinical Sciences,US-8026212-B2,2010,Methods of preparing pharmaceutical compositions comprising GPR119 agonists having the effect of glucose-dependent insulinotropic peptide secretatgogues
1993,Public Health and Health Services,WO-2014095257-A1,2013,EUTECTIC MIXTURES IN PERSONAL CARE COMPOSITIONS
1994,Organic Chemistry,US-10017517-B2,2018,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluorethyl)pyrrolidine-1-carboxamide and solid state forms thereof"
1995,Organic Chemistry,US-9796688-B2,2016,Catalysis of diketopiperazine synthesis
1996,Other Physical Sciences,DE-102015224162-A1,2015,Method for determining a movement information and a magnetic resonance device describing a movement in an at least partially moved examination area
1997,Immunology,EP-3006467-A1,2012,"HLA-RESTRICTED, PEPTIDE-SPECIFIC ANTIGEN BINDING PROTEINS"
1998,Immunology,US-9790278-B2,2013,"Anti-B7-H6 antibody, fusion proteins, and methods of using the same"
1999,Biochemistry and Cell Biology,US-9822340-B1,2016,T-cell receptor-deficient T cell compositions
2000,Organic Chemistry,US-9879018-B2,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluoroethyl and solid state forms thereof"
2001,Public Health and Health Services,US-9744109-B2,2013,Eutectic mixtures in personal care compositions
2002,Communications Technologies,US-9364619-B2,2009,Interactive apparatus and method for real-time profiling of inhalation efforts
2003,Psychology,US-9940844-B2,2011,Enhancing cognition in the presence of distraction and/or interruption
2004,Clinical Sciences,WO-2011045349-A2,2010,METHODS FOR DIAGNOSING AND TREATING A PATHOLOGY ASSOCIATED WITH A SYNONYMOUS MUTATION OCCURING WITHIN A GENE OF INTEREST
2005,Biochemistry and Cell Biology,US-9821011-B1,2016,T-cell receptor-deficient T cell compositions
2006,Physical Chemistry (incl. Structural),US-9149528-B2,2012,Topical vitamin D oral supplement compositions
2007,Biochemistry and Cell Biology,US-9663763-B2,2016,T-cell receptor-deficient T cell compositions
2008,Biochemistry and Cell Biology,US-9938497-B2,2015,T cell receptor-deficient T cell compositions
2009,Clinical Sciences,WO-2014140509-A1,2013,DIAGNOSIS AND TREATMENT OF ARTHRITIC CONDITIONS
2010,Public Health and Health Services,WO-2014095255-A1,2013,EUTECTIC MIXTURES IN PERSONAL CARE COMPOSITIONS
2011,Clinical Sciences,US-8017574-B2,2010,Methods of preparing pharmaceutical compositions comprising GPR119 agonists having the effect of glucose-dependent insulinotropic peptide secretagogues
2012,Chemical Engineering,US-9700690-B2,2014,Inhalation apparatus
