aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland.",,,pub.1035482808,ur.01071376774.64,Agnar,Helgason
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland.",,,pub.1035482808,ur.010001043302.06,Augustine,Kong
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland.",,,pub.1035482808,ur.01366065163.97,Gisli,Masson
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland.",,,pub.1035482808,ur.0743534613.73,Olafur Th,Magnusson
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland.",,,pub.1035482808,ur.0637651205.48,Daniel,Gudbjartsson
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland.",,,pub.1035482808,ur.01277776417.51,Unnur,Thorsteinsdottir
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland.",,,pub.1035482808,ur.0773127601.34,Patrick,Sulem
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland.",,,pub.1035482808,ur.0723426172.10,Kari,Stefansson
,,,,,"Vegetable Crops Research Unit, US Department of Agriculture–Agricultural Research Service, Madison, Wisconsin, USA.",,,pub.1038330435,ur.0747612021.61,Douglas,Senalik
,,,,,"Beijing Genomics Institute–Shenzhen, Shenzhen, China.",,,pub.1038330435,ur.01340400003.37,Peng,Zeng
,,,,,"Beijing Genomics Institute–Shenzhen, Shenzhen, China.",,,pub.1038330435,ur.0751377161.31,Jiaying,Huang
,,,,,"Sequentia Biotech, Bellaterra, Barcelona, Spain.",,,pub.1038330435,ur.01155306565.44,Walter,Sanseverino
,,,,,"National Scientific and Technical Research Council (CONICET), Facultad de Ciencias Agrarias, Universidad Nacional de Cuyo, Cuyo, Argentina.",,,pub.1038330435,ur.01032504326.35,Pablo,Cavagnaro
,,,,,"Beijing Genomics Institute–Shenzhen, Shenzhen, China.",,,pub.1038330435,ur.01036107141.06,Zhijun,Zheng
,,,,,"Beijing Genomics Institute–Shenzhen, Shenzhen, China.",,,pub.1038330435,ur.0710544076.10,Shifeng,Cheng
,,,,,"Vegetable Crops Research Unit, US Department of Agriculture–Agricultural Research Service, Madison, Wisconsin, USA.",,,pub.1038330435,ur.01132153621.49,David,Spooner
,,,,,"Vegetable Crops Research Unit, US Department of Agriculture–Agricultural Research Service, Madison, Wisconsin, USA.",,,pub.1038330435,ur.01013701747.26,Philipp,Simon
,,,,,"Hebei Entry–Exit Inspection and Quarantine Bureau, Shijiazhuang, China.",,,pub.1053454544,ur.01220515073.99,Lian-Feng,Ai
,,,,,"Collaborative Innovation Center of Genetics and Development, Shanghai, China.",,,pub.1053454544,ur.012363751107.54,Xiaofeng,Cao
,,,,,A list of members and affiliations appears in the Supplementary Note,,,pub.1002700757,,,
,,,,,A list of members and affiliations appears in the Supplementary Note,,,pub.1002700757,,,
,,,,,"Department of Gynecology and Obstetrics, University Hospital Erlangen, Friedrich-Alexander University Erlangen-Nuremberg, Erlangen, Germany",,,pub.1002700757,ur.012335771642.02,Peter A,Fasching
,,,,,"Department of Gynecology and Obstetrics, University Hospital Erlangen, Friedrich-Alexander University Erlangen-Nuremberg, Erlangen, Germany",,,pub.1002700757,,Matthias W,Beckmann
,,,,,"Department of Gynecology and Obstetrics, University Hospital Erlangen, Friedrich-Alexander University Erlangen-Nuremberg, Erlangen, Germany",,,pub.1002700757,ur.0746623111.51,Alexander,Hein
,,,,,"Institute of Human Genetics, University Hospital Erlangen, Friedrich-Alexander-University Erlangen-Nuremberg, Erlangen, Germany",,,pub.1002700757,ur.0617400773.76,Arif B,Ekici
,,,,,"Department of Gynaecology, Jena University Hospital - Friedrich Schiller University, Jena, Germany",,,pub.1002700757,,Matthias,Dürst
,,,,,"Department of Gynaecology, Jena University Hospital - Friedrich Schiller University, Jena, Germany",,,pub.1002700757,,Ingo,Runnebaum
,,,,,"Department of Women’s and Children’s Health, Karolinska Institutet, Karolinska University Hospital, Stockholm, Sweden",,,pub.1002700757,ur.01044725452.89,Miriam,Mints
,,,,,A list of members and affiliations appears in the Supplementary Note,,,pub.1002700757,,,
,,,,,A list of members and affiliations appears in the Supplementary Note,,,pub.1002700757,,CHIBCHA,Consortium
,,,,,A list of members and affiliations appears in the Supplementary Note,,,pub.1002700757,,,
,,,,,"Peter MacCallum Cancer Center, The University of Melbourne, Melbourne, Australia",,,pub.1002700757,,,
,,,,,"Invitae Corporation, San Francisco, California, USA.",,,pub.1002116221,ur.01314610125.57,Rebecca M,Truty
,,,,,"Institute of Biological Psychiatry, Mental Health Center Sct. Hans, Mental Health Services Copenhagen, Copenhagen, Denmark.",,,pub.1011050867,ur.01223240773.33,Thomas,Werge
,,,,,"Vietnam National Institute of Ophthalmology, Hanoi, Vietnam.",,,pub.1035147091,ur.01273723041.21,Tan,Do
,,,,,"Department of Ophthalmology, College of Medicine, University of Florida, Jacksonville, Florida, USA.",,,pub.1035147091,ur.01202171720.20,Khaled,Abu-Amero
,,,,,"Department of Ophthalmology, School of Medical Sciences, Health Campus, Universiti Sains Malaysia and Hospital Universiti Sains Malaysia, Kelantan, Malaysia.",,,pub.1035147091,ur.0735776365.25,Yaakub,Azhany
,,,,,"Vietnam National Institute of Ophthalmology, Hanoi, Vietnam.",,,pub.1035147091,,Thi Lam Huong,Dao
,,,,,"Instituto de Glaucoma y Catarata, Lima, Peru.",,,pub.1035147091,ur.0641437157.80,Rodolfo A,Perez-Grossmann
,,,,,"Ho Chi Minh City Eye Hospital, Ho Chi Minh City, Vietnam.",,,pub.1035147091,,Tuan Anh,Tran
,,,,,"Pakistan Institute of Ophthalmology, Al-Shifa Trust Eye Hospital, Rawalpindi, Pakistan.",,,pub.1035147091,ur.01046246761.63,Farah,Akhtar
,,,,,"Department of Glaucoma, Da Nang Eye Hospital, Da Nang City, Vietnam.",,,pub.1035147091,,Tam Thi,Luu
,,,,,"Ho Chi Minh City Eye Hospital, Ho Chi Minh City, Vietnam.",,,pub.1035147091,ur.01124064361.49,Tuyet Bach,Trinh
,,,,,"Eye Department, Viet Tiep General Hospital, Hai Phong, Vietnam.",,,pub.1035147091,,Thanh Thu,Nguyen
,,,,,"Glaucoma Service Jakarta Eye Center, Jakarta, Indonesia.",,,pub.1035147091,,Widya Artini,Wiyogo
,,,,,"Ozaki Eye Hospital, Hyuga, Japan.",,,pub.1035147091,ur.0600102652.34,Mineo,Ozaki
,,,,,"Department of Ophthalmology, No. 1 Defence Services General Hospital, Yangon, Myanmar.",,,pub.1035147091,,Chaw Chaw,Khaing
,,,,,"Mizoguchi Eye Hospital, Sasebo, Japan.",,,pub.1035147091,ur.01017340161.89,Takanori,Mizoguchi
,,,,,"Shijiazhuang First Eye Hospital, Shijiazhuang, China.",,,pub.1035147091,,Guangxian,Tang
,,,,,"Vietnam National Institute of Ophthalmology, Hanoi, Vietnam.",,,pub.1035147091,,Thi Thuy Giang,Nguyen
,,,,,"Vietnam National Institute of Ophthalmology, Hanoi, Vietnam.",,,pub.1035147091,,Tien Dat,Tran
,,,,,"Department of Ophthalmology, Pasig City General Hospital, Pasig City, Philippines.",,,pub.1035147091,,Jose Maria,Martinez
,,,,,"Myanmar Eye Centre, Pun Hlaing Silom Hospital, Yangon, Myanmar.",,,pub.1035147091,,Yin Mon,Aung
,,,,,"Myanmar Eye Centre, Shwe La Min Hospital, Yangon, Myanmar.",,,pub.1035147091,,Yin Mon,Aung
,,,,,"Binan Doctors Eye Center, Binan Doctors Hospital, Laguna, Philippines.",,,pub.1035147091,,Rigo Daniel,Reyes
,,,,,"Department of Ophthalmology, University Hospital Nottingham, University of Nottingham, Nottingham, UK.",,,pub.1035147091,,Stephen A,Vernon
,,,,,"BMI Park Hospital Nottingham, Nottingham, UK.",,,pub.1035147091,,Stephen A,Vernon
,,,,,"International Specialist Eye Centre, Kuala Lumpur, Malaysia.",,,pub.1035147091,,Seng Kheong,Fang
,,,,,"Instituto de Ciencias Médicas, Lima, Peru.",,,pub.1035147091,,Guillermo Barreto,Fong
,,,,,"Hospital Nacional Arzobispo Loayza, Lima, Peru.",,,pub.1035147091,,Vania Castro,Tamanaja
,,,,,"Ho Chi Minh City Eye Hospital, Ho Chi Minh City, Vietnam.",,,pub.1035147091,,Huan Nguyen,Pham
,,,,,"Glaucoma Service Jakarta Eye Center, Jakarta, Indonesia.",,,pub.1035147091,,Emma,Rusmayani
,,,,,"Glaucoma Service Jakarta Eye Center, Jakarta, Indonesia.",,,pub.1035147091,,Vira Wardhana,Istiantoro
,,,,,"Department of Ophthalmology, North Okkalarpa General Hospital, Yangon, Myanmar.",,,pub.1035147091,,Hlaing May,Than
,,,,,"Myanmar Eye Centre, Pun Hlaing Silom Hospital, Yangon, Myanmar.",,,pub.1035147091,,Khin Thida,Oo
,,,,,"Myanmar Eye Centre, Shwe La Min Hospital, Yangon, Myanmar.",,,pub.1035147091,,Khin Thida,Oo
,,,,,"Myanmar Eye Centre, Pun Hlaing Silom Hospital, Yangon, Myanmar.",,,pub.1035147091,,Aye Thi,Han
,,,,,"Myanmar Eye Centre, Shwe La Min Hospital, Yangon, Myanmar.",,,pub.1035147091,,Aye Thi,Han
,,,,,"Sun Yat-Sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangzhou, China.",,,pub.1035147091,ur.0761377441.37,Jinxin,Bei
,,,,,"Sun Yat-Sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangzhou, China.",,,pub.1035147091,ur.0610042072.36,Yi Xin,Zeng
,,,,,"Department of Ophthalmology, Monfalcone Hospital, Gorizia, Italy.",,,pub.1035147091,ur.01306731421.51,Daniela,Paoli
,,,,,"Department of Ophthalmology, University Hospital Nottingham, University of Nottingham, Nottingham, UK.",,,pub.1035147091,,Richard,Stead
,,,,,"Myanmar Eye Centre, Pun Hlaing Silom Hospital, Yangon, Myanmar.",,,pub.1035147091,,Su Nyunt,Zaw
,,,,,"Myanmar Eye Centre, Shwe La Min Hospital, Yangon, Myanmar.",,,pub.1035147091,,Su Nyunt,Zaw
,,,,,"Department of Ophthalmology, No. 1 Defence Services General Hospital, Yangon, Myanmar.",,,pub.1035147091,,Nay Lin,Oo
,,,,,"Glaucoma Service Jakarta Eye Center, Jakarta, Indonesia.",,,pub.1035147091,,Zeiras Eka,Djamal
,,,,,"GROW Research Laboratory, Narayana Nethralaya Foundation, Bangalore, India.",,,pub.1035147091,ur.01036721714.50,Arkasubhra,Ghosh
,,,,,"Eye Department, Viet Tiep General Hospital, Hai Phong, Vietnam.",,,pub.1035147091,,Tung S,Hoan
,,,,,"Department of Glaucoma, Da Nang Eye Hospital, Da Nang City, Vietnam.",,,pub.1035147091,,Vi Huyen,Doan
,,,,,"Ho Chi Minh City Eye Hospital, Ho Chi Minh City, Vietnam.",,,pub.1035147091,,Huong T T,Bui
,,,,,"Department of Ophthalmology, School of Medical Sciences, Health Campus, Universiti Sains Malaysia and Hospital Universiti Sains Malaysia, Kelantan, Malaysia.",,,pub.1035147091,ur.01351553153.50,Ahmad Tajudin,Liza-Sharmini
,,,,,"Vietnam National Institute of Ophthalmology, Hanoi, Vietnam.",,,pub.1035147091,,Nhu Hon,Do
,,,,,"Nuffield Department of Clinical Neurosciences, Division of Clinical Neurology, John Radcliffe Hospital, University of Oxford, Oxford, UK.",,,pub.1007329260,ur.014132776271.93,Adrian,Cortes
,,,,,"K.G. Jebsen Inflammation Research Centre, Institute of Clinical Medicine, University of Oslo, Oslo, Norway.",,,pub.1007329260,ur.01155575272.16,Trine,Folseraas
,,,,,"Ann Arbor Veterans Affairs Hospital, Ann Arbor, Michigan, USA.",,,pub.1007329260,ur.013323152642.06,James T,Elder
,,,,,"NORMENT, K.G. Jebsen Centre for Psychosis Research, Institute of Clinical Medicine, University of Oslo, Oslo, Norway.",,,pub.1007329260,ur.01263457230.91,Ole A,Andreassen
,,,,,"F. Widjaja Foundation Inflammatory Bowel and Immunobiology Research Institute, Los Angeles, California, USA.",,,pub.1007329260,ur.012743332661.02,Dermot P,McGovern
,,,,,"K.G. Jebsen Inflammation Research Centre, Institute of Clinical Medicine, University of Oslo, Oslo, Norway.",,,pub.1007329260,,Tom H,Karlsen
,,,,,"Division of Pulmonary and Critical Care Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1026698708,ur.01076470631.32,Keira A,Cohen
,,,,,"Bioinformed, LLC, Gaithersburg, Maryland, USA.",,,pub.1042935394,ur.01354236121.38,Kevin B,Jacobs
,,,,,"Quantitative Genomic Medicine Laboratory, qGenomics, Barcelona, Spain.",,,pub.1042935394,ur.0645632277.82,Benjamin,Rodriguez-Santiago
,,,,,"Vermont Cancer Registry, Burlington, Vermont, USA.",,,pub.1042935394,,Alison,Johnson
,,,,,"Maine Cancer Registry, Augusta, Maine, USA.",,,pub.1042935394,ur.0636273623.37,Molly,Schwenn
,,,,,"Laboratory for Genome Sequencing Analysis, RIKEN Center for Integrative Medical Sciences, Tokyo, Japan.",,,pub.1025210720,ur.014066434575.34,Akihiro,Fujimoto
,,,,,"Laboratory for Genome Sequencing Analysis, RIKEN Center for Integrative Medical Sciences, Tokyo, Japan.",,,pub.1025210720,ur.0741075103.41,Mayuko,Furuta
,,,,,"Laboratory for Medical Science Mathematics, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan.",,,pub.1025210720,ur.013516116052.47,Tatsuhiko,Tsunoda
,,,,,"Laboratory for Genome Sequencing Analysis, RIKEN Center for Integrative Medical Sciences, Tokyo, Japan.",,,pub.1025210720,ur.0607044414.14,Hiroaki,Taniguchi
,,,,,"Laboratory for Genome Sequencing Analysis, RIKEN Center for Integrative Medical Sciences, Tokyo, Japan.",,,pub.1025210720,ur.0633274123.27,Christopher P,Wardell
,,,,,"Laboratory for Medical Science Mathematics, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan.",,,pub.1025210720,ur.01171563535.44,Keith A,Boroevich
,,,,,"Laboratory for Medical Science Mathematics, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan.",,,pub.1025210720,ur.01342601300.01,Tetsuo,Abe
,,,,,"Laboratory for Genome Sequencing Analysis, RIKEN Center for Integrative Medical Sciences, Tokyo, Japan.",,,pub.1025210720,ur.0617175200.29,Kaoru,Nakano
,,,,,"Laboratory for Genome Sequencing Analysis, RIKEN Center for Integrative Medical Sciences, Tokyo, Japan.",,,pub.1025210720,ur.0754067531.02,Kazuhiro,Maejima
,,,,,"Laboratory for Genome Sequencing Analysis, RIKEN Center for Integrative Medical Sciences, Tokyo, Japan.",,,pub.1025210720,ur.01241121461.78,Aya,Sasaki-Oku
,,,,,"Laboratory for Genome Sequencing Analysis, RIKEN Center for Integrative Medical Sciences, Tokyo, Japan.",,,pub.1025210720,,Ayako,Ohsawa
,,,,,"Laboratory for Digestive Diseases, RIKEN Center for Integrative Medical Sciences, Hiroshima, Japan.",,,pub.1025210720,,Kazuki,Chayama
,,,,,"Laboratory for Genome Sequencing Analysis, RIKEN Center for Integrative Medical Sciences, Tokyo, Japan.",,,pub.1025210720,ur.0771050566.51,Hidewaki,Nakagawa
,,,,,"Department of Gynecology and Obstetrics, University Hospital Erlangen, Friedrich Alexander University Erlangen-Nuremberg, Comprehensive Cancer Center Erlangen-Nuremberg Metropolitan Region, Erlangen, Germany.",,,pub.1029886099,,Matthias W,Beckmann
,,,,,"Department of Gynecology and Obstetrics, University Hospital Erlangen, Friedrich Alexander University Erlangen-Nuremberg, Comprehensive Cancer Center Erlangen-Nuremberg Metropolitan Region, Erlangen, Germany.",,,pub.1029886099,ur.012335771642.02,Peter A,Fasching
,,,,,"National Center for Tumor Diseases, University of Heidelberg, Heidelberg, Germany.",,,pub.1029886099,ur.01342233540.95,Frederik,Marme
,,,,,"Department of Oncology, Helsinki University Central Hospital, University of Helsinki, Helsinki, Finland.",,,pub.1029886099,ur.01167270021.89,Carl,Blomqvist
,,,,,"Vesalius Research Center, Leuven, Belgium.",,,pub.1029886099,ur.01325407235.18,Diether,Lambrechts
,,,,,"Cancer Research Initiatives Foundation, Sime Darby Medical Centre, Subang Jaya, Malaysia.",,,pub.1029886099,ur.01041061221.12,Soo H,Teo
,,,,,"Department of Clinical Molecular Biology, Oslo University Hospital, University of Oslo, Oslo, Norway.",,,pub.1029886099,ur.01215000714.10,Vessela,Kristensen
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, USA.",,,pub.1029886099,ur.013512014047.87,Jirong,Long
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, USA.",,,pub.1029886099,,Wei,Zheng
,,,,,"Laboratory of Cancer Genetics and Tumor Biology, Northern Finland Laboratory Centre NordLab, Oulu, Finland.",,,pub.1029886099,ur.01064606177.62,Katri,Pylkäs
,,,,,"Laboratory of Cancer Genetics and Tumor Biology, Northern Finland Laboratory Centre NordLab, Oulu, Finland.",,,pub.1029886099,ur.0657071261.03,Robert,Winqvist
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, USA.",,,pub.1029886099,,Xiao-Ou,Shu
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, USA.",,,pub.1029886099,ur.015712000437.30,William,Blot
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, USA.",,,pub.1029886099,ur.016617734537.91,Qiuyin,Cai
,,,,,"Institute of Human Genetics, Pontificia Universidad Javerianar, Bogota, Colombia.",,,pub.1029886099,ur.01004044406.57,Diana,Torres
,,,,,"Department of Oncology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark.",,,pub.1029886099,ur.01120222461.92,Bent,Ejlertsen
,,,,,"Center for Genomic Medicine, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark.",,,pub.1029886099,ur.016421067642.21,Thomas V O,Hansen
,,,,,"Department of Gynaecology and Obstetrics, University Hospital of Schleswig-Holstein, Campus Kiel, Christian Albrechts University Kiel, Kiel, Germany.",,,pub.1029886099,ur.01037447526.08,Norbert,Arnold
,,,,,"Unité Mixte de Génétique Constitutionnelle des Cancers Fréquents, Hospices Civils de Lyon–Centre Léon Bérard, Lyon, France.",,,pub.1029886099,ur.01351124774.04,Olga M,Sinilnikova
,,,,,"Breast Cancer and Systems Biology Unit, IDIBELL (Bellvitge Biomedical Research Institute), Catalan Institute of Oncology, Barcelona, Spain.",,,pub.1029886099,ur.01153114652.97,Miquel Angel,Pujana
,,,,,"Clalit National Israeli Cancer Control Center, Haifa, Israel.",,,pub.1029886099,ur.014466471117.86,Gad,Rennert
,,,,,"Cancer Research Initiatives Foundation, Sime Darby Medical Centre, Subang Jaya, Malaysia.",,,pub.1029886099,ur.0724632621.64,Sook-Yee,Yoon
,,,,,"University Malaya Cancer Research Institute, Faculty of Medicine, University Malaya Medical Centre, University Malaya, Kuala Lumpur, Malaysia.",,,pub.1029886099,ur.0724632621.64,Sook-Yee,Yoon
,,,,,"Department of Dermatology, Hospital of Valais, Sierre, Switzerland.",,,pub.1005728406,,Laurent,Parmentier
,,,,,"Department of Dermatology, Saint Louis Hospital, Paris 7 University, Paris, France.",,,pub.1005728406,ur.01266110107.91,Nicole,Basset-Seguin
,,,,,"Institute of Genetics and Genomics of Geneva (iGE3), Geneva, Switzerland.",,,pub.1005728406,ur.014566311317.54,Stylianos E,Antonarakis
,,,,,"Centro Andaluz de Biología del Desarrollo, Consejo Superior de Investigaciones Científicas, Universidad Pablo de Olavide, Seville, Spain.",,,pub.1042422377,ur.01210752347.03,Ozren,Bogdanović
,,,,,"Centro Andaluz de Biología del Desarrollo, Consejo Superior de Investigaciones Científicas, Universidad Pablo de Olavide, Seville, Spain.",,,pub.1042422377,ur.0600237441.55,Elisa,de la Calle Mustienes
,,,,,"Centro Andaluz de Biología del Desarrollo, Consejo Superior de Investigaciones Científicas, Universidad Pablo de Olavide, Seville, Spain.",,,pub.1042422377,ur.01030451617.07,Juan J,Tena
,,,,,"Centro Andaluz de Biología del Desarrollo, Consejo Superior de Investigaciones Científicas, Universidad Pablo de Olavide, Seville, Spain.",,,pub.1042422377,ur.01077027641.36,José Luis,Gómez-Skarmeta
,,,,,"Bioinformatics Group, Department of Computer Science, Universität Leipzig, Leipzig, Germany.",,,pub.1028970426,ur.01266512333.17,Jana,Hertel
,,,,,"Bioinformatics Group, Department of Computer Science, Universität Leipzig, Leipzig, Germany.",,,pub.1028970426,,Mario,Fasold
,,,,,"Department of Dental Hygiene, Nippon Dental University College at Niigata, Niigata, Japan.",,,pub.1028970426,,Mikio,Ishiyama
,,,,,"Bioinformatics Group, Department of Computer Science, Universität Leipzig, Leipzig, Germany.",,,pub.1028970426,,Steffi,Kehr
,,,,,"Bioinformatics Group, Department of Computer Science, Universität Leipzig, Leipzig, Germany.",,,pub.1028970426,,Peter F,Stadler
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.01216645073.01,Daniela A,Braun
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.0775472422.28,Carolin E,Sadowski
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.01300255272.89,Stefan,Kohl
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.01266764761.03,Svjetlana,Lovric
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.01162510630.61,Werner L,Pabst
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.01056024276.68,Heon Yung,Gee
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.0711274031.24,Shazia,Ashraf
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.0757407231.25,Jennifer A,Lawson
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.01251367575.51,Shirlee,Shril
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.01073635631.37,Merlin,Airik
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.01141751031.71,Weizhen,Tan
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.01210064231.30,David,Schapiro
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.01256177431.39,Jia,Rao
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.01324312631.75,Won-Il,Choi
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.0652060650.46,Tobias,Hermle
,,,,,"Department of Pediatric Nephrology, Dr. Behçet Uz Children Hospital, Izmir, Turkey.",,,pub.1009206360,ur.01143564126.86,Erkin,Serdaroglu
,,,,,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1009206360,ur.0755436405.55,Friedhelm,Hildebrandt
,,,,,"Corn Insects and Crop Genetics Research Unit, US Department of Agriculture–Agricultural Research Service, Ames, Iowa, USA.",,,pub.1031994690,ur.01101562331.77,Steven B,Cannon
,,,,,"Embrapa Genetic Resources and Biotechnology, Brasília, Brazil.",,,pub.1031994690,ur.0720653123.20,Márcio C,Moretzsohn
,,,,,"Embrapa Genetic Resources and Biotechnology, Brasília, Brazil.",,,pub.1031994690,ur.01024275033.11,Bruna,Vidigal
,,,,,"Embrapa Genetic Resources and Biotechnology, Brasília, Brazil.",,,pub.1031994690,,Ana Cláudia G,Araújo
,,,,,"Plant Genetic Resources Conservation Unit, US Department of Agriculture–Agricultural Research Service, Griffin, Georgia, USA.",,,pub.1031994690,ur.01223752154.73,Noelle,Barkley
,,,,,"Embrapa Genetic Resources and Biotechnology, Brasília, Brazil.",,,pub.1031994690,,Patrícia M,Guimarães
,,,,,"Crop Protection and Management Research Unit, US Department of Agriculture–Agricultural Research Service, Tifton, Georgia, USA.",,,pub.1031994690,ur.0725227377.05,Baozhu,Guo
,,,,,"Middle Southern Area Genomics Laboratory, US Department of Agriculture–Agricultural Research Service, Stoneville, Mississippi, USA.",,,pub.1031994690,ur.0637757141.30,Brian E,Scheffler
,,,,,"Embrapa Genetic Resources and Biotechnology, Brasília, Brazil.",,,pub.1031994690,ur.01071317123.54,Soraya C M,Leal-Bertioli
,,,,,"Bioinformatics Department, MedGenome Labs, Pvt., Ltd., Narayana Health City, Bangalore, India.",,,pub.1001621169,,Amitabha,Chaudhuri
,,,,,"Bioinformatics Department, MedGenome Labs, Pvt., Ltd., Narayana Health City, Bangalore, India.",,,pub.1001621169,,Ravi,Gupta
,,,,,"Unidad Nacional de Oncología Pediátrica, Guatemala City, Guatemala.",,,pub.1013931386,ur.01046204650.57,Federico Antillon,Klussmann
,,,,,"Francisco Marroquin Medical School, Guatemala City, Guatemala.",,,pub.1013931386,ur.01046204650.57,Federico Antillon,Klussmann
,,,,,"Unidad Nacional de Oncología Pediátrica, Guatemala City, Guatemala.",,,pub.1013931386,ur.013745564275.84,Cesar Rolando,Najera
,,,,,"National University Cancer Institute, National University Health System, Singapore.",,,pub.1013931386,ur.01106472653.68,Shirley Kow-Yin,Kham
,,,,,"National University Cancer Institute, National University Health System, Singapore.",,,pub.1013931386,,Zhiwei,Chen
,,,,,"National University Cancer Institute, National University Health System, Singapore.",,,pub.1013931386,ur.0633456431.65,Edwynn Kean-Hui,Chiew
,,,,,"National University Cancer Institute, National University Health System, Singapore.",,,pub.1013931386,ur.01023301152.09,Allen E J,Yeoh
,,,,,"deCODE genetics/Amgen Inc., Reykjavik, Iceland.",,,pub.1001519781,ur.0700374216.54,Gardar,Sveinbjornsson
,,,,,"deCODE genetics/Amgen Inc., Reykjavik, Iceland.",,,pub.1001519781,ur.0637651205.48,Daniel F,Gudbjartsson
,,,,,"deCODE genetics/Amgen Inc., Reykjavik, Iceland.",,,pub.1001519781,ur.01265161315.61,Bjarni V,Halldorsson
,,,,,"deCODE genetics/Amgen Inc., Reykjavik, Iceland.",,,pub.1001519781,ur.01357013521.31,Larus J,Gudmundsson
,,,,,"Division of Communicable Disease Prevention and Control, Primary Health Care of the Capital Area, Reykjavik, Iceland.",,,pub.1001519781,,Kai,Blondal
,,,,,"deCODE genetics/Amgen Inc., Reykjavik, Iceland.",,,pub.1001519781,ur.01061240155.82,Arnaldur,Gylfason
,,,,,"deCODE genetics/Amgen Inc., Reykjavik, Iceland.",,,pub.1001519781,ur.01025022663.19,Sigurjon Axel,Gudjonsson
,,,,,"deCODE genetics/Amgen Inc., Reykjavik, Iceland.",,,pub.1001519781,ur.01107340516.68,Hafdis T,Helgadottir
