journal_id,title,total
jour.1024950,BMC Neurology,93
jour.1346343,Pediatrics International,93
jour.1088364,Cancer Chemotherapy and Pharmacology,93
jour.1034153,Nature Reviews Clinical Oncology,93
jour.1034606,American Society of Clinical Oncology Educational Book,93
jour.1294896,Clinical Chemistry and Laboratory Medicine,93
jour.1100328,Cytokine,92
jour.1024634,BMC Ophthalmology,92
jour.1327417,BMC Health Services Research,92
jour.1313717,Hypertension Research,91
jour.1116755,Journal of Gastrointestinal Surgery,91
jour.1046587,Multiple Sclerosis and Related Disorders,91
jour.1312040,Acta Neurologica Scandinavica,91
jour.1097289,Free Radical Biology and Medicine,91
jour.1014535,The American Journal of Medicine,91
jour.1119333,Nicotine & Tobacco Research,91
jour.1018250,Obstetrics and Gynecology,91
jour.1319819,Experimental and Clinical Endocrinology & Diabetes,91
jour.1319807,Circulation Journal,91
jour.1095822,Journal of Pediatric Endocrinology and Metabolism,90
jour.1037414,ACS Chemical Biology,90
jour.1112096,Menopause The Journal of The North American Menopause Society,90
jour.1017007,American Journal of Clinical Pathology,90
jour.1084827,The Journal of Dermatology,90
jour.1034414,Pharmacogenetics and Genomics,90
jour.1045551,Ecology and Evolution,89
jour.1114579,Chemistry - A European Journal,89
jour.1102370,Clinical Dysmorphology,89
jour.1297394,JAMA Pediatrics,89
jour.1284215,Bipolar Disorders,89
jour.1327425,Environmental Health,89
jour.1040221,Frontiers in Molecular Neuroscience,89
jour.1102168,Journal of Diabetes and its Complications,88
jour.1297380,Molecular Genetics and Genomics,88
jour.1036847,International Journal of Stroke,88
jour.1300829,Communications Biology,88
jour.1096314,Journal of Child Neurology,88
jour.1017709,Metabolism,88
jour.1020739,Current Opinion in Plant Biology,88
jour.1098220,Surgical Endoscopy,88
jour.1048911,Frontiers in Pediatrics,88
jour.1017908,Psychosomatic Medicine,87
jour.1043829,Journal of Cancer,87
jour.1053721,Kidney International Reports,87
jour.1112251,Endocrine,87
jour.1059014,Der Chirurg,87
jour.1117817,Genetic Testing and Molecular Biomarkers,86
jour.1294967,Journal of Genetics and Genomics,86
jour.1004729,European Archives of Psychiatry and Clinical Neuroscience,86
jour.1044598,Frontiers in Psychology,86
jour.1043052,Nanoscale,85
jour.1020976,Neoplasia,85
jour.1112430,Journal of Viral Hepatitis,85
jour.1082487,Der Ophthalmologe,85
jour.1101214,Journal of Magnetic Resonance Imaging,85
jour.1100036,European Journal of Gastroenterology & Hepatology,85
jour.1312227,Journal of Neural Transmission,85
jour.1076964,臨床血液,84
jour.1024943,BMC Geriatrics,84
jour.1102827,Statistical Methods in Medical Research,84
jour.1320608,Human Genome Variation,84
jour.1048786,The Lancet Global Health,84
jour.1049237,Clinical Case Reports,84
jour.1036533,Molecular Neurodegeneration,84
jour.1077197,Journal of Neurochemistry,84
jour.1024955,BMC Pulmonary Medicine,84
jour.1040339,Circulation Cardiovascular Imaging,84
jour.1116251,Respirology,83
jour.1034718,Molecular Systems Biology,83
jour.1092815,Journal of Cerebral Blood Flow & Metabolism,83
jour.1021565,Journal of the American Medical Directors Association,83
jour.1097053,Alzheimer Disease & Associated Disorders,83
jour.1057918,Journal of Molecular Medicine,83
jour.1018807,Mayo Clinic Proceedings,82
jour.1103723,Methods,82
jour.1012116,Environmental Science & Technology,82
jour.1044677,Pregnancy Hypertension,82
jour.1119336,Prostate Cancer and Prostatic Diseases,82
jour.1027203,Journal of Cellular and Molecular Medicine,82
jour.1053068,Cell Chemical Biology,81
jour.1082013,British Journal of Clinical Pharmacology,81
jour.1292489,Current Developments in Nutrition,81
jour.1091846,Human Immunology,81
jour.1087073,Toxicology Letters,81
jour.1345191,Molecular Nutrition & Food Research,81
jour.1034001,Journal of Neuroinflammation,81
jour.1102146,Lupus,80
jour.1312070,Journal of Medical Internet Research,80
jour.1092399,Current Eye Research,80
jour.1098046,Environmental Pollution,80
jour.1297378,BJOG An International Journal of Obstetrics & Gynaecology,80
jour.1044673,Theranostics,80
jour.1098469,Epilepsy Research,80
jour.1045812,Cold Spring Harbor Perspectives in Medicine,80
jour.1089606,Molecular Immunology,80
jour.1284474,Nature Ecology & Evolution,79
jour.1358828,The Medical Journal of Australia,79
jour.1085139,Neuroscience,79
jour.1039397,Autism Research,79
jour.1009938,FEBS Letters,79
jour.1029582,Reproductive BioMedicine Online,79
jour.1050825,The Lancet Haematology,79
jour.1116984,Depression and Anxiety,79
jour.1045793,Brain and Behavior,78
jour.1297401,European Journal of Nuclear Medicine and Molecular Imaging,78
jour.1295039,JAIDS Journal of Acquired Immune Deficiency Syndromes,78
jour.1021574,"The journal of nutrition, health & aging",78
jour.1043441,Standards in Genomic Sciences,78
jour.1037308,Cold Spring Harbor Protocols,78
jour.1056681,Journal of Clinical Epidemiology,78
jour.1042948,Journal of Ophthalmology,78
jour.1313391,Neurology Neuroimmunology & Neuroinflammation,78
jour.1036821,The Plant Genome,78
jour.1312072,Molecules,78
jour.1029716,Nature Reviews Cancer,77
jour.1034737,International Journal of Endocrinology and Metabolism,77
jour.1047721,Journal of Materials Chemistry A,77
jour.1014429,Der Internist,77
jour.1038307,Retinal Cases & Brief Reports,77
jour.1097935,European Journal of Cardio-thoracic Surgery,77
jour.1032884,BMC Biology,76
jour.1077105,Journal of Molecular Biology,76
jour.1294830,Journal of Proteomics,76
jour.1025069,Mitochondrion,76
jour.1086165,Journal of Cataract & Refractive Surgery,76
jour.1039046,Biotechnology for Biofuels,76
jour.1017782,European Journal of Obstetrics & Gynecology and Reproductive Biology,76
jour.1091177,Behavioural Brain Research,76
jour.1007023,Bulletin du Cancer,76
jour.1086960,Progress in Neuro-Psychopharmacology and Biological Psychiatry,76
jour.1106107,Oncology Reports,76
jour.1098650,Mechanisms of Development,75
jour.1016717,Revue des Maladies Respiratoires,75
jour.1313351,Transfusion,75
jour.1094201,Investigational New Drugs,75
jour.1157751,The Lancet Gastroenterology & Hepatology,75
jour.1117081,neurogenetics,75
jour.1031030,Molecular Cancer,75
jour.1023032,Plant Science,75
jour.1053748,npj Genomic Medicine,75
jour.1085727,Spine,74
jour.1100561,Journal of Dermatological Science,74
jour.1100427,International Psychogeriatrics,74
jour.1024935,BMC Cardiovascular Disorders,74
jour.1014183,The Journal of Steroid Biochemistry and Molecular Biology,74
jour.1043709,Molecular Autism,74
jour.1040139,Deutsches Aerzteblatt Online,73
jour.1046379,Stem Cells Translational Medicine,73
jour.1017442,Heredity,73
jour.1345339,Plastic & Reconstructive Surgery,73
jour.1294997,JDDG Journal der Deutschen Dermatologischen Gesellschaft,73
jour.1047804,JACC Heart Failure,73
jour.1312098,Journal of Neurosurgery Pediatrics,73
jour.1016843,Clinical Science,73
jour.1042041,OncoTargets and Therapy,73
jour.1017681,Journal of Agricultural and Food Chemistry,73
jour.1031390,Cancer Research and Treatment,73
jour.1089335,Clinical Cardiology,72
jour.1009747,Journal of Gastroenterology,72
jour.1021332,Organic Letters,72
jour.1023084,Acta Horticulturae,72
jour.1017075,Biochemistry,72
jour.1040340,Circulation Heart Failure,72
jour.1091386,Appetite,72
jour.1115265,Molecular Vision,72
jour.1055549,Seminars in Arthritis and Rheumatism,72
jour.1101273,Psychiatric Genetics,72
jour.1043285,Journal of Hepato-Biliary-Pancreatic Sciences,72
jour.1294873,Journal of Integrative Plant Biology,71
jour.1011829,Journal of Leukocyte Biology,71
jour.1022099,American Journal of Physiology - Lung Cellular and Molecular Physiology,71
jour.1021979,International Journal of Hygiene and Environmental Health,71
jour.1101293,Bioorganic & Medicinal Chemistry Letters,71
jour.1011587,Journal of Microbiology Immunology and Infection,71
jour.1014910,Japanese Journal of Clinical Oncology,71
jour.1006102,Journal of Pediatric Surgery,71
jour.1098445,Diseases of the Esophagus,71
jour.1005673,Japanese Journal of Ophthalmology,70
jour.1284414,Ophthalmology Retina,70
jour.1036174,Journal of Oncology Practice,70
jour.1011329,Hormone and Metabolic Research,70
jour.1024631,BMC Pregnancy and Childbirth,70
jour.1054677,Internal Medicine Journal,70
jour.1005966,Journal of Cellular Physiology,70
jour.1100326,Molecular Biology of the Cell,70
jour.1039458,Filaria Journal,70
jour.1019669,Archives of Toxicology,70
jour.1041209,Circulation Cardiovascular Interventions,70
jour.1007353,Cortex,70
jour.1100928,Mammalian Genome,70
jour.1086261,Food Chemistry,70
jour.1098658,Journal of Human Hypertension,69
jour.1017219,Annals of Allergy Asthma & Immunology,69
jour.1039110,Molecular Cytogenetics,69
jour.1007918,Australian & New Zealand Journal of Psychiatry,69
jour.1101448,Melanoma Research,69
jour.1008525,Acta Diabetologica,69
jour.1047386,European Heart Journal Acute Cardiovascular Care,69
jour.1007277,Journal of General Virology,69
jour.1029997,Genes Brain & Behavior,69
jour.1028483,The Cerebellum,69
jour.1050226,Lupus Science & Medicine,69
jour.1137270,Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease,69
jour.1044501,American Journal of Cancer Research,69
jour.1050780,Molecular & Cellular Oncology,69
jour.1039204,Early Intervention in Psychiatry,69
jour.1086446,World Journal of Surgery,68
jour.1041668,Viruses,68
jour.1102620,Quality of Life Research,68
jour.1104690,Journal of Atherosclerosis and Thrombosis,68
jour.1034526,Global Heart,68
jour.1051297,Alzheimer's & Dementia: Translational Research & Clinical Interventions,68
jour.1103604,Molecular Phylogenetics and Evolution,68
jour.1024957,BMC Musculoskeletal Disorders,68
jour.1007902,Virology,68
jour.1043541,Clinical Epidemiology,68
jour.1095018,Journal of Assisted Reproduction and Genetics,68
jour.1092504,European Journal of Radiology,68
jour.1129018,Advanced Materials,68
jour.1009788,Journal of Electrocardiology,68
jour.1000068,Acta Paediatrica,68
jour.1048375,Physiological Reports,68
jour.1092645,American Journal of Nephrology,68
jour.1095180,Journal of Neurotrauma,67
jour.1096240,"Cancer Immunology, Immunotherapy",67
jour.1085116,Contact Dermatitis,67
jour.1094713,Pediatric Dermatology,67
jour.1052971,Journal of Global Oncology,67
jour.1017523,Experimental Cell Research,67
jour.1016936,Acta Obstetricia Et Gynecologica Scandinavica,67
jour.1111857,Plant and Cell Physiology,67
jour.1053404,mSystems,67
jour.1039955,Translational Oncology,67
jour.1095828,Pediatric Pulmonology,67
jour.1096464,Pediatric Surgery International,66
jour.1046459,Journal of Global Health,66
jour.1031445,Annals of Hepatology,66
jour.1031133,Sensors and Actuators B Chemical,66
jour.1297407,The FEBS Journal,66
jour.1019290,Yonsei Medical Journal,66
jour.1297434,Hepatology Research,66
jour.1312031,The Journal of Physiology,66
jour.1116168,Journal of Attention Disorders,65
jour.1095848,BioEssays,65
jour.1018712,European Journal Of Haematology,65
jour.1099274,Annals of Medicine,65
jour.1029371,The World Journal of Biological Psychiatry,65
jour.1006333,Clinical & Experimental Immunology,65
jour.1097669,Genomics,65
jour.1046945,Andrology,65
jour.1043047,Molecular Syndromology,65
jour.1033801,International Journal of Behavioral Nutrition and Physical Activity,65
jour.1102933,Journal of Sleep Research,65
jour.1030387,Geriatrics and Gerontology International,64
jour.1049365,Plastic & Reconstructive Surgery Global Open,64
jour.1024942,BMC Gastroenterology,64
jour.1089510,International Ophthalmology,64
jour.1047869,JMIR Research Protocols,64
jour.1100486,Journal of Dental Research,64
jour.1101246,Plant Molecular Biology,63
jour.1085440,Psychopharmacology,63
jour.1017354,European Journal of Pediatrics,63
jour.1089092,Læknablaðið,63
jour.1036306,Journal of Exposure Science & Environmental Epidemiology,63
jour.1081624,Cancer Treatment Reviews,63
jour.1297510,Trends in Molecular Medicine,63
jour.1046377,Biology Open,63
jour.1021961,Clinical Breast Cancer,63
jour.1096341,The Laryngoscope,63
jour.1101334,Molecular Plant-Microbe Interactions,62
jour.1297149,Contemporary Clinical Trials,62
jour.1284335,Science Immunology,62
jour.1048608,Protocol Exchange,62
jour.1035853,Pediatric Obesity,62
jour.1284288,Asia-Pacific Journal of Ophthalmology,62
jour.1017077,Biometrics,62
jour.1039047,BMC Proceedings,62
jour.1327740,Headache The Journal of Head and Face Pain,62
jour.1119273,Physiological Genomics,62
jour.1089641,Calcified Tissue International,62
jour.1100487,Current Opinion in Lipidology,62
jour.1021471,Epileptic Disorders,62
jour.1096943,Journal of Korean Medical Science,62
jour.1038917,ACS Nano,61
jour.1019560,Annals of Human Genetics,61
jour.1032876,Advanced Functional Materials,61
jour.1099795,Critical Reviews in Oncology/Hematology,61
jour.1327616,European Urology Oncology,61
jour.1017964,Laboratory Investigation,61
jour.1011872,Biology of Reproduction,61
jour.1312129,American Journal of Public Health,61
jour.1031021,Cardiovascular Diabetology,61
jour.1047815,Endocrine Connections,61
jour.1021142,Applied Immunohistochemistry & Molecular Morphology,61
jour.1106221,DNA Research,61
jour.1101692,Cellular Physiology and Biochemistry,60
jour.1297389,Journal of Clinical Virology,60
jour.1319954,Journal of Pain,60
jour.1099482,Development and Psychopathology,60
jour.1048308,United European Gastroenterology Journal,60
jour.1019755,Immunogenetics,60
jour.1005851,Experimental Gerontology,60
jour.1117831,Pediatric Transplantation,60
jour.1358157,Annales de Pathologie,60
jour.1096381,International Journal of Colorectal Disease,60
jour.1094159,Journal of Experimental & Clinical Cancer Research,60
jour.1052988,npj Breast Cancer,60
jour.1020959,Gastric Cancer,60
jour.1095181,Chronobiology International,60
jour.1116739,Aging & Mental Health,60
jour.1312223,Neuropathology,60
jour.1016766,Hormone Research in Paediatrics,60
jour.1011563,Annals of Work Exposures and Health,60
jour.1294812,Scandinavian Journal of Public Health,60
jour.1041422,Journal of Diabetes,59
jour.1050038,Open Heart,59
jour.1021258,Archives of Iranian medicine,59
jour.1052099,RMD Open,59
jour.1029433,Expert Review of Molecular Diagnostics,59
jour.1088823,Cancer & chemotherapy,59
jour.1040224,Frontiers in Cellular Neuroscience,59
jour.1091102,Pediatric Cardiology,59
jour.1007934,Plant Disease,59
jour.1020133,Medical Physics,59
jour.1104217,Ocular Immunology and Inflammation,59
jour.1018190,Nederlands Tijdschrift voor Geneeskunde,59
jour.1038861,Journal of the American Society of Hypertension,59
jour.1049578,Molecular Genetics and Metabolism Reports,59
jour.1025429,The International Journal of Cardiovascular Imaging,59
jour.1294865,Nature Reviews Gastroenterology & Hepatology,59
jour.1084398,"Scandinavian Journal of Work, Environment & Health",59
jour.1093445,International Journal of Gynecological Pathology,58
jour.1082976,Proceedings of The Nutrition Society,58
jour.1045614,Journal of Parkinson's Disease,58
jour.1051102,Cellular and Molecular Gastroenterology and Hepatology,58
jour.1319505,iScience,58
jour.1030201,Aging Clinical and Experimental Research,58
jour.1015495,Journal of Cellular Biochemistry,58
jour.1036168,Nature Reviews Rheumatology,58
jour.1020799,Colorectal Disease,58
jour.1043459,Toxins,58
jour.1020093,Journal of Cutaneous Pathology,58
jour.1056924,Brain Structure and Function,58
jour.1002487,Annals of the New York Academy of Sciences,57
jour.1113738,Current Oncology,57
jour.1033252,Human Genomics,57
jour.1055590,Ugeskrift for Laeger,57
jour.1102404,Pharmacoepidemiology and Drug Safety,57
jour.1345278,Nature Reviews Endocrinology,57
jour.1047596,Emerging Microbes & Infections,57
jour.1117575,Brain Research,57
jour.1043601,Protein & Cell,57
jour.1284425,Hepatology Communications,57
jour.1008871,Clinical Biochemistry,57
jour.1046605,Open Biology,57
