,assignee_names,assignees,filing_status,granted_year,id,inventor_names,publication_date,times_cited,title,year
1335,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMACEUTICALS SA', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2016.0,US-9266834-B2,"['Hassan Julien Imogai', 'Jose Maria Cid-Nunez', 'Jose Ignacio Andres-Gil', 'Andres Avelino Trabanco-Suarez', 'JULEN OYARZABAL SANTAMARINA', 'Frank Matthias Dautzenberg', 'Gregor James MacDonald', 'SHRILEY ELIZABETH PULLAN', 'Robert Johannes Lutjens', 'Guillaume Albert Jacques Duvey', 'Vanthea Nhem', 'Terry Patrick Finn', 'Gagik Melikyan']",2016-02-23,,"1, 4-disubstituted 3-cyano-pyridone derivatives and their use as positive allosteric modulators of MGLUR2-receptors",2014
1336,"['AGRONOMIQUE INST NAT RECH', 'CONSIGLIO NAZIONALE RICERCHE', 'MARTIN FRANCIS', 'MURAT-FURMINIEUX CLAUDE', 'PAOLOCCI FRANCESCO', 'RUBINI ANDREA', 'RICCIONI CLAUDIA', 'BELFIORI BEATRICE', 'ARCIONI SERGIO']","[{'id': 'grid.5326.2', 'acronym': 'CNR', 'name': 'National Research Council', 'country_name': 'Italy'}, {'id': 'grid.414548.8', 'acronym': 'INRA ', 'name': 'French National Institute for Agricultural Research', 'country_name': 'France'}]",Application,,WO-2012032098-A1,"['Arcioni, Sergio', 'Belfiori, Béatrice', 'MARTIN, Françis', 'Murat-Furminieux, Claude', 'Paolocci, Francesco', 'Riccioni, Claudia', 'Rubini, Andrea']",2012-03-15,,MOLECULAR METHOD FOR THE IDENTIFICATION OF MATING TYPE GENES OF TRUFFLES SPECIES,2011
1337,['BABRAHAM INST'],"[{'id': 'grid.418195.0', 'name': 'Babraham Institute', 'country_name': 'United Kingdom'}]",Application,,WO-2017208001-A1,"['FRASER, PETER', 'SCHOENFELDER, Stefan', 'SPIVAKOV, Mikhail']",2017-12-07,,BIOMARKERS FOR PLATELET DISORDERS,2017
1338,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'CID-NUNEZ JOSE MARIA', 'TRABANCO-SUAREZ ANDRES AVELINO', 'MACDONALD GREGOR JAMES', 'DUVEY GUILLAUME ALBERT JACQUES', 'LUTJENS ROBERT JOHANNES', 'FINN TERRY PATRICK', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2015.0,US-9114138-B2,"['Jose Maria Cid-Nunez', 'Andres Avelino Trabanco-Suarez', 'Gregor James MacDonald', 'Guillaume Albert Jacques Duvey', 'Robert Johannes Lutjens', 'Terry Patrick Finn']",2015-08-25,,"1′,3′-disubstituted-4-phenyl-3,4,5,6-tetrahydro-2H,1′H-[1,4′] bipyridinyl-2′-ones",2008
1339,"['Case Western Reserve University', 'UNIV CASE WESTERN RESERVE']","[{'id': 'grid.67105.35', 'acronym': 'CWRU', 'name': 'Case Western Reserve University', 'country_name': 'United States'}]",Grant,2018.0,US-10064594-B2,"['Anant Madabhushi', 'Mahdi Orooji', 'Mirabela Rusu', 'Philip Linden', 'Robert Gilkeson', 'Nathaniel Mason Braman', 'Mehdi Alilou']",2018-09-04,,Characterizing disease and treatment response with quantitative vessel tortuosity radiomics,2016
1340,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'CID-NUNEZ JOSE MARIA', 'DE LUCAS OLIVARES ANA ISABEL', 'TRABANCO-SUAREZ ANDRES AVELINO', 'MACDONALD GREGOR JAMES', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2014.0,US-8716480-B2,"['Jose Maria Cid-Nunez', 'Ana Isabel De Lucas Olivares', 'Andres Avelino Trabanco-Suarez', 'Gregor James MacDonald']",2014-05-06,1.0,"7-aryl-1,2,4-triazolo[4,3-a]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors",2010
1341,"['Cardiac Pacemakers Inc', 'CARDIAC PACEMAKERS INC']","[{'id': 'grid.418905.1', 'acronym': 'BSC', 'name': 'Boston Scientific (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9232897-B2,"['Pramodsingh Hirasingh Thakur', 'Abhilash Patangay', 'Craig Stolen', 'Timothy Meyer']",2016-01-12,2.0,Integrating device-based sensors and bedside biomarker assays to detect worsening heart failure,2013
1342,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'CID-NUNEZ JOSE MARIA', 'TRABANCO-SUAREZ ANDRES AVELINO', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2014.0,US-8697689-B2,"['Jose Maria Cid-Nunez', 'Andres Avelino Trabanco-Suarez']",2014-04-15,1.0,Indole and benzomorpholine derivatives as modulators of metabotropic glutamate receptors,2009
1343,"['Janssen Cilag SA', 'Janssen Pharmaceuticals Inc', 'CID-NÚÑEZ JOSÉ MARIA', 'TRABANCO-SUÁREZ ANDRÉS AVELINO', 'VEGA RAMIRO JUAN ANTONIO', 'OEHLRICH DANIEL', 'TRESADERN GARY JOHN', 'MACDONALD GREGOR JAMES', 'JANSSEN PHARMACEUTICALS INC']",,Grant,2015.0,US-9012448-B2,"['José Maria Cid-Núñez', 'Andrés Avelino Trabanco-Suárez', 'Juan Antonio Vega Ramiro', 'Daniel Oehlrich', 'Gary John Tresadern', 'Gregor James MacDonald']",2015-04-21,8.0,"1,2,4-triazolo[4,3-a]pyridine derivatives and their use as positive allosteric modulators of MGLUR2 receptors",2011
1344,"['Cirrus Logic International Semiconductor Ltd', 'Cirrus Logic Inc', 'CIRRUS LOGIC INT SEMICONDUCTOR LTD', 'CIRRUS LOGIC INC']","[{'id': 'grid.422749.e', 'name': 'Cirrus Logic International (United Kingdom)', 'country_name': 'United Kingdom'}, {'id': 'grid.471095.e', 'name': 'Cirrus Logic (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-10008992-B1,"['Lei Zhu', 'Xin Zhao', 'Alan Mark Morton', 'Tejasvi Das', 'Ku He', 'Xiaofan Fei']",2018-06-26,,Switching in amplifier with configurable final output stage,2017
1345,['BIONORICA SE'],"[{'id': 'grid.476113.6', 'name': 'Bionorica (Germany)', 'country_name': 'Germany'}]",Application,,WO-2013113772-A1,"['WUTTKE, WOLFGANG', 'SEIDLOVÁ-WUTTKE, Dana']",2013-08-08,,MEDICATION CONTAINING CIMICIFUGA FOR USE IN THE TREATMENT OF SARCOPENIA AND MYOCARDIAL INSUFFICIENCY,2013
1346,"['Institut National de la Recherche Agronomique INRA', 'Consiglio Nazionale Delle Richerche', 'AGRONOMIQUE INST NAT RECH', 'CONSIGLIO NAZIONALE RICERCHE']","[{'id': 'grid.414548.8', 'acronym': 'INRA ', 'name': 'French National Institute for Agricultural Research', 'country_name': 'France'}, {'id': 'grid.5326.2', 'acronym': 'CNR', 'name': 'National Research Council', 'country_name': 'Italy'}]",Application,,EP-2426215-A1,"['MARTIN, FRANCIS', 'Murat-Furminieux, Claude', 'Paolocci, Francesco', 'Rubini, Andrea', 'Riccioni, Claudia', 'Belfiori, Béatrice', 'Arcioni, Sergio']",2012-03-07,,Molecular method for the identification of mating type genes of truffles species,2010
1347,"['Allergan Pharmaceuticals International Ltd', 'ALLERGAN PHARMACEUTICALS INTERNATIONAL LTD']","[{'id': 'grid.472734.1', 'name': 'Allergan (Ireland)', 'country_name': 'Ireland'}]",Grant,2017.0,US-9820946-B2,"['Brendan Muldoon', 'Ryan Gerald Loughlin', 'Gerarde SWEENEY', 'Emma Karen BOYD']",2017-11-21,,Pharmaceutical soft gelatin capsule dosage form with modified guar gum,2014
1348,"['Janssen Pharmaceutica NV', 'Addex Therapeutics Ltd', 'TRABANCO-SUAREZ ANDRES AVELINO', 'TRESADERN GARY JOHN', 'VEGA RAMIRO JUAN ANTONIO', 'CID-NUNEZ JOSE MARIA', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}, {'id': 'grid.419619.2', 'name': 'Janssen (Belgium)', 'country_name': 'Belgium'}]",Grant,2014.0,US-8785486-B2,"['Andres Avelino Trabanco-Suarez', 'Gary John Tresadern', 'Juan Antonio Vega Ramiro', 'Jose Maria Cid-Nunez']",2014-07-22,,"Imidazo[1,2-A]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors",2008
1349,"['International Business Machines Corp', 'GUO SHANG Q', 'PALAKODETI RAMESH S', 'PURI RAJEEV', 'ROSU DANIELA', 'VENUGOPAL CASHCHAKANITHARA', 'WU FREDERICK Y', 'ZENG SAI', 'IBM']","[{'id': 'grid.410484.d', 'name': 'IBM (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9135056-B2,"['Shang Q. Guo', 'Ramesh S. Palakodeti', 'Rajeev Puri', 'Daniela Rosu', 'Cashchakanithara Venugopal', 'Frederick Y. Wu', 'Sai Zeng']",2015-09-15,,"Automated, controlled distribution and execution of commands and scripts",2012
1350,"['Telefonaktiebolaget LM Ericsson AB', 'ST ERICSSON SA']","[{'id': 'grid.425975.8', 'name': 'STMicroelectronics (Switzerland)', 'country_name': 'Switzerland'}, {'id': 'grid.28287.37', 'name': 'Ericsson (Sweden)', 'country_name': 'Sweden'}]",Grant,2016.0,US-9287874-B2,"['Pierangelo Confalonieri', 'Federico Guanziroli']",2016-03-15,,Level-shifting device,2013
1351,"['Cirrus Logic International Semiconductor Ltd', 'Cirrus Logic Inc', 'CIRRUS LOGIC INT SEMICONDUCTOR LTD', 'CIRRUS LOGIC INC']","[{'id': 'grid.422749.e', 'name': 'Cirrus Logic International (United Kingdom)', 'country_name': 'United Kingdom'}, {'id': 'grid.471095.e', 'name': 'Cirrus Logic (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9959856-B2,"['Aniruddha Satoskar', 'Daniel J. Allen', 'Edmund Mark Schneider']",2018-05-01,,Systems and methods for reducing artifacts and improving performance of a multi-path analog-to-digital converter,2015
1352,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'CID-NUNEZ JOSE MARIA', 'TRABANCO-SUAREZ ANDRES AVELINO', 'MACDONALD GREGOR JAMES', 'DUVEY GUILLAUME ALBERT JACQUES', 'LUTJENS ROBERT JOHANNES', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2015.0,US-9067891-B2,"['Jose Maria Cid-Nunez', 'Andres Avelino Trabanco-Suarez', 'Gregor James MacDonald', 'Guillaume Albert Jacques Duvey', 'Robert Johannes Lutjens']",2015-06-30,,"1,4-disubstituted 3-cyano-pyridone derivatives and their use as positive allosteric modulators of mGluR2-receptors",2012
1353,"['Cirrus Logic International Semiconductor Ltd', 'Cirrus Logic Inc', 'CIRRUS LOGIC INT SEMICONDUCTOR LTD', 'CIRRUS LOGIC INC']","[{'id': 'grid.422749.e', 'name': 'Cirrus Logic International (United Kingdom)', 'country_name': 'United Kingdom'}, {'id': 'grid.471095.e', 'name': 'Cirrus Logic (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9807504-B2,"['John L. Melanson', 'Aniruddha Satoskar']",2017-10-31,11.0,Multi-path analog front end and analog-to-digital converter for a signal processing system with low-pass filter between paths,2016
1354,"['University of Illinois', 'Northwestern University', 'UNIV ILLINOIS', 'UNIV NORTHWESTERN']","[{'id': 'grid.411030.7', 'name': 'University of Illinois System', 'country_name': 'United States'}, {'id': 'grid.16753.36', 'acronym': 'NU', 'name': 'Northwestern University', 'country_name': 'United States'}]",Grant,2017.0,US-9613911-B2,"['John A. Rogers', 'Jonathan Fan', 'Woon-Hong Yeo', 'Yewang SU', 'Yonggang Huang', 'Yihui Zhang']",2017-04-04,7.0,Self-similar and fractal design for stretchable electronics,2014
1355,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMACEUTICALS SA', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2016.0,US-9226930-B2,"['Jose Maria Cid-Nunez', 'Daniel Oehlrich', 'Andres Avelino Trabanco-Suarez', 'Gary John Tresadern', 'Juan Antonio Vega Ramiro', 'Gregor James MacDonald']",2016-01-05,1.0,"1,2,4-triazolo [4,3-a] pyridine derivatives and their use for the treatment of prevention of neurological and psychiatric disorders",2014
1356,"['Cirrus Logic International Semiconductor Ltd', 'Cirrus Logic Inc', 'CIRRUS LOGIC INT SEMICONDUCTOR LTD', 'CIRRUS LOGIC INC']","[{'id': 'grid.422749.e', 'name': 'Cirrus Logic International (United Kingdom)', 'country_name': 'United Kingdom'}, {'id': 'grid.471095.e', 'name': 'Cirrus Logic (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9929703-B1,"['Xin Zhao', 'Tejasvi Das', 'Xiaofan Fei', 'Alan Mark Morton']",2018-03-27,3.0,Amplifier with configurable final output stage,2016
1357,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'CID-NUNEZ JOSE MARIA', 'TRABANCO-SUAREZ ANDRES AVELINO', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2014.0,US-8691849-B2,"['Jose Maria Cid-Nunez', 'Andres Avelino Trabanco-Suarez']",2014-04-08,,3-azabicyclo[3.1.0]hexyl derivatives as modulators of metabotropic glutamate receptors,2009
1358,"['CHEN ZHONGWEI', 'CHEN ZHU']",,Grant,2017.0,US-9590253-B2,"['Zhongwei Chen', 'Zhu Chen']",2017-03-07,,Core-shell structured bifunctional catalysts for metal air battery/fuel cell,2013
1359,"['Velocys Inc', 'LEVINESS STEPHEN CLAUDE', 'GREAGER IVAN', 'VELOCYS INC']","[{'id': 'grid.427273.7', 'name': 'Oxford Catalysts Group (United States)', 'country_name': 'United States'}]",Application,,US-20160289545-A1,"['Stephen Claude Leviness', 'Ivan Greager']",2016-10-06,,Generation of Hydrocarbon Fuels Having a Reduced Environmental Impact,2016
1360,['LIGAND PHARM INC'],"[{'id': 'grid.418267.e', 'name': 'Ligand Pharmaceuticals (United States)', 'country_name': 'United States'}]",Application,,WO-2013134311-A1,"['ZHI, LIN']",2013-09-12,,STEROID HORMONE AND CHOLESTEROL PATHWAYS AS ONE UNIFIED HOMESTATIC SYSTEM,2013
1361,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMACEUTICALS SA', 'ADDEX PHARMA, S.A.']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2018.0,US-10071095-B2,"['Jose Maria Cid-Nunez', 'Daniel Oehlrich', 'Andres Avelino Trabanco-Suarez', 'Gary John Tresadern', 'Juan Antonio Vega Ramiro', 'Gregor James MACDONOLD']",2018-09-11,,"1,2,4-triazolo [4,3-A] pyridine derivatives and their use for the treatment of neurological and psychiatric disorders",2017
1362,"['UNIV ANTWERPEN', 'AUGUSTYNS KOEN', 'VAN DER VEKEN PIETER', 'MESSAGIE JONAS', 'JOOSSENS JURGEN', 'LAMBEIR ANNE-MARIE']","[{'id': 'grid.5284.b', 'name': 'University of Antwerp', 'country_name': 'Belgium'}]",Application,,WO-2012152807-A1,"['AUGUSTYNS, KOEN', 'JOOSSENS, JURGEN', 'LAMBEIR, ANNE-MARIE', 'MESSAGIE, Jonas', 'VAN DER VEKEN, PIETER']",2012-11-15,2.0,ACTIVITY-BASED PROBES FOR THE UROKINASE PLASMINOGEN ACTIVATOR,2012
1363,"['MathWorks Inc', 'MATHWORKS INC']","[{'id': 'grid.471101.2', 'name': 'MathWorks (United States)', 'country_name': 'United States'}]",Application,,US-20140365992-A1,"['David Maclay', 'Matej URBAS']",2014-12-11,2.0,BEHAVIOR INVARIANT OPTIMIZATION OF MAXIMUM EXECUTION TIMES FOR MODEL SIMULATION,2014
1364,"['Pfizer Inc', 'PFIZER']","[{'id': 'grid.410513.2', 'acronym': 'Pfizer', 'name': 'Pfizer (United States)', 'country_name': 'United States'}]",Application,,US-20070248611-A1,"['Chia-Yang Lin', 'Arnon Rosenthal', 'Jennifer Stratton']",2007-10-25,5.0,METHODS WANTED FOR TREATING UNWANTED WEIGHT LOSS OR EATING DISORDERS BY ADMINISTERING A TRKB AGONIST,2007
1365,"['University of California', 'University of Illinois', 'BP Corporation North America Inc', 'GLASS N LOUISE', 'TIAN CHAOGUANG', 'BEESON IV WILLIAM T', 'ZHAO HUIMIN', 'DU JING', 'CHOI JIN HO', 'DOUDNA CATE JAMES H', 'GALAZKA JONATHAN M', 'HA SUK-JIN', 'JIN YONG-SU', 'KIM SOO RIN', 'LI SIJIN', 'YANG XIAOMIN', 'UNIV CALIFORNIA', 'UNIV ILLINOIS', 'BP CORP NORTH AMERICA INC']","[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}, {'id': 'grid.411030.7', 'name': 'University of Illinois System', 'country_name': 'United States'}, {'id': 'grid.431411.2', 'name': 'BP (United States)', 'country_name': 'United States'}]",Grant,2013.0,US-8431360-B2,"['N. Louise Glass', 'Chaoguang Tian', 'William T. Beeson, IV', 'Huimin Zhao', 'Jing Du', 'Jin Ho Choi', 'James H. Doudna Cate', 'Jonathan M. Galazka', 'Suk-Jin Ha', 'Yong-Su Jin', 'Soo Rin Kim', 'Sijin Li', 'XiaoMin Yang']",2013-04-30,7.0,"Methods and compositions for improving sugar transport, mixed sugar fermentation, and production of biofuels",2010
1366,"['ANGUS CHEMICAL', 'GREEN GEORGE D', 'SWEDO RAYMOND']","[{'id': 'grid.418574.b', 'name': 'Dow Chemical Company (United States)', 'country_name': 'United States'}]",Application,,WO-2013003538-A1,"['GREEN, GEORGE D.', 'SWEDO, RAYMOND']",2013-01-03,2.0,BIPHENOL ETHER COMPOUNDS,2012
1367,"['CIRRUS LOGIC INT SEMICONDUCTOR LTD', 'ZHAO XIN']",,Application,,WO-2018063878-A1,"['ZHAO, XIN', 'DAS, TEJASVI', 'FEI, XIAOFAN', 'MORTON, ALAN MARK']",2018-04-05,,AMPLIFIER WITH CONFIGURABLE FINAL OUTPUT STAGE,2017
1368,"['Johns Hopkins University', 'SGOUROS GEORGE', 'HOBBS ROBERT', 'UNIV JOHNS HOPKINS']","[{'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}]",Grant,2017.0,US-9757084-B2,"['George Sgouros', 'Robert Hobbs']",2017-09-12,,Method and system for administering radiopharmaceutical therapy (RPT),2011
1369,"['STATE UNIVERSITY OF YEREVAN', 'Addex Therapeutics Ltd', 'Janssen Cilag SA', 'Janssen Pharmaceuticals Inc', 'CID-NUNEZ JOSE MARIA', 'ANDRES-GIL JOSE IGNACIO', 'TRABANCO-SUAREZ ANDRES AVELINO', 'OYARZABAL SANTAMARINA JULEN', 'DAUTZENBERG FRANK MATTHIAS', 'MACDONALD GREGOR JAMES', 'PULLAN SHIRLEY ELIZABETH', 'LUTJENS ROBERT JOHANNES', 'DUVEY GUILLAUME ALBERT JACQUES', 'NHEM VANTHEA', 'FINN TERRY PATRICK', 'MELIKYAN GAGIK', 'MUTEL VINCENT', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMACEUTICALS SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}, {'id': 'grid.21072.36', 'acronym': 'YSU', 'name': 'Yerevan State University', 'country_name': 'Armenia'}]",Grant,2014.0,US-8841323-B2,"['Hassan Julien Imogai', 'Jose Maria Cid-Nunez', 'Jose Ignacio Andres-Gil', 'Andres Avelino Trabanco-Suarez', 'Julen Oyarzabal Santamarina', 'Frank Matthias Dautzenberg', 'Gregor James MacDonald', 'Shirley Elizabeth Pullan', 'Robert Johannes Lutjens', 'Guillaume Albert Jacques Duvey', 'Vanthea Nhem', 'Terry Patrick Finn', 'Gagik Melikyan']",2014-09-23,,"1, 4-disubstituted 3-cyano-pyridone derivatives and their use as positive allosteric modulators of MGLUR2-receptors",2007
1370,"['Cirrus Logic Inc', 'CIRRUS LOGIC INC']","[{'id': 'grid.471095.e', 'name': 'Cirrus Logic (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9998823-B2,"['Ku He', 'Tejasvi Das', 'John L. Melanson', 'Anniruddha Satoskar']",2018-06-12,,Systems and methods for reduction of audio artifacts in an audio system with dynamic range enhancement,2014
1371,"['Empire Technology Development LLC', 'CASASANTA VINCENZO', 'EMPIRE TECHNOLOGY DEV LLC']","[{'id': 'grid.254444.7', 'acronym': 'WSU', 'name': 'Wayne State University', 'country_name': 'United States'}, {'id': 'grid.480111.d', 'name': 'ConvergeOne (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9350012-B2,['Vincenzo Casasanta'],2016-05-24,,Rechargeable organosodium polymer battery,2011
1372,"['BRAIN Biotechnology Research and Information Network AG', 'BRAIN BIOTECHNOLOGY RES & INFORMATION NETWORK AG']",,Grant,2017.0,US-9585865-B2,"['Michael Krohn', 'Holger Zinke']",2017-03-07,,Small molecule modulators of the cold and menthol receptor TRPM8,2014
1373,"['Wistar Institute, The', 'WISTAR INST']","[{'id': 'grid.251075.4', 'name': 'The Wistar Institute', 'country_name': 'United States'}]",Grant,2018.0,US-9903870-B2,"['David W. Speicher', 'Hsin Yao Tang', 'Lynn A. Beer']",2018-02-27,,Methods and compositions for the diagnosis of ovarian cancer,2013
1374,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMACEUTICALS SA', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2017.0,US-9737533-B2,"['Jose Maria Cid-Nunez', 'Daniel Oehlrich', 'Andres Avelino Trabanco-Suarez', 'Gary John Tresadern', 'Juan Antonio Vega Ramiro', 'Gregor James MacDonald']",2017-08-22,1.0,"1,2,4-triazolo [4,3-A] pyridine derivatives and their use for the treatment of prevention of neurological and psychiatric disorders",2015
1375,"['AVEO Pharmaceuticals Inc', 'AVEO PHARMACEUTICALS INC']","[{'id': 'grid.427642.1', 'name': 'AVEO Pharmaceuticals (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9175076-B2,"['Lorena Lerner', 'Sandra Abbott', 'Ailin Bai', 'Ting Chen', 'Maria Isabel Chiu', 'Qing Liu', 'Laura Poling', 'Nianjun Tao', 'Solly Weiler', 'Zhigang Weng', 'William M. Winston, Jr.', 'Jeno Gyuris']",2015-11-03,1.0,Anti-GDF15 antibodies,2013
1376,"['JOSLIN DAIBETES CENTER', 'SANOFI SA']","[{'id': 'grid.417924.d', 'name': 'Sanofi (France)', 'country_name': 'France'}]",Application,,EP-2769732-A1,"['LOHMANN MATTHIAS DR', 'GUILLEMOT JEAN CLAUDE', 'LOYAUX DENIS', 'ROHIT KULKARNI PROF DR', 'ABDELFATTAH EL QUAAMARI DR', 'The designation of the inventor has not yet been filed']",2014-08-27,,Serpins: methods of therapeutic beta-cell regeneration and function,2013
1377,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLOGIES CORP', 'HUTCHINSON FRED CANCER RES', 'ADAPTIVE BIOTECHNOLOGIES CORP']","[{'id': 'grid.270240.3', 'acronym': 'FHCRC', 'name': 'Fred Hutchinson Cancer Research Center', 'country_name': 'United States'}, {'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9824179-B2,"['Anna M. Sherwood', 'Harlan S. Robins']",2017-11-21,,Diagnosis of lymphoid malignancies and minimal residual disease detection,2012
1378,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLOGIES CORP']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9499865-B2,"['Malek Faham', 'Mark Klinger']",2016-11-22,,Detection and measurement of tissue-infiltrating lymphocytes,2012
1379,"['Rockwood Lithium GmbH', 'WIETELMANN I ULRICH PETER', 'Rockwood Lithium GmbH']","[{'id': 'grid.437402.6', 'name': 'Rockwood Lithium (Germany)', 'country_name': 'Germany'}]",Grant,2015.0,US-9023252-B2,"['Ulrich Peter Wietelmann, I']",2015-05-05,,Method for producing a carbon-coated lithium sulfide and use thereof,2012
1380,"['Sanofi SA', 'SANOFI SA']","[{'id': 'grid.417924.d', 'name': 'Sanofi (France)', 'country_name': 'France'}]",Application,,EP-2851086-A1,"['LOHMANN DR MATTHIAS', 'GUILLEMOT JEAN CLAUDE', 'LOYAUX DENIS', 'KULKARNI PROF DR ROHIT', 'EL OUAAMARI DR ABDELFATTAH', 'The designation of the inventor has not yet been filed']",2015-03-25,,Serpins: methods of therapeutic ß-cell regeneration and function,2013
1381,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'SEQUENTA INC', 'SEQUENTA LLC']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9228232-B2,"['Malek Faham', 'Thomas Willis']",2016-01-05,15.0,Methods of monitoring conditions by sequence analysis,2014
1382,"['Sion Power Corp', 'SION POWER CORP']","[{'id': 'grid.422265.5', 'name': 'Sion Power (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9077041-B2,"['Savannah V. Burnside', 'Christopher T. S. Campbell', 'Chariclea Scordilis-Kelley', 'William F. Wilkening']",2015-07-07,8.0,Electrode structure for electrochemical cell,2013
1383,"['RVX Therapeutics Inc', 'Zenith Epigenetics Ltd', 'LIU SHUANG', 'DUFFY BRYAN CORDELL', 'QUINN JOHN FREDERICK', 'JIANG MAY XIAOWU', 'WANG RUIFANG', 'MARTIN GREGORY SCOTT', 'ZHAO HE', 'MOLINO BRUCE FRANCIS', 'YOUNG PETER RONALD', 'ZENITH EPIGENETICS CORP']",,Grant,2016.0,US-9271978-B2,"['Shuang Liu', 'Bryan Cordell Duffy', 'John Frederick Quinn', 'May Xiaowu JIANG', 'Ruifang Wang', 'Gregory Scott Martin', 'He Zhao', 'Bruce Francis Molino', 'Peter Ronald Young']",2016-03-01,13.0,Heterocyclic compounds as bromodomain inhibitors,2013
1384,"['Sion Power Corp', 'SION POWER CORP', 'BASF SE']","[{'id': 'grid.3319.8', 'name': 'BASF (Germany)', 'country_name': 'Germany'}, {'id': 'grid.422265.5', 'name': 'Sion Power (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9577267-B2,"['Chariclea Scordilis-Kelley', 'Ruediger Schmidt', 'Holger Schneider', 'Tracy Earl Kelley', 'Savannah V. Burnside-Joubert', 'Klaus Leitner', 'Heino Sommer', 'Jan Tomforde', 'Alexander Panchenko']",2017-02-21,6.0,Electrode structure and method for making same,2015
