Grant ID,Grant Number,Title,Funding Amount in USD,Start Date,Start Year,End Date,End Year,Research Organization - standardized,GRID ID,Country of Research organization,Funder,Funder Country,pubs,patents,clinical_trials
grant.6580803,OPP1125279,"To understand host factors associated with infection of tuberculosis in order to develop new diagnostic tools, host-directed therapeutics or vaccines",998090,2015-04-01,2015.0,2018-01-01,2018,Liverpool School of Tropical Medicine,grid.48004.38,United Kingdom,Bill & Melinda Gates Foundation,United States,5,0,0
grant.6580786,OPP1061430,"To test a mobile phone short message service (SMS) system that provides texts to parents to improve timely immunizations, increase vaccine acceptance, and report of side effects.",100000,2012-04-01,2012.0,2014-05-01,2014,University of Colorado Anschutz Medical Campus,grid.430503.1,United States,Bill & Melinda Gates Foundation,United States,1,0,0
grant.6580745,OPP1017334,"To develop evidence for improving the performance of live, attenuated, orally delivered rotavirus vaccines in infants in the developing world",9588867,2010-11-01,2010.0,2016-07-01,2016,Program for Appropriate Technology in Health,grid.415269.d,United States,Bill & Melinda Gates Foundation,United States,2,0,0
grant.6580649,OPP1070505,To develop an efficacious vaccine against malaria using novel nanoparticle-based technologies termed Interbilayer-Crosslinked Multilamellar Vesicles (ICMVs) and malarial antigens,1588114,2012-10-01,2012.0,2017-04-01,2017,Vedantra Pharmaceuticals (United States),grid.479591.7,United States,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6580576,OPP1066865,To improve infant vaccine responses and early childhood development by identifying the mechanisms of and solutions to the detrimental impact of maternal parasitic infection.,2000134,2012-11-01,2012.0,2016-11-01,2016,Case Western Reserve University,grid.67105.35,United States,Bill & Melinda Gates Foundation,United States,2,0,0
grant.6580564,OPP53278,To determine whether novel synthetic molecules (imidazoquinolines) are able to activate newborns white blood cells as candidate vaccine adjuvants to dramatically enhance immunization of infants.,100000,2009-05-01,2009.0,2011-11-01,2011,Boston Children's Hospital,grid.2515.3,United States,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6580559,OPP1060901,To develop a customizable Geographical Information System web application platform that integrates existing data in a particular region to maximize delivery of vaccines to target populations.,100000,2012-04-01,2012.0,2013-11-01,2013,Vsolvit (United States),grid.479625.b,United States,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6580484,OPP1084301,"To reduce disability and deaths due to cholera in epidemic settings through the introduction of oral cholera vaccines, an additional control tool",2680283,2013-10-01,2013.0,2017-01-01,2017,United Nations Children's Fund,grid.420318.c,United States,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6580403,OPP1060845,To develop a mobile-phone based “bulletin-board” for capturing and broadcasting availability and demand information for vaccines and medicines.,100000,2012-04-01,2012.0,2013-11-01,2013,Logistimo (India),grid.479443.9,India,Bill & Melinda Gates Foundation,United States,1,0,0
grant.6580386,OPP1139130,To support the development of novel vaccine approaches that aim to decrease transmission of the Malaria parasite from mosquito to human,839483,2015-11-01,2015.0,2019-05-01,2019,Johns Hopkins University,grid.21107.35,United States,Bill & Melinda Gates Foundation,United States,1,0,0
grant.6580304,OPP1060862,"To establish an internet-based global monitoring and rapid alert system for finding, analyzing, and counteracting misinformation communication campaigns regarding vaccines to support global immunization efforts.",100000,2012-04-01,2012.0,2013-11-01,2013,University of Connecticut,grid.63054.34,United States,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6580266,OPP1130379,To provide foundation grantees with novel and innovative industry quality adjuvants and formulations to enhance the success of pre-clinical and clinical vaccine development,1376376,2015-10-01,2015.0,2019-07-01,2019,Infectious Disease Research Institute,grid.53959.33,United States,Bill & Melinda Gates Foundation,United States,10,0,0
grant.6580261,OPP40581,"To support a project to develop a public haplotype resource for monitoring drug resistance, vaccine responses, and markers of disease severity in malaria",2831215,2006-04-01,2006.0,2008-08-01,2008,Massachusetts Institute of Technology,grid.116068.8,United States,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6580223,OPP1084271,To expand efforts to identify populations and build capacity in India where future pivotal TB vaccine trials can be conducted,68696,2013-09-01,2013.0,2015-01-01,2015,CRDF Global,grid.428357.f,United States,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6580182,OPP1043517,To futher develop “homing factors” as vaccine adjuvants that induce the development of memory T cells and generate site-specific immunity against pathogens in the gut.,990225,2012-08-01,2012.0,2016-09-01,2016,Queen Mary University of London,grid.4868.2,United Kingdom,Bill & Melinda Gates Foundation,United States,2,0,0
grant.6580179,OPP26748,To evaluate the effect of high levels of maternal antibody on the infant's response to pneumococcal conjugate vaccine given in the routine infant schedule,349159,2003-10-01,2003.0,2008-12-01,2008,Johns Hopkins University,grid.21107.35,United States,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6501370,272201600011C-0-0-1,IGF::OT::IGF STAGED VACCINE DEVELOPMENT,199797,2016-05-15,2016.0,2017-05-14,2017,University of Massachusetts Medical School,grid.168645.8,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.6501028,272201600020C-0-0-1,IGF::OT::IGF STAGE VACCINE DEVELOPMENT,199442,2016-08-01,2016.0,2017-07-31,2017,GeoVax (United States),grid.434905.f,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.6500987,272201600010C-0-0-1,IGF::OT::IGF PRODUCTION OF PDNA VACCINE EXPRESSING FLSC,75289,2016-05-15,2016.0,2017-05-14,2017,Profectus Biosciences (United States),grid.281295.5,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.6499448,272201200003I-2-27200010-1,Task X10: Ebola Vaccine Immunogenicity and Efficacy Testing,344576,2014-08-21,2014.0,2018-08-20,2018,Battelle,grid.27873.39,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.6499443,272201400043C-1-0-1,STAGED VACCINE DEVELOPMENT OF ADENIVIRUS-4 VECTORED VACCINE FOR HUMAN IMMUNODEFICIENCY VIRUS,3239039,2016-09-15,2016.0,2018-04-05,2018,PaxVax (United States),grid.437314.6,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.6369955,X46120-----70031,"デング熱, 出血熱ウイルスの免疫学的性状の検討ならびにそれに基くワクチン試作の研究",7597,1971-01-01,1971.0,1971-12-31,1971,Kobe University,grid.31432.37,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6347725,X41120-----72188,ジフテリア(D)百日咳(P)破傷風(T)麻疹(M)混合ワクチンの実用化に関する研究(継2年),5732,1966-01-01,1966.0,1966-12-31,1966,Kanazawa University,grid.9707.9,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6344179,X40430----992326,細菌感染症の新しい姿の把握及び菌交代症の予防治療に関する基礎的研究(ワクチン療法),3106,1965-01-01,1965.0,1965-12-31,1965,Iwate Medical University,grid.411790.a,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6316491,X00095----367090,百日咳薗の産生する赤血球凝集素の簡易迅速な分離精製と改良百日咳ワクチンへの応用,3038,1978-01-01,1978.0,1978-12-31,1978,National Institute of Infectious Diseases,grid.410795.e,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6311022,X00120----287051,毒素フラグメントを応用した現行のものにかわる破傷風ワクチンと抗毒素標準化法の作成,15885,1977-01-01,1977.0,1977-12-31,1977,Osaka University,grid.136593.b,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6289275,X00090----456194,NDV不活化ワクチンに対する抗体産生能の異なるウズラの育種と選抜系の免疫学的特性,12430,1979-01-01,1979.0,1979-12-31,1979,Tohoku University,grid.69566.3a,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6260168,63770243,マラリアワクチン開発の基礎的研究:マラリア原虫強毒株と弱毒株との遺伝子発現の比較,6214,1988-01-01,1988.0,1988-12-31,1988,Gunma University,grid.256642.1,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6243074,62770266,マラリアワクチン開発の基礎的研究:マラリア原虫強毒株と弱毒株との遺伝子発現の比較,6213,1987-01-01,1987.0,1987-12-31,1987,Gunma University,grid.256642.1,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6233945,61770265,マラリアワクチン開発の基礎的研究:マラリア原虫強毒株と弱毒株との遺伝子発現の比較,6907,1986-01-01,1986.0,1986-12-31,1986,Gunma University,grid.256642.1,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6193744,J 2122,Structural characterization of major timothy grass pollen allergens: Basis for the rational development of vaccines against grass pollen allergy,0,2001-09-01,2001.0,2002-08-31,2002,Yeshiva University,grid.268433.8,United States,FWF Austrian Science Fund,Austria,1,0,0
grant.6192027,J 1835,"Structural characterization of the major timothy grass pollen allergen, Phl p: Basis for the rationale development of vaccines against grass pollen allergy",0,2000-09-01,2000.0,2001-08-31,2001,Yeshiva University,grid.268433.8,United States,FWF Austrian Science Fund,Austria,1,0,0
grant.6190734,J 1376,A Phase I Study of a Bcr-abl peptide based Vaccine with GM-CSF as an Adjuvant in Patients with Chronic Myleogenous Leikemia,0,1997-04-01,1997.0,1998-04-30,1998,Medical University of Vienna,grid.22937.3d,Austria,FWF Austrian Science Fund,Austria,0,0,0
grant.6189018,J 1628,A Phase I Study of a Bcr-abl peptide based Vaccine with GM-CSF as an Adjuvant in Patients with Chronic Myleogenous Leukemia,0,1998-05-01,1998.0,1998-06-30,1998,University of Washington,grid.34477.33,United States,FWF Austrian Science Fund,Austria,0,0,0
grant.6187641,J 1784,Rescue of Infectious Newcastle Disease Virus (NDV) from Cloned cDNA for the development of a Novel Vaccine against AIDS,0,2000-06-15,2000.0,2001-06-15,2001,Icahn School of Medicine at Mount Sinai,grid.59734.3c,United States,FWF Austrian Science Fund,Austria,0,0,0
grant.6154969,26670588,IL-27により分化誘導したDC前駆細胞を用いた新しい癌DCワクチン療法の開発,32132,2014-04-01,2014.0,2015-03-31,2015,Tokyo Medical University,grid.410793.8,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6128334,25861570,NKT細胞と樹状細胞による上気道粘膜免疫応答の解析と経鼻ワクチンへの展開,35272,2013-04-01,2013.0,2014-03-31,2014,Oita University,grid.412334.3,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6124081,25460835,Dynamics of Pneumococcal carriage and emergence of high virulence clone after introduction of vaccine in Japan,45598,2013-04-01,2013.0,2016-03-31,2016,Osaka Prefectural Institute of Public Health,grid.416993.0,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.6120738,25450421,Development of vaccines against leishmaniasis using polyvalent CDV vaccine and cytokine adjuvant.,47999,2013-04-01,2013.0,2016-03-31,2016,University of Tokyo,grid.26999.3d,Japan,Japan Society for the Promotion of Science,Japan,3,0,0
grant.6096975,24790404,DNA macromolecule as a vaccine antigen scaffold for organization of the antigens into repetitively ordered arrays,48654,2012-04-01,2012.0,2014-03-31,2014,Kagoshima University,grid.258333.c,Japan,Japan Society for the Promotion of Science,Japan,4,0,0
grant.6059097,23590490,Malaria vaccine platform technology,61221,2011-01-01,2011.0,2013-12-31,2013,University of the Ryukyus,grid.267625.2,Japan,Japan Society for the Promotion of Science,Japan,5,0,0
grant.6010588,20890301,Development of an oral delivery vehicle for HIV-1 DNA vaccines to stimulate mucosal immune responses,28038,2008-01-01,2008.0,2009-12-31,2009,"National Institute of Biomedical Innovation, Health and Nutrition",grid.482562.f,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.5996145,19790497,Vaccine development against hepatitis virus by transcutaneous peptide immunization with TLR7 ligand.,32954,2007-01-01,2007.0,2008-12-31,2008,Tokyo Medical University,grid.410793.8,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.5924715,16K15440,Development of vaccine therapy for pulmonary arterial hypertension,30544,2016-04-01,2016.0,2018-03-31,2018,Mie University,grid.260026.0,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.5919672,16K19131,百日咳菌の感染成立機構の解明とワクチン開発への応用,37673,2016-04-01,2016.0,2019-03-31,2019,Osaka University,grid.136593.b,Japan,Japan Society for the Promotion of Science,Japan,8,0,0
grant.5909934,16K08024,M13ファージワクチンによるB細胞活性化機構の解明とワクチン効果の検討,43558,2016-04-01,2016.0,2019-03-31,2019,Kagoshima University,grid.258333.c,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.5878597,15K15605,Development of the noninvasive nasal spray vaccine for prevention of cervical cancer using the next generation type virus vector.,32060,2015-04-01,2015.0,2017-03-31,2017,Mie University,grid.260026.0,Japan,Japan Society for the Promotion of Science,Japan,2,0,0
grant.5875292,15K11085,Analysis of mechanisms related to the induction of mucosal immunity in Peyer's patches against oral vaccine,41440,2015-04-01,2015.0,2018-03-31,2018,Nihon University,grid.260969.2,Japan,Japan Society for the Promotion of Science,Japan,2,0,0
grant.5872775,15K09658,"Basic research for ""RSV pregnant women vaccine"" by clinical isolates aimed at overcoming RSV infection",41440,2015-04-01,2015.0,2018-03-31,2018,Fukushima Medical University,grid.411582.b,Japan,Japan Society for the Promotion of Science,Japan,1,0,0
grant.5866656,15K08461,抗結核ワクチン効果の増強を目指した結核菌/BCGによる防御免疫制御機序の解明,41954,2015-04-01,2015.0,2016-03-31,2016,Kyoto University,grid.258799.8,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.5864910,15J10381,遺伝子組換えニワトリを用いたインフルエンザワクチン製造の効率化に向けた研究,14998,2015-04-24,2015.0,2017-03-31,2017,Nagoya University,grid.27476.30,Japan,Japan Society for the Promotion of Science,Japan,2,0,0
grant.5861645,15J05949,ヘパトゾーンに対する免疫応答に関与する抗原蛋白の同定とワクチンへの応用,7941,2015-04-24,2015.0,2017-03-31,2017,Kagoshima University,grid.258333.c,Japan,Japan Society for the Promotion of Science,Japan,1,0,0
grant.5856674,15H05052,Vaccines against periodontitis using DNA ORIGAMI and imidazoquinolines,153114,2015-04-01,2015.0,2018-03-31,2018,Niigata University,grid.260975.f,Japan,Japan Society for the Promotion of Science,Japan,1,0,0
grant.5847585,15F15117,下痢症ウイルスの分子疫学、構造の特徴、進化とワクチン設計,17828,2015-07-29,2015.0,2017-03-31,2017,Nihon University,grid.260969.2,Japan,Japan Society for the Promotion of Science,Japan,8,0,0
grant.5847284,15F15716,Development of a new influenza vaccine of global standard.,20711,2015-11-09,2015.0,2018-03-31,2018,Hokkaido University,grid.39158.36,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.5829932,14J00656,心筋梗塞に対するアンジオテンシン２ワクチンを用いた新規治療法の開発,17601,2014-04-25,2014.0,2016-03-31,2016,Tokyo Medical and Dental University,grid.265073.5,Japan,Japan Society for the Promotion of Science,Japan,1,0,0
grant.5826474,14J06317,オリゴＤＮＡカプセルをアジュバントとする乳酸菌経口ワクチンの創製,28513,2014-04-25,2014.0,2017-03-31,2017,Shinshu University,grid.263518.b,Japan,Japan Society for the Promotion of Science,Japan,3,0,0
grant.5815012,13J05302,組換えワクシニアウイルスを用いた抗ＨＴＬＶ－１ワクチンの開発,39874,2013-04-01,2013.0,2016-03-31,2016,Kyoto University,grid.258799.8,Japan,Japan Society for the Promotion of Science,Japan,3,0,0
grant.5814353,13J01263,狂犬病ウイルスの伝播ダイナミクス及びワクチン戦略研究,27692,2013-04-01,2013.0,2016-03-31,2016,Tohoku University,grid.69566.3a,Japan,Japan Society for the Promotion of Science,Japan,8,0,0
grant.5814043,13F03775,ヘリコバクターピロリの病原性因子とワクチンに関する研究,21226,2013-04-01,2013.0,2016-03-31,2016,University of Tokyo,grid.26999.3d,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.5812232,13F03329,糖鎖抗原の化学合成と複合型合成ワクチンへの展開,21226,2013-04-01,2013.0,2016-03-31,2016,Osaka University,grid.136593.b,Japan,Japan Society for the Promotion of Science,Japan,2,0,0
grant.5809744,13J06054,ワクチンハザードの克服を目指した新規経皮ナノキャリアの設計,17281,2013-04-01,2013.0,2015-03-31,2015,Osaka University,grid.136593.b,Japan,Japan Society for the Promotion of Science,Japan,0,0,0
grant.5749055,11470070,Enhancement of protection against various microbial infection by the modification of dominance of Thl or Th2 immune responses,134092,1999-01-01,1999.0,2001-12-31,2001,Yokohama City University,grid.268441.d,Japan,Japan Society for the Promotion of Science,Japan,1,0,0
grant.5452530,96-04-58591,"научной конференции-14 встpеча Евpопейского общества по технологии клеток животных ""Технология клеток животных: от вакцин до медицинской генетики",0,1996-01-01,1996.0,1996-12-31,1996,,,,Russian Foundation for Basic Research,Russia,0,0,0
grant.5451369,96-04-58611,международной конференции под эгидой European Society for Animal Cell Technology 14th ESACT Meeting Animal Cell Technology: from Vaccines to Genetic Medicine,0,1996-01-01,1996.0,1996-12-31,1996,,,,Russian Foundation for Basic Research,Russia,0,0,0
grant.5325910,ASTHMA99/045,"A double-blind placebo-controlled trial of an HLA-restricted, allergen-derived T cell peptide vaccine in cat-allergic asthma",173800,1999-07-01,1999.0,2001-06-30,2001,McMaster University,grid.25073.33,Canada,Asthma UK,United Kingdom,0,0,0
grant.5245909,272201300016I-0-27200007-1,Vaccine and Treatment Evaluation Unit - Assay Work for CMV Vaccines,200000,2015-09-20,2015.0,2017-04-14,2017,Cincinnati Children's Hospital Medical Center,grid.239573.9,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.5245786,272201200003I-1-27200009-1,Task X9: Development of Standardized Filovirus Immune Assays and Reagents,1222829,2014-08-20,2014.0,2017-08-19,2017,Battelle,grid.27873.39,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.5218024,69279,Dendritic-cell (DC) based vaccines; influence of DC maturational stage and maturational stimuli on their efficacy to induce a specific anti-tumor T cell response.,0,2002-07-01,2002.0,2003-10-31,2003,,,,Swiss National Science Foundation,Switzerland,0,0,0
grant.5207502,65231,"Feline leukemia virus infection: Factors that influence the sus- ceptibility of the host, the pathogenesis of the infection, and the efficacy of vaccines",147331,2002-05-01,2002.0,2005-04-30,2005,University of Zurich; University of Zurich,grid.7400.3; grid.7400.3,Switzerland; Switzerland,Swiss National Science Foundation,Switzerland,9,0,0
grant.5203540,66308,Development of a specific immunotherapy in pollen related food allergy: low IgE binding carrot allergens as potential vaccines. (MHV-Beitrag),49994,2002-08-01,2002.0,2003-07-31,2003,University of Zurich,grid.7400.3,Switzerland,Swiss National Science Foundation,Switzerland,1,0,0
grant.5202775,67022,A fine characterization of the T cell response induced by active immunization in melanoma patients: a pivotal step for vaccine development.,132123,2002-04-01,2002.0,2005-09-30,2005,University of Lausanne; University of Geneva; University of Lausanne,grid.9851.5; grid.8591.5; grid.9851.5,Switzerland; Switzerland; Switzerland,Swiss National Science Foundation,Switzerland,0,0,0
grant.5197165,44451,Analysis of particular features of the immune responses to vaccine antigens during the neonatal period: importance of antigen presentation systems. (S C O R E A),477171,1996-01-01,1996.0,2000-03-31,2000,University of Geneva,grid.8591.5,Switzerland,Swiss National Science Foundation,Switzerland,0,0,0
grant.5196035,40779,Analysis of particular features of the immune responses to vaccine antigens during the neonatal period: importance of anti- gen presentation systems,588647,1994-10-01,1994.0,1999-09-30,1999,University of Geneva; University of Geneva,grid.8591.5; grid.8591.5,Switzerland; Switzerland,Swiss National Science Foundation,Switzerland,0,0,0
grant.5181420,8944,Studies of the cross-protective antibodies elicited after immunization with E.coli J5 vaccine for the prevention of gram-negative shock and death,5388,1986-10-01,1986.0,1989-03-31,1989,University of Lausanne; University Hospital of Lausanne,grid.9851.5; grid.8515.9,Switzerland; Switzerland,Swiss National Science Foundation,Switzerland,0,0,0
grant.5140527,CRUK-A5897,A randomised Feasability adjuvant autologous renal carcinoma vaccine (ARCV) comparing ARCV to ARCV/interleukin-2 to control (the ART trial),0,2005-06-01,2005.0,2010-05-31,2010,University of Leeds,grid.9909.9,United Kingdom,Cancer Research UK,United Kingdom,0,0,0
grant.5139795,BW-12017,Understanding success or failure: evaluating DNA vaccine-induced human CD8+ T-cell responses as a function of peptide-MHC stability,0,2012-08-01,2012.0,2015-08-01,2015,University of Southampton,grid.5491.9,United Kingdom,Bloodwise,United Kingdom,0,0,0
grant.5041907,CRN-01-200222,Enhanced dendritic cell recruitment and anti-tumor efficacy in a breast cancer DNA vaccine that includes IRES driven expression of cytokine biological adjuvants,50000,2001-07-01,2001.0,2002-06-30,2002,"University of California, Irvine",grid.266093.8,United States,University of California - Cancer Research Coordinating Committee,United States,0,0,0
grant.5014857,81071033,可折叠四价Aβ15基因工程疫苗的免疫特异性及安全性研究,63269,2011-01-01,2011.0,2013-12-31,2013,Sun Yat-sen University,grid.12981.33,China,National Natural Science Foundation of China,China,3,0,0
grant.5006764,81000917,新型DC靶向性MUC1-VNTRn纳米核酸疫苗的优化构建及抗胰腺癌的实验研究,31631,2011-01-01,2011.0,2013-12-31,2013,Sun Yat-sen University,grid.12981.33,China,National Natural Science Foundation of China,China,11,0,0
grant.5005894,81071401,含HSV-2 gD基因重组腺病毒修饰的抗II型单纯疱疹病毒树突状细胞疫苗的构建及其免疫效应研究,52197,2011-01-01,2011.0,2013-12-31,2013,General Hospital of Guangzhou Military Command,grid.413435.4,China,National Natural Science Foundation of China,China,1,0,0
grant.5004249,81001345,乳酸乳球菌递呈的嗜肺军团菌新型FlaA/MompS疫苗的构建和免疫效应研究,36375,2011-01-01,2011.0,2013-12-31,2013,Chengdu Medical College,grid.413856.d,China,National Natural Science Foundation of China,China,4,0,0
grant.4991934,30873013,新型双功能靶向治疗性融合蛋白疫苗及其抑瘤作用研究,44874,2009-01-01,2009.0,2011-12-31,2011,Tsinghua University,grid.12527.33,China,National Natural Science Foundation of China,China,2,0,0
grant.4973345,30973453,抗肿瘤血管生成新型佐剂疫苗Hydrolipid-bFGF抗肿瘤作用及其免疫机制,11815,2010-01-01,2010.0,2010-12-31,2010,Sichuan University,grid.13291.38,China,National Natural Science Foundation of China,China,2,0,0
grant.4971252,30771915,有效活化粘膜免疫反应的艾滋病疫苗策略研究,43790,2008-01-01,2008.0,2010-12-31,2010,Fudan University,grid.8547.e,China,National Natural Science Foundation of China,China,1,0,0
grant.4966996,30973280,以壳聚糖为载体的屋尘螨低变应原性DNA黏膜疫苗的构建及鼻腔免疫效果研究,49152,2010-01-01,2010.0,2012-12-31,2012,Wuhan University,grid.49470.3e,China,National Natural Science Foundation of China,China,2,0,0
grant.4962853,30901371,人高致病性禽流感H5N1病毒通用型疫苗基础研究,27644,2010-01-01,2010.0,2012-12-31,2012,Academy of Military Medical Sciences,grid.410740.6,China,National Natural Science Foundation of China,China,4,0,0
grant.4960564,30872419,艾滋病自然感染与疫苗诱导产生抗体的鉴别研究,44874,2009-01-01,2009.0,2011-12-31,2011,Chongqing Medical University,grid.203458.8,China,National Natural Science Foundation of China,China,1,0,0
grant.4957450,30500453,以发夹RNA表达盒作为佐剂的新型DNA疫苗载体研究,10031,2006-01-01,2006.0,2006-12-31,2006,Chinese Center For Disease Control and Prevention,grid.198530.6,China,National Natural Science Foundation of China,China,1,0,0
grant.4952980,30801055,结核分枝杆菌持续感染期抗原(latency antigens)的重组BCG疫苗研究,28418,2009-01-01,2009.0,2011-12-31,2011,,,,National Natural Science Foundation of China,China,1,0,0
grant.4951199,30472087,hCGbeta-CTP多聚体和C3d片段嵌合肽的生物合成及其在肿瘤治疗中的应用,26517,2005-01-01,2005.0,2007-12-31,2007,Shanghai Institute of Planned Parenthood Research,grid.419100.d,China,National Natural Science Foundation of China,China,0,0,0
grant.4950725,30300305,噬菌体活载体HPV16、18联合多价预防性疫苗的研究,24545,2004-01-01,2004.0,2006-12-31,2006,Xi'an Jiaotong University,grid.43169.39,China,National Natural Science Foundation of China,China,1,0,0
grant.4943778,30801357,双分子修饰的抗原递呈细胞靶向肿瘤纳米疫苗的研究,29916,2009-01-01,2009.0,2011-12-31,2011,,,,National Natural Science Foundation of China,China,0,0,0
grant.4941775,30570683,卵透明带DNA避孕疫苗诱发生殖道粘膜免疫反应的研究,34725,2006-01-01,2006.0,2008-12-31,2008,,,,National Natural Science Foundation of China,China,0,0,0
grant.4938724,30500605,通用型DC靶向脂质体疫苗的抗肿瘤作用机理研究,33389,2006-01-01,2006.0,2008-12-31,2008,Second Military Medical University,grid.73113.37,China,National Natural Science Foundation of China,China,0,0,0
grant.4937991,30500458,疫苗多肽纳米载药新分子的研究,34725,2006-01-01,2006.0,2008-12-31,2008,China Pharmaceutical University,grid.254147.1,China,National Natural Science Foundation of China,China,19,0,0
grant.4932812,30500639,派伊尔集合淋巴结定位口服疫苗纳米粒给药系统的研究,28046,2006-01-01,2006.0,2008-12-31,2008,Second Military Medical University,grid.73113.37,China,National Natural Science Foundation of China,China,1,0,0
grant.4924967,30971341,基于肝素酶CTL表位多抗原肽(MAP)疫苗的设计及其抗肿瘤免疫效应研究,49152,2010-01-01,2010.0,2012-12-31,2012,Third Military Medical University,grid.410570.7,China,National Natural Science Foundation of China,China,1,0,0
grant.4924180,30700902,PB转座子介导的自杀基因对自体肿瘤活疫苗的靶向杀伤作用,27730,2008-01-01,2008.0,2010-12-31,2010,Fudan University,grid.8547.e,China,National Natural Science Foundation of China,China,3,0,0
grant.4918569,30271164,间日疟多表位疫苗的实验室研究,21815,2003-01-01,2003.0,2005-12-31,2005,Southern Medical University,grid.284723.8,China,National Natural Science Foundation of China,China,0,0,0
grant.4914216,39960079,人乳头瘤病毒16型E7核酸疫苗的制备研究,12074,2000-01-01,2000.0,2002-12-31,2002,Xinjiang University,grid.413254.5,China,National Natural Science Foundation of China,China,0,0,0
grant.4912945,30271284,PSCA颗粒-DNA复合疫苗抗胰腺癌效应的研究,23024,2003-01-01,2003.0,2005-12-31,2005,Third Military Medical University,grid.410570.7,China,National Natural Science Foundation of China,China,2,0,0
grant.4903965,30973650,甘露糖化壳聚糖介导的抗动脉粥样硬化DNA疫苗经粘膜免疫,46080,2010-01-01,2010.0,2012-12-31,2012,China Pharmaceutical University,grid.254147.1,China,National Natural Science Foundation of China,China,5,0,0
grant.4892909,W81XWH-15-C-0178,Next Generation of Multivalent Adenovirus Vaccines Based on Novel Virus-Like Particle (VLP) Technology,100000,2014-10-01,2014.0,2015-09-30,2015,TechnoVax (United States),grid.438336.9,United States,United States Department of the Army,United States,0,0,0
grant.4853334,84015,Generating regional rotavirus vaccine strains through reverse genetics to alleviate viral diarrhoea in Africa (Senior Fellowship for Dr. Hester Gertruida O'Neill),0,2008-11-24,2008.0,2011-11-24,2011,Bernhard Nocht Institute for Tropical Medicine; Bernhard Nocht Institute for Tropical Medicine; Bernhard Nocht Institute for Tropical Medicine,grid.424065.1; grid.424065.1; grid.424065.1,Germany; Germany; Germany,Volkswagen Foundation,Germany,0,0,0
grant.4799742,22321033,Entwicklung RNS basierter Impfstoffe zur Induktion integrierter T und B-Zellimmunantworten gegen molekular definierte Tumorantigene              (A15),0,2006-01-01,2006.0,2008-12-31,2008,Johannes Gutenberg University of Mainz,grid.5802.f,Germany,German Research Foundation,Germany,0,0,0
grant.4774701,5404514,Evaluierung der Effektivität der Vakzinebehandlung des Prostatakarzinoms in Kombination mit nicht-myeloablativer Knochenmarktransplantation im Tiermodell,0,2003-01-01,2003.0,2006-12-31,2006,,,,German Research Foundation,Germany,0,0,0
grant.4762047,5364102,"Bestimmung der antigen-Spezifität der T-Zellantwort gegen eine genmodifizierte, polyvalente Vakzine bei der chronischen lymphatischen Leukämie (CLL)              (C 4)",0,2002-01-01,2002.0,2004-12-31,2004,Ludwig Maximilian University of Munich; Ludwig Maximilian University of Munich; Ludwig Maximilian University of Munich,grid.5252.0; grid.5252.0; grid.5252.0,Germany; Germany; Germany,German Research Foundation,Germany,0,0,0
grant.4760941,5268966,Native display of Borrelia antigens on the surface of hepatitis B virus capsids: Improved prophylactic and potential therapeutic vaccines against Lyme disease,0,2000-01-01,2000.0,2010-12-31,2010,Max Planck Institute of Immunobiology and Epigenetics,grid.429509.3,Germany,German Research Foundation,Germany,0,0,0
