inventor_names,times_cited,granted_year,year,filing_status,associated_grant_ids,assignees,assignee_names,publication_date,id,title
"['Yu Geng', 'Robert James Luallen']",1.0,2012.0,2006,Grant,"['grant.2640880', 'grant.2641171']","[{'id': 'grid.423421.2', 'name': 'ProSci Incorporated (United States)', 'country_name': 'United States'}]","['PROSCI Inc', 'GENG YU', 'LUALLEN ROBERT JAMES', 'PROSCI INC']",2012-06-19,US-8202523-B2,Glycosylated polypeptides produced in yeast mutants and methods of use thereof
['MARK SCHLEISS'],,2016.0,2013,Grant,"['grant.2526929', 'grant.2526101']","[{'id': 'grid.437349.e', 'name': 'University of Minnesota System', 'country_name': 'United States'}]","['University of Minnesota', 'UNIV MINNESOTA']",2016-07-19,US-9395369-B2,Guinea pig cytomegalovirus (CIDMTR strain)
"['Hideki Garren', 'Peggy P. Ho', 'Lawrence Steinman']",2.0,2010.0,2005,Grant,"['grant.2554768', 'grant.2640855']","[{'id': 'grid.168010.e', 'acronym': 'SU', 'name': 'Stanford University', 'country_name': 'United States'}]","['Leland Stanford Junior University', 'Bayhill Therapeutics Inc', 'UNIV LELAND STANFORD JUNIOR', 'BAYHILL THERAPEUTICS INC']",2010-10-12,US-7811813-B2,Methods and immune modulatory nucleic acid compositions for preventing and treating disease
"['Donna Ambrosino', 'Hector Hernandez', 'Thomas Greenough', 'Katherine Luzuriaga', 'Mohan Somasundaran', 'Gregory J. Babcock', 'William D. Thomas, Jr.', 'John Sullivan']",1.0,2008.0,2004,Grant,['grant.2424838'],"[{'id': 'grid.266684.8', 'name': 'University of Massachusetts System', 'country_name': 'United States'}]","['University of Massachusetts (UMass)', 'UNIV MASSACHUSETTS']",2008-07-08,US-7396914-B2,"SARS nucleic acids, proteins, antibodies, and uses thereof"
"['Jason G.D. Gall', 'Christoph Kahl', 'Gary J. Nabel']",,,2008,Application,['grant.2641242'],"[{'id': 'grid.27235.31', 'acronym': 'DHHS', 'name': 'United States Department of Health and Human Services', 'country_name': 'United States'}, {'id': 'grid.281217.f', 'name': 'GenVec', 'country_name': 'United States'}, {'id': 'grid.451285.f', 'name': 'Government of the United States of America', 'country_name': 'United States'}]","['US Department of Health and Human Services (HHS)', 'GenVec Inc', 'US Government', 'GENVEC INC', 'US GOV HEALTH & HUMAN SERV']",2011-05-26,US-20110123569-A1,VACCINE DIRECTED AGAINST ADENOVIRUS SEROTYPE 14
"['Donald A. Harn, JR.', 'Yvonne Paterson', 'LISA MCEWEN']",1.0,2018.0,2015,Grant,"['grant.2453102', 'grant.2457755']","[{'id': 'grid.213876.9', 'acronym': 'UGA', 'name': 'University of Georgia', 'country_name': 'United States'}, {'id': 'grid.29857.31', 'acronym': 'PSU', 'name': 'Pennsylvania State University', 'country_name': 'United States'}, {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'country_name': 'United States'}]","['University of Georgia Research Foundation Inc (UGARF)', 'University of Pennsylvania', 'UNIV PENNSYLVANIA', 'UNIV OF GEORGIA RESEARCH FOUNDATION INC']",2018-04-17,US-9943590-B2,Use of Listeria vaccine vectors to reverse vaccine unresponsiveness in parasitically infected individuals
"['Geoffrey Stone', 'Richard S. Kornbluth']",2.0,,2014,Application,['grant.2417267'],"[{'id': 'grid.26790.3a', 'acronym': 'UM', 'name': 'University of Miami', 'country_name': 'United States'}]","['University of Miami', 'STONE GEOFFREY', 'KORNBLUTH RICHARD S']",2016-05-05,US-20160122412-A1,COMPOSITION COMPRISED OF ANTIGEN LINKED TO A TNF SUPERFAMILY LIGAND
['Janet K. Yamamoto'],,2018.0,2015,Grant,"['grant.2457183', 'grant.2452138']","[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'UNIV FLORIDA']",2018-03-13,US-9913895-B2,"Cross-reactive T cell epitopes of HIV, SIV, and FIV for vaccines in humans and cats"
"['Donald A. Harn', 'RAFAELLA QUEIROZ', 'LISA MCEWEN', 'Emily-Joy Farah Samli']",,,2017,Application,"['grant.2457755', 'grant.2453102']","[{'id': 'grid.213876.9', 'acronym': 'UGA', 'name': 'University of Georgia', 'country_name': 'United States'}]","['University of Georgia Research Foundation Inc (UGARF)', 'UNIV GEORGIA']",2017-07-20,US-20170202958-A1,VACCINE DELIVERY METHOD
"['Rafi Ahmed', 'Rama Amara', 'Vijayakumar Velu', 'Kehmia Titanji', 'Gordon Freeman']",,,2017,Application,"['grant.2457751', 'grant.2457977', 'grant.2456421']","[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.189967.8', 'name': 'Emory University', 'country_name': 'United States'}]","['Dana-Farber Cancer Institute Inc', 'Emory University', 'UNIV EMORY', 'DANA-FARBER CANCER INST INC']",2017-05-25,US-20170146520-A1,METHODS FOR THE TREATMENT OF  INFECTIONS AND TUMORS
"['Joseph P. Balint', 'Frank R. Jones', 'Richard B. Gayle, III']",6.0,,2012,Application,"['grant.2645285', 'grant.2645385']","[{'id': 'grid.421196.9', 'name': 'Etubics (United States)', 'country_name': 'United States'}]","['Etubics Corp', 'BALINT JOSEPH P', 'JONES FRANK R', 'GAYLE III RICHARD B', 'ETUBICS CORP']",2013-08-29,US-20130224144-A1,SEQUENTIAL ADMINISTRATION OF A REPLICATION DEFECTIVE ADENOVIRUS VECTOR IN VACCINATION PROTOCOLS
['Janet K. Yamamoto'],,,2016,Application,"['grant.2452138', 'grant.2457183']","[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'UNIV FLORIDA']",2018-11-22,US-20180333481-A1,"CROSS-REACTIVE T-CELL EPITOPES OF HIV, SIV, AND FIV FOR VACCINES IN HUMANS AND CATS"
"['Donald A. Harn, JR.', 'Yvonne Paterson', 'LISA MCEWEN']",,2016.0,2011,Grant,"['grant.2457755', 'grant.2453102']","[{'id': 'grid.213876.9', 'acronym': 'UGA', 'name': 'University of Georgia', 'country_name': 'United States'}, {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'country_name': 'United States'}, {'id': 'grid.29857.31', 'acronym': 'PSU', 'name': 'Pennsylvania State University', 'country_name': 'United States'}]","['University of Georgia Research Foundation Inc (UGARF)', 'University of Pennsylvania', 'HARN JR DONALD A', 'PATERSON YVONNE', 'MCEWEN LISA', 'UNIV GEORGIA', 'UNIV PENNSYLVANIA']",2016-01-05,US-9226958-B2,Use of Listeria vaccine vectors to reverse vaccine unresponsiveness in parasitically infected individuals
['Janet K. Yamamoto'],2.0,,2015,Application,"['grant.2457183', 'grant.2452138']","[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'UNIV FLORIDA']",2015-08-20,US-20150231230-A1,"CROSS-REACTIVE T CELL EPITOPES OF HIV, SIV, AND FIV FOR VACCINES IN HUMANS AND CATS"
"['Joseph P. Balint', 'Frank R. Jones', 'Richard B. Gayle']",,,2016,Application,"['grant.2645385', 'grant.2641428', 'grant.2645285']","[{'id': 'grid.421196.9', 'name': 'Etubics (United States)', 'country_name': 'United States'}]","['Etubics Corp', 'ETUBICS CORP']",2017-03-09,US-20170065693-A1,Sequential administration of a replication defective adenovirus vector in vaccination protocols
"['Donald A. Harn', 'RAFAELLA QUEIROZ', 'LISA MCEWEN']",4.0,,2013,Application,"['grant.2453102', 'grant.2457755']","[{'id': 'grid.213876.9', 'acronym': 'UGA', 'name': 'University of Georgia', 'country_name': 'United States'}]","['University of Georgia Research Foundation Inc (UGARF)', 'UNIV GEORGIA', 'UNIV GEORGIA']",2013-08-01,US-20130195910-A1,VACCINE DELIVERY METHOD
"['Vsevolod Katritch', 'Andrew Bordner', 'Robert Deans', 'Mary Sumner']",54.0,,2003,Application,['grant.2640965'],,"['Siga Pharmaceuticals Inc', 'KATRITCH VSEVOLOD', 'BORDNER ANDREW', 'DEANS ROBERT', 'SUMNER MARY']",2003-12-25,US-20030235818-A1,"Immunogenic peptides, and method of identifying same"
"['Carol O. Cowing', 'CHRISTOPHER COWING-ZITRON']",,,2012,Application,['grant.2658051'],,"['LANCELL LLC', 'COWING CAROL O', 'COWING-ZITRON CHRISTOPHER', 'LANCELL L L C']",2012-10-11,US-20120258125-A1,METHOD TO IDENTIFY A NOVEL CLASS OF IMMUNOLOGIC ADJUVANTS
"['Dan T. Stinchcomb', 'Jill A. Livengood', 'Laszlo Varga']",,2018.0,2014,Grant,['grant.2459206'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'TAKEDA VACCINES INC']",2018-11-27,US-10137186-B2,"Compositions and methods for live, attenuated alphavirus formulations"
"['Joseph P. Balint', 'Frank R. Jones', 'Richard B. Gayle, III']",10.0,,2010,Application,"['grant.2645285', 'grant.2645385', 'grant.2641428']","[{'id': 'grid.421196.9', 'name': 'Etubics (United States)', 'country_name': 'United States'}]","['Etubics Corp', 'ETUBICS CORP']",2010-07-22,US-20100183673-A1,METHODS AND COMPOSITIONS FOR PRODUCING AN ADENOVIRUS VECTOR FOR USE WITH MULTIPLE VACCINATIONS
['Janet K. Yamamoto'],,,2018,Application,"['grant.2457183', 'grant.2452138']","[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'UNIV FLORIDA']",2018-08-16,US-20180228890-A1,"CROSS-REACTIVE T CELL EPITOPES OF HIV, SIV, AND FIV FOR VACCINES IN HUMANS AND CATS"
"['Joseph P. Balint', 'Frank R. Jones', 'Richard B. Gayle, III']",3.0,2012.0,2010,Grant,"['grant.2645285', 'grant.2645385', 'grant.2641428']","[{'id': 'grid.421196.9', 'name': 'Etubics (United States)', 'country_name': 'United States'}]","['Etubics Corp', 'BALINT JOSEPH P', 'JONES FRANK R', 'GAYLE III RICHARD B', 'ETUBICS CORP']",2012-10-30,US-8298549-B2,Sequential administration of a replication defective adenovirus vector in vaccination protocols
"['Joseph P. Balint', 'Frank R. Jones', 'Richard B. Gayle']",,,2016,Application,"['grant.2645385', 'grant.2641428', 'grant.2645285']","[{'id': 'grid.421196.9', 'name': 'Etubics (United States)', 'country_name': 'United States'}]","['Etubics Corp', 'ETUBICS CORP']",2017-03-09,US-20170065706-A1,METHODS AND COMPOSITIONS FOR PRODUCING AN ADENOVIRUS VECTOR FOR USE WITH MULTIPLE VACCINATIONS
"['Rafi Ahmed', 'Rama Amara', 'Vijayakumar Velu', 'Kehmia Titanji', 'Gordon Freeman']",19.0,,2009,Application,"['grant.2457977', 'grant.2456421', 'grant.2457751']","[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.189967.8', 'name': 'Emory University', 'country_name': 'United States'}]","['EMORY UNIVERSITY AND DANA FARBER CANCER INSTITUTE Inc', 'Dana-Farber Cancer Institute Inc', 'Emory University', 'EMORY UNIVERSITY AND DANA FARB']",2010-06-17,US-20100151492-A1,METHODS FOR THE TREATMENT OF INFECTIONS AND TUMORS
"['Geoffrey W. Stone', 'Richard S. Kornbluth']",,,2018,Application,['grant.2417267'],"[{'id': 'grid.26790.3a', 'acronym': 'UM', 'name': 'University of Miami', 'country_name': 'United States'}]","['University of Miami', 'STONE GEOFFREY W', 'KORNBLUTH RICHARD S']",2019-01-10,US-20190010240-A1,COMPOSITION COMPRISED OF ANTIGEN LINKED TO A TNF SUPERFAMILY LIGAND
"['Frank R. Jones', 'Joseph Balint', 'Wayne Godfrey', 'Elizabeth Gabitzsch']",,,2017,Application,"['grant.2344493', 'grant.2344810', 'grant.7135647', 'grant.2645385']","[{'id': 'grid.421196.9', 'name': 'Etubics (United States)', 'country_name': 'United States'}]","['Etubics Corp', 'ETUBICS CORP']",2019-05-09,US-20190134174-A1,COMPOSITIONS AND METHODS FOR TUMOR VACCINATION AND IMMUNOTHERAPY INVOLVING HER2/NEU
"['Jill Ann Livengood', 'Timothy Duane Powell']",,,2017,Application,['grant.2459206'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'TAKEDA VACCINES INC']",2019-04-18,US-20190111124-A1,Compositions and Methods for Stabilizing Alphaviruses with Improved Formulations
['MARK SCHLEISS'],1.0,,2013,Application,"['grant.2526101', 'grant.2526929']","[{'id': 'grid.437349.e', 'name': 'University of Minnesota System', 'country_name': 'United States'}]","['University of Minnesota', 'UNIV MINNESOTA']",2014-05-08,US-20140127265-A1,GUINEA PIG CYTOMEGALOVIRUS (CIDMTR Strain)
"['Carol O. Cowing', 'CHRISTOPHER COWING-ZITRON']",,,2014,Application,['grant.2658051'],,"['LANCELL LLC', 'LANCELL L L C']",2015-10-29,US-20150307938-A1,METHOD TO IDENTIFY A NOVEL CLASS OF IMMUNOLOGIC ADJUVANTS
"['Donald A. Harn, JR.', 'Yvonne Paterson', 'LISA MCEWEN']",4.0,,2015,Application,"['grant.2453102', 'grant.2457755']","[{'id': 'grid.213876.9', 'acronym': 'UGA', 'name': 'University of Georgia', 'country_name': 'United States'}, {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'country_name': 'United States'}, {'id': 'grid.29857.31', 'acronym': 'PSU', 'name': 'Pennsylvania State University', 'country_name': 'United States'}]","['University of Georgia Research Foundation Inc (UGARF)', 'University of Pennsylvania', 'UNIV PENNSYLVANIA', 'UNIV GEORGIA']",2016-09-08,US-20160256538-A1,USE OF LISTERIA VACCINE VECTORS TO REVERSE VACCINE UNRESPONSIVENESS IN PARASITICALLY INFECTED INDIVIDUALS
"['Rafi Ahmed', 'Rama Amara', 'Vijayakumar Velu', 'Kehmia Titanji', 'Gordon Freeman']",,2017.0,2009,Grant,"['grant.2457977', 'grant.2456421', 'grant.2457751']","[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.189967.8', 'name': 'Emory University', 'country_name': 'United States'}]","['Dana-Farber Cancer Institute Inc', 'Emory University', 'AHMED RAFI', 'AMARA RAMA', 'VELU VIJAYAKUMAR', 'TITANJI KEHMIA', 'FREEMAN GORDON', 'UNIV EMORY', 'DANA-FARBER CANCER INST INC']",2017-03-21,US-9598491-B2,Methods for the treatment of infections and tumors
"['Rafi Ahmed', 'Rama Amara', 'Gordon Freeman', 'Vijayakumar Velu', 'Kehmia Titanji']",3.0,,2015,Application,"['grant.2456421', 'grant.2457977', 'grant.2457751']","[{'id': 'grid.189967.8', 'name': 'Emory University', 'country_name': 'United States'}, {'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}]","['Dana-Farber Cancer Institute Inc', 'Emory University', 'UNIV EMORY', 'DANA FARBER CANCER INST INC']",2015-08-27,US-20150239972-A1,METHODS FOR THE TREATMENT OF INFECTIONS AND TUMORS
"['Donald A. Harn', 'RAFAELLA QUEIROZ', 'LISA MCEWEN']",,2017.0,2013,Grant,"['grant.2453102', 'grant.2457755']","[{'id': 'grid.213876.9', 'acronym': 'UGA', 'name': 'University of Georgia', 'country_name': 'United States'}]","['University of Georgia Research Foundation Inc (UGARF)', 'UNIV GEORGIA']",2017-02-14,US-9566338-B2,Vaccine delivery method
"['Merika Treants KODAY', 'Deborah L. Fuller', 'Aaron CHEVALIER', 'Jorgen NELSON', 'David Baker']",,2017.0,2015,Grant,['grant.2687949'],"[{'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}]","['University of Washington', 'UNIV WASHINGTON']",2017-09-26,US-9771395-B2,Enhanced influenza hemagglutinin binders
"['Dan T. Stinchcomb', 'Claire Kinney', 'Richard M. Kinney', 'Jill A. Livengood']",,,2017,Application,['grant.2459206'],"[{'id': 'grid.27235.31', 'acronym': 'DHHS', 'name': 'United States Department of Health and Human Services', 'country_name': 'United States'}, {'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Government of United States, Department, Secretary of', 'US Department of Health and Human Services (HHS)', 'Takeda Vaccines Inc', 'THE GOVERNMENT OF THE US SECRETARY OF THE DEPT']",2017-10-12,US-20170290884-A1,COMPOSITIONS AND METHODS FOR DENGUE VIRUS CHIMERIC CONSTRUCTS IN VACCINES
['Janet K. Yamamoto'],31.0,2002.0,1997,Grant,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}, {'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'University of Florida Research Foundation Inc', 'UNIV FLORIDA', 'UNIV CALIFORNIA']",2002-09-10,US-6447993-B1,Multi-subtype FIV vaccines
"['Rangarajan Sampath', 'Thomas A. Hall']",,,2008,Application,['grant.2425460'],"[{'id': 'grid.417574.4', 'name': 'Abbott (United States)', 'country_name': 'United States'}]","['Ibis Biosciences Inc', 'IBIS BIOSCIENCES INC']",2011-02-24,US-20110045456-A1,COMPOSITIONS FOR USE IN IDENTIFICATION OF ADVENTITIOUS CONTAMINANT VIRUSES
"['William N. Haining', 'Arlene H. Sharpe', 'Jernej Godec']",,,2015,Application,"['grant.2695836', 'grant.2459098', 'grant.2695761']","[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}]","['Harvard College', 'Dana-Farber Cancer Institute Inc', 'HAINING WILLIAM N', 'SHARPE ARLENE H', 'GODEC JERNEJ', 'DANA-FARBER CANCER INST INC', 'HARVARD COLLEGE']",2017-08-03,US-20170215392-A1,Methods and Compositions for Perturbing Gene Expression in Hematopoietic Stem Cell Lineages In Vivo
"['Janet Yamamoto', 'Jennifer Janelle', 'Barbara Torres', 'Maki Arai', 'Taishi Tanabe', 'Ruiyu Pu']",2.0,,2002,Application,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'YAMAMOTO JANET K.', 'JANELLE JENNIFER WHITE', 'TORRES BARBARA AUREA', 'ARAI MAKI', 'TANABE TAISHI', 'PU RUIYU']",2003-05-15,US-20030091987-A1,"Materials and methods for detecting, preventing, and treating retroviral infection"
['Janet K. Yamamoto'],4.0,2010.0,2006,Grant,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'UNIV FLORIDA']",2010-02-09,US-7658927-B2,Materials and methods for immunizing against FIV infection
"['Yung Chang', 'Sidney Hecht', 'Joseph Leal', 'Viswanath Arutla', 'Xiaowei Liu', 'Sriram Sokalingam']",,,2018,Application,['grant.2487387'],"[{'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}]","['Arizona State University', 'UNIV ARIZONA STATE']",2018-05-10,US-20180125969-A1,METHODS OF RATIONAL NICOTINE HAPTEN DESIGN AND USES THEREOF
"['Anne S De Groot', 'William D Martin']",,2019.0,2016,Grant,['grant.2695840'],"[{'id': 'grid.421087.8', 'name': 'EpiVax (United States)', 'country_name': 'United States'}]","['Epivax Inc', 'EPIVAX INC']",2019-05-14,US-10286063-B2,Modified H7 hemagglutinin glycoprotein of the Influenza A/Shanghai/2/2013 H7 sequence
"['Anne S. De Groot', 'William D. Martin']",,,2018,Application,['grant.2695840'],"[{'id': 'grid.421087.8', 'name': 'EpiVax (United States)', 'country_name': 'United States'}]","['Epivax Inc', 'EPIVAX INC']",2019-04-11,US-20190105386-A1,METHODS FOR IMPROVING THE EFFICACY OF VACCINE ANTIGENS
"['Marcus Horwitz', 'Gunter Harth', 'Paul Zamecnik', 'David Tabatadze']",,,2003,Application,"['grant.2452208', 'grant.2454088']","[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'HORWITZ MARCUS A', 'HARTH GUNTER', 'ZAMECNIK PAUL C', 'TABATADZE DAVID']",2006-08-17,US-20060183676-A1,Treatment of mycobacterium tuberculosis with antisense oligonucleotides
"['Rangarajan Sampath', 'Rachael Kreft', 'Lawrence B. Blyn', 'Feng Li', 'Thomas A. Hall', 'David J. Ecker']",,,2009,Application,['grant.2425460'],"[{'id': 'grid.417574.4', 'name': 'Abbott (United States)', 'country_name': 'United States'}]","['Ibis Biosciences Inc', 'SAMPATH RANGARAJAN', 'KREFT RACHAEL', 'BLYN LAWRENCE B', 'LI FENG', 'HALL THOMAS A', 'ECKER DAVID J']",2011-08-18,US-20110200985-A1,COMPOSITIONS FOR USE IN IDENTIFICATION OF HERPESVIRUSES
"['Hugh S. Mason', 'Seong Hee Bhoo', 'Sun Hee Rosenthal', 'Charles J. Arntzen']",,2018.0,2011,Grant,['grant.2695788'],"[{'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}]","['Arizona State University', 'MASON HUGH S', 'BHOO SEONG HEE', 'ROSENTHAL SUN HEE', 'ARNTZEN CHARLES J', 'UNIV ARIZONA STATE']",2018-09-25,US-10080799-B2,Methods and compositions related to glycoprotein-immunoglobulin fusions
['Janet Yamamoto'],,,2002,Application,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}, {'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'University of Florida Research Foundation Inc', 'YAMAMOTO JANET K.']",2002-11-21,US-20020172941-A1,Multi-subtype FIV vaccines
"['Mark L. Lawrence', 'Attila Karsi']",,,2016,Application,"['grant.3946869', 'grant.3826010']","[{'id': 'grid.260120.7', 'acronym': 'MSU', 'name': 'Mississippi State University', 'country_name': 'United States'}]","['MISSISSIPPI STATE UNIVERSITY (MSU)', 'Mississippi State University', 'MISSISSIPPI STATE UNIV']",2016-11-24,US-20160339093-A1,LIVE ATTENUATED CATFISH VACCINE AND METHOD OF MAKING
"['Anne S. De Groot', 'William D. Martin']",1.0,,2018,Application,['grant.2695840'],"[{'id': 'grid.421087.8', 'name': 'EpiVax (United States)', 'country_name': 'United States'}]","['Epivax Inc', 'EPIVAX INC']",2018-06-14,US-20180161420-A1,Modified H7 Hemagglutinin Glycoprotein of the Influenza A/Shanghai/2/2013 H7 Sequence
['Janet K. Yamamoto'],6.0,2003.0,2002,Grant,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}, {'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'University of Florida Research Foundation Inc', 'UNIV FLORIDA', 'UNIV CALIFORNIA']",2003-08-12,US-6605282-B2,Multi-subtype FIV vaccines
"['Siba K. Samal', 'Mallikarjuna kanabagatte BASAVARAJAPPA']",,,2014,Application,['grant.3952092'],"[{'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}, {'id': 'grid.411024.2', 'acronym': 'UMAB', 'name': 'University of Maryland, Baltimore', 'country_name': 'United States'}]","['University of Maryland, Baltimore', 'University of Maryland, College Park', 'UNIV MARYLAND']",2017-02-23,US-20170049880-A1,Infectious laryngotracheitis virus (ILTV) vaccine using recombinant newcastle disease virus vector
"['Rangarajan Sampath', 'Feng Li', 'Rachael Kreft', 'Thomas A. Hall', 'Lawrence B. Blyn']",1.0,,2009,Application,['grant.2425460'],"[{'id': 'grid.417574.4', 'name': 'Abbott (United States)', 'country_name': 'United States'}]","['Ibis Biosciences Inc', 'IBIS BIOSCIENCES INC']",2011-06-23,US-20110151437-A1,COMPOSITIONS FOR USE IN IDENTIFICATION OF ADVENTITIOUS VIRUSES
['Janet K. Yamamoto'],,,2014,Application,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'UNIV FLORIDA']",2015-04-09,US-20150098965-A1,"MATERIALS AND METHODS FOR DETECTING, PREVENTING, AND TREATING RETROVIRAL INFECTION"
"['Phyllis Losikoff', 'Stephen Gregory', 'Anne DeGroot', 'William Martin']",1.0,,2014,Application,['grant.2695840'],"[{'id': 'grid.475069.9', 'acronym': 'CPE', 'name': 'Council on Postsecondary Education', 'country_name': 'United States'}, {'id': 'grid.421087.8', 'name': 'EpiVax (United States)', 'country_name': 'United States'}]","['Rhode Island Council On Postsecondary Education', 'Rhode Island Board of Education', 'Epivax Inc', 'RHODE ISLAND BOARD OF EDUCATION STATE OF RHODE ISLAND AND PROVIDENCE PLANTATIONS']",2015-10-01,US-20150273032-A1,NOVEL REGULATORY T CELL EPITOPE AND HEPATITIS C VIRUS HOMOLOG
"['Hugh Mason', 'Charles Arntzen', 'Sun Hee Rosenthal', 'Sean Winkle', 'Andy Diamos']",1.0,,2014,Application,"['grant.2687707', 'grant.2695788', 'grant.2695769']","[{'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}, {'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}]","['ARIZONA BOARD OF REGENTS', 'Arizona State University', 'MASON HUGH', 'ARNTZEN CHARLES', 'ROSENTHAL SUN HEE', 'WINKLE SEAN', 'DIAMOS ANDY', 'UNIV ARIZONA']",2015-12-24,US-20150368660-A1,GEMINIVIRAL VECTOR FOR EXPRESSION OF RITUXIMAB
"['Hugh Mason', 'Charles Arntzen', 'Sun Hee Rosenthal', 'Sean Winkle', 'Andrew Diamos']",,2018.0,2014,Grant,"['grant.2695788', 'grant.2695769', 'grant.2687707']","[{'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}, {'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}]","['ARIZONA BOARD OF REGENTS', 'Arizona State University', 'THE ARIZONA BOARD OF REGENTS FOR AND ON BEHALF OF ARIZONA STATE UNIV', 'MASON HUGH', 'ARNTZEN CHARLES', 'ROSENTHAL SUN HEE', 'WINKLE SEAN', 'DIAMOS ANDREW', 'UNIV ARIZONA STATE']",2018-11-13,US-10125373-B2,Geminiviral vector for expression of rituximab
"['Marcus A. Horwitz', 'Qingmei Jia']",,,2014,Application,['grant.2452208'],"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'UNIV CALIFORNIA']",2015-02-26,US-20150056242-A1,NOVEL LIVE RECOMBINANT BOOSTER VACCINE AGAINST TUBERCULOSIS
"['Marcus A. Horwitz', 'Michael V. Tullius']",,2015.0,2008,Grant,"['grant.2452208', 'grant.2457471']","[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'HORWITZ MARCUS A', 'TULLIUS MICHAEL V', 'UNIV CALIFORNIA']",2015-01-13,US-8932846-B2,Unmarked recombinant intracellular pathogen immunogenic compositions expressing high levels of recombinant proteins
"['Hugh S. Mason', 'Seong Hee Bhoo', 'Sun Hee Rosenthal', 'Charles J. Arntzen']",,,2011,Application,['grant.2695788'],"[{'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}]","['Arizona State University', 'MASON HUGH S', 'BHOO SEONG HEE', 'ROSENTHAL SUN HEE', 'ARNTZEN CHARLES J']",2013-02-21,US-20130045205-A1,Methods and Compositions Related to Glycoprotein-Immunoglobulin Fusions
