journal.title,count
Australian Journal of Rural Health,1
Behavioural Pharmacology,1
Asian Pacific Journal of Tropical Biomedicine,1
Forensic Chemistry,1
Preventive Cardiology,1
Journal of Advanced Transportation,1
Russian Family Doctor,1
Clinical Medical Image Library,1
Combination Products in Therapy,1
Journal of SAFOG with DVD,1
Arab Journal of Urology,1
Biodemography and Social Biology,1
Nano Letters,1
Veterinary and Comparative Oncology,1
Head & Face Medicine,1
Journal of Psychiatry,1
Journal of Neuroanaesthesiology and Critical Care,1
Allergo Journal,1
Biologia,1
IEEE Geoscience and Remote Sensing Letters,1
Chinese Journal of Chromatography,1
Journal of Gastrointestinal and Abdominal Radiology,1
Otolaryngology Case Reports,1
Journal of Anxiety Disorders,1
Journal of the Chinese Chemical Society,1
International Journal of Perioperative Ultrasound and Applied Technologies,1
Respiratory Medicine Case Reports,1
Studies in Logic Grammar and Rhetoric,1
Childhood Kidney Diseases,1
Climatic Change,1
Der Pneumologe,1
Japanese Journal of Ophthalmology,1
Chinese journal of hematology,1
Epigenomics,1
Journal of Minimally Invasive Surgical Sciences,1
COMPEL The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,1
Journal of Membrane Science,1
Transgenic Research,1
Journal for Nurses in Professional Development,1
Journal of Management in Engineering,1
Public Health Genomics,1
Stem Cell Investigation,1
Journal of Primary Care & Community Health,1
Nursing Management (Springhouse),1
ARYA Atherosclerosis,1
Journal of Pharmaceutical Analysis,1
Forensic Science International Synergy,1
American Journal of Reproductive Immunology,1
EMERGENCY MEDICAL CARE,1
SN Comprehensive Clinical Medicine,1
Intelligence,1
Trends in Genetics,1
Perspectives on Hearing and Hearing Disorders Research and Diagnostics,1
International Journal of Audiology,1
Science Progress,1
Clinical Practice and Cases in Emergency Medicine,1
Journal of Psychiatric and Mental Health Nursing,1
Advanced Engineering Materials,1
Advances in Pharmacological Sciences,1
Behavioral and Brain Sciences,1
Chemotherapy Open access,1
Urogynaecologia,1
Applied Nursing Research,1
Frontiers in Applied Mathematics and Statistics,1
Antimicrobial Resistance & Infection Control,1
Journal of Intellectual Disability Research,1
Ethnicity & Disease,1
Hereditas (Beijing),1
Beneficial Microbes,1
Journal of Neurological Disorders,1
Egyptian Journal of Ear Nose Throat and Allied Sciences,1
Journal of the Anus Rectum and Colon,1
Case Reports in Nephrology and Dialysis,1
Seminars in Interventional Radiology,1
Intermetallics,1
Journal of virus eradication,1
Bioelectrochemistry,1
Cumhuriyet Medical Journal,1
Journal of ExtraCorporeal Technology,1
Nordic Journal of Nursing Research,1
Annales de Pathologie,1
The Journal of Health Technology Assessment,1
Journal of Analytical Methods in Chemistry,1
J. indig. wellbeing,1
Clinical Diabetology,1
Chemistry - An Asian Journal,1
Physiological Research,1
Meta Gene,1
Neuroinformatics,1
Online Türk Sağlık Bilimleri Dergisi,1
Mini-Reviews in Organic Chemistry,1
Turkish Journal of Biology,1
Journal of Chemical Sciences,1
Journal of Experimental Psychology Applied,1
DARU Journal of Pharmaceutical Sciences,1
Journal of Pediatric Endoscopic Surgery,1
Cytoskeleton,1
Longevity & Healthspan,1
Journal of Caring Sciences,1
Annals of Anesthesiology and Critical Care,1
Journal of Computational Biology,1
2012 IEEE 16th International Conference on Intelligent Engineering Systems (INES),1
Pediatric Emergency Medicine Journal,1
Polymer Chemistry,1
Journal of Thermal Spray Technology,1
Current Pharmaceutical Analysis,1
Annales Médico-psychologiques revue psychiatrique,1
Exceptionality,1
Nihon Chikusan Gakkaiho,1
Hong Kong Journal of Occupational Therapy,1
EMC - Néphrologie,1
Cuadernos de Medicina Forense,1
Annual Review of Vision Science,1
Physical Therapy and Rehabilitation,1
Transfusion Clinique et Biologique,1
Archives of Pharmacy Practice,1
Ontario health technology assessment series,1
Revista de Psiquiatría y Salud Mental (English Edition),1
Journal of Biological Dynamics,1
BMC Medical Imaging,1
Eating Behaviors,1
IEEE Transactions on Computational Social Systems,1
Revista Brasileira de Saúde Materno Infantil,1
Journal of Cutaneous Pathology,1
Journal of Nephrology & Therapeutics,1
Materials,1
World of Medicine and Biology,1
IEEE Transactions on Neural Networks and Learning Systems,1
Cell Biochemistry and Function,1
HAND,1
Journal of Receptors and Signal Transduction,1
Phytochemical Analysis,1
Annales d Otolaryngologie et de Chirurgie Cervico-Faciale,1
Journal of Market Access & Health Policy,1
健康医学,1
Animal Genetics,1
Journal of Operations Management,1
Transcultural Psychiatry,1
Historical Archaeology,1
Topics in Current Chemistry,1
Assessment,1
European Journal of Orthodontics,1
Revista Española de Enfermedades Metabólicas Óseas,1
Perspectives on Augmentative and Alternative Communication,1
Indian Journal of Cancer,1
Arab Journal of Gastroenterology,1
Cognition,1
Journal of Bacteriology and Virology,1
Climacteric,1
International Journal of Diabetes and Clinical Research,1
Journal of Acute Care Surgery,1
Journal of the Korean Data and Information Science Society,1
Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,1
European Journal of Case Reports in Internal Medicine,1
Medical Laboratory Journal,1
Archives of Clinical Psychiatry,1
Journal of Mathematical Biology,1
Emerging Health Threats Journal,1
Dermatologica Sinica,1
Neurobiology of Learning and Memory,1
Jurnal kedokteran dan kesehatan Indonesia,1
Molecular Imaging,1
Research in Microbiology,1
Reviews of Geophysics,1
Journal of Diabetes Metabolic Disorders & Control,1
Annals of Geriatric Medicine and Research,1
Russian Journal of Infection and Immunity,1
Addictive Behaviors Reports,1
International Journal of Surgery Open,1
Boletín Médico del Hospital Infantil de México,1
Journal of Physical Therapy Education,1
Medicina de Familia SEMERGEN,1
Open Journal of Urology,1
Open Journal of Rheumatology and Autoimmune Diseases,1
International Surgery Journal,1
Microfluidics and Nanofluidics,1
Mediterranean Journal of Clinical Psychology,1
Southern African Journal of Gynaecological Oncology,1
Journal of Cleaner Production,1
Journal of Occupational Rehabilitation,1
Molecular Metabolism,1
Genetic Engineering & Biotechnology News,1
Communications Biology,1
Creativity and Innovation Management,1
Journal of Taibah University Medical Sciences,1
International Journal of Information Management,1
Archives des Maladies du Coeur et des Vaisseaux - Pratique,1
Journal of Pathology and Translational Medicine,1
American Journal of Audiology,1
Remote Sensing,1
International Journal of Circumpolar Health,1
EMC - Urgenze,1
Computerized Medical Imaging and Graphics,1
Medical Education Online,1
Journal of Intelligent & Robotic Systems,1
Translational Neuroscience,1
International Journal of Behavioral Development,1
Neurochirurgie,1
Journal of Global Oncology,1
Mycopathologia,1
Pesquisa Veterinária Brasileira,1
Animal Production Science,1
Journal of Kidney Cancer and VHL,1
Neurologie up2date,1
World Journal of Rheumatology,1
Infants & Young Children,1
Journal of Stroke,1
Journal of Medicine,1
European Biophysics Journal,1
Bioresource Technology,1
International Journal on Disability and Human Development,1
Archives of Public Health,1
Lung Cancer Targets and Therapy,1
Nuclear Medicine and Biology,1
Euroasian Journal of Hepato-Gastroenterology,1
Journal of Marmara University Institute of Health Sciences,1
Transactions of the Institute of Systems Control and Information Engineers,1
Journal of Electrocardiology,1
Patient Safety in Surgery,1
Cancer Urology,1
Relevé des maladies transmissibles au Canada,1
International Journal of Molecular Epidemiology and Genetics,1
Archivio di Ortopedia e Reumatologia,1
Veterinary Pathology,1
Journal of Family Violence,1
Chirurgia,1
World Journal of Meta-Analysis,1
Home Healthcare Now,1
Journal of Chitwan Medical College,1
Paediatrics and International Child Health,1
Child's Health,1
Balkan Journal of Dental Medicine,1
Journal of Women & Aging,1
Grasas y Aceites,1
International Journal of Blood Research and Disorders,1
The Open Neuroimaging Journal,1
Canadian Association of Radiologists Journal,1
British Journal of Clinical Psychology,1
Trends in Cancer,1
Genes & Development,1
Plant Foods for Human Nutrition,1
Nepalese Journal of Ophthalmology,1
Manuelletherapie,1
Shidnoevropejskij zurnal vnutrisnoi ta simejnoi medicini,1
Notfallmedizin up2date,1
Research and Reports in Forensic Medical Science,1
IEEE Transactions on Radiation and Plasma Medical Sciences,1
JAMA Psychiatry,1
Archives of Environmental Contamination and Toxicology,1
Journal of Allergy & Therapy,1
BJR|Open,1
Quantitative Biology,1
Investigative Dermatology and Venereology Research,1
Redox Report,1
Regulatory Mechanisms in Biosystems,1
Biomedicine Hub,1
Journal of General and Family Medicine,1
Texto & Contexto - Enfermagem,1
Journal of Microbiology and Biotechnology,1
Molecular Biology International,1
Cancer Prevention Research,1
Bulletin de la Société de pathologie exotique,1
Epidemiology and Health,1
Yearbook of Surgery,1
Turkish Journal of Hematology,1
Frontiers in Computational Neuroscience,1
Cognitive Processing,1
JMIR Rehabilitation and Assistive Technologies,1
Asian Journal of Oral and Maxillofacial Surgery,1
Onkologiya Zhurnal imeni P A Gertsena,1
日本腎臓学会誌,1
World Journal of Oncology,1
Somnologie,1
Palliative Care Research,1
European Journal of Remote Sensing,1
Libyan Journal of Medicine,1
International Journal of Telemedicine and Applications,1
JSME International Journal Series C,1
Applied Occupational and Environmental Hygiene,1
The Journal of the Japanese Society of Clinical Cytology,1
Korean Journal of Clinical Pharmacy,1
Theoretical and Applied Climatology,1
Annals of Dermatology,1
Visuomenės sveikata,1
New Journal of Science,1
Papers in Applied Geography,1
International Journal of Health Services,1
BMC Clinical Pharmacology,1
Nursing Clinics of North America,1
Indian Journal of Allergy Asthma and Immunology,1
Clinical Plasma Medicine,1
Perspectives in Vascular Surgery and Endovascular Therapy,1
Journal of Experimental Child Psychology,1
Revista de Logopedia Foniatría y Audiología,1
Gastrointestinal Tumors,1
Journal of Drug Targeting,1
BioNanoMaterials,1
Journal of Microbiology Immunology and Infection,1
Journal of Oral Health and Community Dentistry,1
Psychology Crime and Law,1
Current Clinical Pharmacology,1
Adipositas - Ursachen Folgeerkrankungen Therapie,1
Journal of Nutrition in Gerontology and Geriatrics,1
Journal of the Ceylon College of Physicians,1
Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics,1
Lymphatic Research and Biology,1
Chinese Physics B,1
Advances in Hematology,1
Health Renaissance,1
Circulation Reports,1
Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,1
Asian/Pacific Island Nursing Journal,1
Infection Disease & Health,1
The Journal of Antibiotics,1
Klinicheskaya dermatologiya i venerologiya,1
FEBS Open Bio,1
Nursing Critical Care,1
Interventional Medicine and Applied Science,1
Tremor and Other Hyperkinetic Movements,1
Journal of Microelectromechanical Systems,1
MCN The American Journal of Maternal/Child Nursing,1
Journal of Metabolic Syndrome,1
International Journal of Community Based Nursing and Midwifery,1
Current Opinion in Structural Biology,1
World Medical & Health Policy,1
Pulmonary Circulation,1
Neurovascular Imaging,1
Journal of the American Oil Chemists' Society,1
Iran Journal of Nursing,1
Journal of the Korean Association of Pediatric Surgeons,1
International Journal of Health Policy and Management,1
Survey of Anesthesiology,1
The Egyptian Journal of Critical Care Medicine,1
Cahiers de Nutrition et de Diététique,1
International Journal of Food Properties,1
International Journal of Advances in Medicine,1
Heat and Mass Transfer,1
Journal of Clinical & Translational Endocrinology,1
Annals of Medical and Health Sciences Research,1
ASA Refresher Courses in Anesthesiology,1
Mathematics and Computers in Simulation,1
Transfusionsmedizin - Immunhämatologie Hämotherapie Immungenetik Zelltherapie,1
Mecosan,1
Indian Journal of Otology,1
Epidemiology and Vaccinal Prevention,1
Journal of Pain Research,1
Journal of Prosthodontics,1
信州医学雑誌,1
Annals of Behavioral Medicine,1
The International Journal of Neuropsychopharmacology,1
Revista Portuguesa de Estomatologia Medicina Dentária e Cirurgia Maxilofacial,1
"Ear, Nose & Throat Journal",1
Seminars in Speech and Language,1
Trends in Cell Biology,1
Laboratory Animals,1
Currents in Pharmacy Teaching and Learning,1
Kathmandu University Medical Journal,1
Complexity,1
Molecular Diagnosis,1
Annals of Epidemiology,1
Eating Disorders,1
Echo Research and Practice,1
Journal of Mechanical Science and Technology,1
Obesity Medicine,1
British Dental Journal,1
Japanese Journal of Radiological Technology,1
Insurance Mathematics and Economics,1
Journal of Civil Structural Health Monitoring,1
Crohn's & Colitis 360,1
Journal of Microscopy,1
Chromosoma,1
Drug Delivery System,1
Social Work in Mental Health,1
Leadership in Health Services,1
Women & Health,1
Rehabilitation Nursing,1
International Journal of Health Governance,1
Anwer Khan Modern Medical College Journal,1
Journal of College of Medical Sciences-Nepal,1
Cellular and Molecular Neurobiology,1
Acta Crystallographica Section F: Structural Biology Communications,1
Starch - Stärke,1
Türk Fizyoterapi ve Rehabilitasyon Dergisi,1
Sport Sciences for Health,1
International Journal of Evolutionary Biology,1
Acta Biomaterialia Odontologica Scandinavica,1
Biopolymers,1
SLAS TECHNOLOGY Translating Life Sciences Innovation,1
Journal of Tissue Viability,1
Phlebologie,1
Digital Signal Processing,1
Journal of Dietary Supplements,1
Mucosa,1
The International Journal of Spine Surgery,1
Prilozi,1
Kansenshogaku zasshi,1
Hipertensión y Riesgo Vascular,1
Journal of Environmental Psychology,1
Revista Colombiana de Médicina Física y Rehabilitación,1
Journal of Patient Safety and Risk Management,1
Dermato-Endocrinology,1
Advanced Materials Interfaces,1
Journal of Cranio-Maxillary Diseases,1
移植,1
Journal of Applied Mechanical Engineering,1
Communication Disorders Quarterly,1
Neurotoxicology and Teratology,1
Cancer Research and Treatment,1
Cancer Reports,1
Journal of Orofacial Sciences,1
Pediatric Obesity,1
European Eating Disorders Review,1
Carbon,1
International Journal of Modern Physics B,1
NeuroToxicology,1
Journal of Clinical Sleep Medicine,1
ScienceRise Pharmaceutical Science,1
World Journal of Hematology,1
Materialwissenschaft und Werkstofftechnik,1
Journal of Microbial & Biochemical Technology,1
IEEE Transactions on Control Systems Technology,1
Protein and Peptide Letters,1
Medical Science Monitor Basic Research,1
Clinical and Experimental Otorhinolaryngology,1
American Journal of Critical Care,1
Health Science Journal,1
Environmental Toxicology,1
IHJ Cardiovascular Case Reports (CVCR),1
Theoretical Chemistry Accounts,1
Health Economics & Outcome Research Open Access,1
Rheumatology and Therapy,1
Magnetic Resonance Imaging Clinics of North America,1
Universitas Odontologica,1
Mathematical Models and Methods in Applied Sciences,1
The Canadian Journal of Human Sexuality,1
Canadian Journal of Pain,1
Interdisciplinary Neurosurgery,1
Current Treatment Options in Allergy,1
Revista de Psiquiatría y Salud Mental,1
International Journal of Surgery Protocols,1
Journal of Investigative Dermatology Symposium Proceedings,1
The Journal of Korean Physical Therapy,1
Bioinformatics and Biology Insights,1
Journal of Community Medicine & Health Education,1
Revue d'Epidémiologie et de Santé Publique,1
Oncohematology,1
Health and Technology,1
Progress in Biomaterials,1
Hans Journal of Surgery,1
Journal of Occupational Therapy Schools & Early Intervention,1
Japanese Journal of Electrocardiology,1
Psychiatry Research Neuroimaging,1
Radioisotopes,1
Gynecology & Obstetrics,1
Revista clínica de periodoncia implantología y rehabilitación oral,1
Translational medicine,1
Journal of Health Economics,1
Journal of Immunotoxicology,1
Laboratory Medicine Online,1
Journal of Thermal Biology,1
Quarterly Journal of Experimental Psychology,1
World Journal of Surgical Procedures,1
Biochimica et Biophysica Acta (BBA) - General Subjects,1
Case Reports in Ophthalmological Medicine,1
Cardiorenal Medicine,1
Journal of Heredity,1
Annals of Nuclear Cardiology,1
Advances in Anesthesia,1
Asia Pacific Journal of Clinical Trials Nervous System Diseases,1
Urologie in der Praxis,1
npj Genomic Medicine,1
Journal of Clinical and Basic Research,1
Ningen Dock International,1
Biomedical Engineering Letters,1
Modern medical technologies,1
Neonatal Network The Journal of Neonatal Nursing,1
Parasite Immunology,1
Ecology and Evolution,1
Personality and Mental Health,1
Alergologia,1
Journal of Physics D,1
Industrial & Engineering Chemistry Research,1
The Egyptian Journal of Internal Medicine,1
Plant and Soil,1
Health Care Management Review,1
Bulletin of the Lebedev Physics Institute,1
Advances in Mental Health and Intellectual Disabilities,1
Hemoglobin,1
Uspekhi Fizicheskih Nauk,1
Journal of the Korean Society of Manufacturing Process Engineers,1
The European Journal of Psychiatry,1
The Neurodiagnostic Journal,1
Journal of Toxicology and Environmental Health Part A,1
Clinical and Experimental Medical Journal,1
Ecotoxicology and Environmental Safety,1
Pediatric Infection & Vaccine,1
Oral Radiology,1
Journal of Intelligent Material Systems and Structures,1
Behavioral Sleep Medicine,1
Zebrafish,1
Journal of Biometrics & Biostatistics,1
Journal of the Canadian Association of Gastroenterology,1
Endocrine Regulations,1
Bijblijven,1
Gerontology & Geriatrics Education,1
PharmaNutrition,1
Exploratory Research and Hypothesis in Medicine,1
Chinese Journal of Integrative Medicine,1
Acta Chirurgica Latviensis,1
BMC Chemistry,1
Journal of Sleep Disorders & Therapy,1
Natural Products Chemistry & Research,1
札幌医学雑誌,1
European Journal of Criminology,1
Journal of Occupational Medicine and Toxicology,1
The Open Hypertension Journal,1
Journal of Applied Sport Psychology,1
NCT Neumología y Cirugía de Tórax,1
Value in Health Regional Issues,1
Journal of Menopausal Medicine,1
Open Journal of Stomatology,1
Journal of Plant Biochemistry and Biotechnology,1
Journal of Substance Abuse Treatment,1
Restorative Neurology and Neuroscience,1
JA Clinical Reports,1
Kardiologicheskii vestnik,1
Medical Ethics Journal,1
Acta Veterinaria Hungarica,1
Endocrine Pathology,1
Immunity Inflammation and Disease,1
Genomics & Informatics,1
Acta Biochimica et Biophysica Sinica,1
Journal of the Royal Society of New Zealand,1
Ultrasonography,1
Fungal Biology,1
International Journal of Medicine in Developing Countries,1
HIV Research & Clinical Practice,1
Revista Repertorio de Medicina y Cirugía,1
Spanish Journal of Agricultural Research,1
Tobacco Control,1
Rare Tumors,1
Translational Medicine,1
Journal of Foot and Ankle Surgery (Asia Pacific),1
Enfermería Intensiva,1
Marine Drugs,1
Emotion Space and Society,1
Journal of Neurocritical Care,1
Journal of Fluid Mechanics,1
Clinical Nephrology - Case Studies,1
Zeitschrift für Orthopädie und Unfallchirurgie,1
Public Health Nursing,1
Iranian Journal of Neonatology,1
Microbiology Research Journal International,1
International Journal of Biomaterials,1
Revista Pan-Amazônica de Saúde,1
Journal of Neuromuscular Diseases,1
Journal of Small Animal Practice,1
Creativity Studies,1
Human Genome Variation,1
Letters in Oncology Science,1
Orthopedic & Muscular System,1
Current Treatment Options in Infectious Diseases,1
老年歯科医学,1
Journal of Food Engineering,1
Laboratornaya sluzhba,1
Journal of Food Safety,1
Addiction and Health,1
CIRP Annals,1
Medical Devices & Sensors,1
Cell Transplantation,1
Clinical Psychology & Psychotherapy,1
Archives of Clinical Gastroenterology,1
Photobiomodulation Photomedicine and Laser Surgery,1
Forest Ecology and Management,1
Drug Delivery and Translational Research,1
Conservation Biology,1
Epilepsy & Seizure,1
Social Work,1
Frontiers of Agriculture in China,1
International journal of Nutrition Pharmacology Neurological Diseases,1
Journal of Analytical Atomic Spectrometry,1
Pharmacognosy Research,1
Anti-Cancer Agents in Medicinal Chemistry,1
Revista chilena de neuro-psiquiatría,1
International Journal of Health Care Quality Assurance,1
Analog Integrated Circuits and Signal Processing,1
Gastrointestinal Cancer Targets and Therapy,1
EMC - Otorinolaringoiatria,1
The Korean Journal of Urological Oncology,1
Phase Transitions,1
Sleep and Vigilance,1
Brain Informatics,1
Separations,1
Case Reports in Radiology,1
Drying Technology,1
Cadernos de Saúde Pública,1
Nature and Science of Sleep,1
National Journal of Maxillofacial Surgery,1
Proceedings of the American Society for Information Science and Technology,1
Regenerative Biomaterials,1
journal of Environmental Engineering and Ecological Science,1
Addiction Biology,1
The Journal of Nervous and Mental Disease,1
Journal of ISAKOS Joint Disorders & Orthopaedic Sports Medicine,1
International Journal of Cancer Research,1
Health Information Science and Systems,1
Oral Surgery,1
Current Pharmaceutical Biotechnology,1
International Journal of Family & Community Medicine,1
Revista Brasileira de Oftalmologia,1
The International Journal of Human Resource Management,1
Endocrine Surgery,1
Reumatologia/Rheumatology,1
Dermatology and Therapy,1
World Journal of Clinical Pediatrics,1
The Egyptian Journal of Chest Diseases and Tuberculosis,1
Sexually Transmitted Diseases,1
Indian Journal of Neurosurgery,1
Cell Adhesion & Migration,1
Obesity Facts,1
Methods of Information in Medicine,1
Child Health Nursing Research,1
International Journal of Biomathematics,1
Journal of Nihon University Medical Association,1
Journal of Immunoassay and Immunochemistry,1
EUR RESPIR J SUPPL,1
Archives of Craniofacial Surgery,1
The Journal of Korean Society of Occupational Therapy,1
Journal of Molecular Endocrinology,1
Methods,1
International Journal of Sports Physiology and Performance,1
South African Journal of Surgery,1
Yearbook of Obstetrics Gynecology and Women's Health,1
Sri Lankan Journal of Infectious Diseases,1
Phytochemistry Reviews,1
British Journal of Occupational Therapy,1
Journal of Genital System & Disorders,1
Journal of Marketing Research,1
Russian Journal of Bioorganic Chemistry,1
Tropical Medicine and International Health,1
Epilepsia Open,1
Epidemiologic Reviews,1
World Journal of Dentistry,1
Biology Open,1
Iranian Journal of Medical Sciences,1
International Journal of Mental Health Nursing,1
Animal Biology,1
Molecular Plant-Microbe Interactions,1
Medical Journal of the Russian Federation,1
Journal of Orthodontics,1
Mathematical Medicine and Biology A Journal of the IMA,1
Sudebno-meditsinskaya ekspertiza,1
BBA Clinical,1
General Medicine Open Access,1
Journal of Nephropharmacology,1
Primates,1
Dental Nursing,1
Efficacy and Mechanism Evaluation,1
Journal of Postgenomics Drug & Biomarker Development,1
"International Journal of Control, Automation and Systems",1
Neurosciences,1
Biochemical Genetics,1
Air Medical Journal,1
IRBM,1
Nephrology Point of Care,1
Reviews in Health Care,1
Revista Argentina de Endocrinología y Metabolismo,1
Ambulatory Anesthesia,1
Biotechnology and Bioprocess Engineering,1
Medical Council,1
Stem Cell Reviews and Reports,1
Epilepsy and Paroxysmal Conditions,1
Statistica Neerlandica,1
Journal of Pharmacy Technology,1
Thoracic Cancer,1
Social Enterprise Journal,1
The Korean Journal of Endocrine Surgery,1
Mechanics of Advanced Materials and Modern Processes,1
Phosphorus Sulfur and Silicon and the Related Elements,1
Psychology Community & Health,1
Clinical Practice in Pediatric Psychology,1
Nonlinear Dynamics,1
Experimental Hematology & Oncology,1
Open Medicine Journal,1
Current Transplantation Reports,1
The Korean Journal of Pancreas and Biliary Tract,1
Journal of Research in Nursing,1
Sleep Medicine Clinics,1
"The Egyptian Journal of Neurology, Psychiatry and Neurosurgery",1
Clinical Pediatric Endocrinology,1
Journal of Nutritional Medicine and Diet Care,1
Acta Medica Nagasakiensia,1
臨床血液,1
Case Reports in Hepatology,1
Allergy Asthma & Respiratory Disease,1
Arthroscopy Techniques,1
Journal of Aging and Health,1
Mind Brain and Education,1
Environmental Health and Preventive Medicine,1
Zeitschrift für Epileptologie,1
Biostatistics,1
Journal of Experimental Neuroscience,1
Tissue Engineering,1
Pain Management Nursing,1
Nitric Oxide,1
JCO Clinical Cancer Informatics,1
Biotechnology & Biotechnological Equipment,1
Breast Disease,1
Functional Ecology,1
Veterinary Record Case Reports,1
Cost Effectiveness and Resource Allocation,1
Adolescent Health Medicine and Therapeutics,1
International Journal of Shoulder Surgery,1
International Journal of Palliative Nursing,1
ChemMedChem,1
Genetics Research International,1
International Journal of Medical Students,1
Anales del Sistema Sanitario de Navarra,1
New Review of Academic Librarianship,1
International Journal of Medical Informatics,1
Journal of Chemical Technology & Biotechnology,1
Orthodontics and Craniofacial Research,1
Environmental and Ecological Statistics,1
Evidence-based Cardiovascular Medicine,1
Journal of Nuclear Medicine & Radiation Therapy,1
Luminescence,1
London Journal of Primary Care,1
Proceedings of the Institution of Mechanical Engineers Part G Journal of Aerospace Engineering,1
Jundishapur Journal of Microbiology,1
Virus Genes,1
The Journal of Rehabilitation Research and Development,1
Geriatrics,1
Journal of Dental Health Oral Disorders and Therapy,1
Journal of Christian Nursing,1
Applied Materials Today,1
FEMS Yeast Research,1
AIMS Medical Science,1
GMS Journal for Medical Education,1
World Journal of Translational Medicine,1
Tanta Medical Journal,1
Plant Molecular Biology,1
MAMC Journal of Medical Sciences,1
Applied Soft Computing,1
Substance Abuse Research and Treatment,1
International Journal of Methods in Psychiatric Research,1
Nurse Educator,1
MYOPAIN,1
Cold Spring Harbor Symposia on Quantitative Biology,1
Health & Social Care in the Community,1
한국모자보건학회지,1
Health Care of the Russian Federation,1
Radiology - Open Journal,1
Social Psychology of Education,1
LymphoSign Journal,1
Hospital Topics,1
Obstetrics & Gynecology Science,1
Advances in Atmospheric Sciences,1
Journal of Thyroid Disorders & Therapy,1
日本呼吸ケア・リハビリテーション学会誌,1
American Journal of Obstetrics & Gynecology MFM,1
Health Expectations,1
Die Wirbelsäule,1
Brain Communications,1
EMC - Neurologia,1
Journal of Health Services Research & Policy,1
Journal of Sport Rehabilitation,1
NPG Asia Materials,1
Current Developments in Nutrition,1
Кардиоваскулярная терапия и профилактика,1
Natural Product Sciences,1
African Journal of Traditional Complementary and Alternative Medicines,1
Regenerative Medicine,1
ミルクサイエンス,1
Probiotics and Antimicrobial Proteins,1
BMC Medical Ethics,1
International Journal of Cardiovascular Practice,1
Current Directions in Psychological Science,1
Journal of Palliative Care & Medicine,1
Asian Pacific Journal of Tropical Medicine,1
Journal of X-Ray Science and Technology,1
Internatuinal Journal of Radiation Research,1
Anesthesia Essays and Researches,1
Clinical Mass Spectrometry,1
Doklady Biochemistry and Biophysics,1
Indian Journal of Hematology and Blood Transfusion,1
Biochimica et Biophysica Acta (BBA) - Molecular Cell Research,1
OR Nurse,1
Diabetes aktuell,1
Personalized Medicine Universe,1
The Design Journal,1
African Health Sciences,1
Cardiovascular Journal,1
Food and Nutrition Bulletin,1
Chinese Journal of Traumatology,1
Emerging Microbes & Infections,1
"Journal of Cachexia, Sarcopenia and Muscle",1
Perinatology,1
Trends in Urology Gynaecology & Sexual Health,1
Otorinolaringologica,1
Journal of Medical Sciences,1
Australian & New Zealand Journal of Criminology,1
Developmental Cognitive Neuroscience,1
Cells Tissues Organs,1
European Journal of Histochemistry,1
Microsurgery,1
International Journal of Qualitative Studies on Health and Well-Being,1
IOP Conference Series Materials Science and Engineering,1
Journal of Research in Pharmacy Practice,1
Journal of Molecular and Genetic Medicine,1
Digital Medicine,1
Journal of Quantitative Spectroscopy and Radiative Transfer,1
Bioinorganic Chemistry and Applications,1
Gefäßmedizin Scan - Zeitschrift für Angiologie Gefäßchirurgie diagnostische und interventionelle Radiologie,1
Journal of Environmental Quality,1
Karger Kompass Onkologie,1
Complementary Therapies in Clinical Practice,1
Journal of Trauma Management & Outcomes,1
Journal of Transplantation,1
Journal of Mid-life Health,1
Nihon Kyukyu Igakukai Zasshi,1
Journal of the International Clinical Dental Research Organization,1
Zeitschrift für Dermatologie und deren Grenzgebiete,1
Journal of Clinical Trials,1
Kidney Cancer,1
Journal of Agriculture & Life Science,1
Global Health Science and Practice,1
World Journal of Traditional Chinese Medicine,1
Current Diabetes Reviews,1
Cerebellum & Ataxias,1
Case Reports in Ophthalmology,1
Journal of Clinical Psychology in Medical Settings,1
Journal of Insulin Resistance,1
Reproductive Biology and Endocrinology,1
Clinical Dysmorphology,1
Public Health,1
Pain Research and Management,1
Journal of Clinical and Experimental Dentistry,1
Brain Science Advances,1
Anemia,1
Cell Structure and Function,1
Molecular Therapy - Oncolytics,1
蘇生,1
Clinical Oral Implants Research,1
European Journal of Trauma & Dissociation,1
Annals of Pediatric Cardiology,1
Asian Journal of Medical Sciences,1
Bioactive Compounds in Health and Disease,1
Journal of Mathematics in Industry,1
Menopausal Review,1
Avicenna Journal of Dental Research,1
Vehicle System Dynamics,1
Clinical Cosmetic and Investigational Dermatology,1
Strength and Conditioning Journal,1
Journal of Arthroscopy and Joint Surgery,1
Macromolecular Rapid Communications,1
Nutrition Bulletin,1
Foot and Ankle Surgery,1
The Korean Journal of Food And Nutrition,1
EMC - Radiologie et imagerie médicale - Abdominale - Digestive,1
Revue Francophone Internationale de Recherche Infirmière,1
Heart Surgery Forum,1
Dentistry Journal,1
ISBT Science Series,1
Neuroscience Research,1
Journal of International Society of Preventive and Community Dentistry,1
The Journal of Poultry Science,1
Journal of Molluscan Studies,1
Clinical Oral Investigations,1
Environmental Science and Pollution Research,1
Journal of Exercise Science & Fitness,1
Journal of Epileptology,1
