issn,year,publisher,id,journal.id,journal.title
"['0732-0582', '1545-3278']",2012,Annual Reviews,pub.1026265189,jour.1094188,Annual Review of Immunology
"['1355-6037', '1468-201X']",2012,BMJ,pub.1014695808,jour.1017081,Heart
"['1050-7256', '1557-9077']",2012,Mary Ann Liebert,pub.1059321362,jour.1101150,Thyroid
"['1523-3774', '1534-6307']",2012,Springer Nature,pub.1031431787,jour.1021176,Current Rheumatology Reports
"['0265-0215', '1365-2346']",2012,Wolters Kluwer,pub.1010640367,jour.1094972,European Journal of Anaesthesiology
"['0146-0005', '1558-075X']",2012,Elsevier,pub.1043087739,jour.1087148,Seminars in Perinatology
"['1365-182X', '1477-2574']",2012,Elsevier,pub.1017007491,jour.1022076,Hepato Pancreato Biliary
"['0172-8172', '1437-160X']",2012,Springer Nature,pub.1037701374,jour.1093123,Rheumatology International
['1551-7136'],2012,Elsevier,pub.1050845347,jour.1034462,Heart Failure Clinics
"['0007-1323', '1365-2168']",2012,Wiley,pub.1048877181,jour.1358132,British Journal of Surgery
"['1552-4973', '1552-4981']",2012,Wiley,pub.1002838680,jour.1312091,Journal of Biomedical Materials Research Part B Applied Biomaterials
"['2211-3037', '2211-4718']",2012,Springer Nature,pub.1047225290,jour.1045857,Tijdschrift voor Urologie
['1279-7960'],2012,Elsevier,pub.1037793363,jour.1030688,Le Praticien en Anesthésie Réanimation
"['1328-8067', '1442-200X']",2012,Wiley,pub.1048664862,jour.1346343,Pediatrics International
"['0002-9645', '1943-5681']",2012,American Veterinary Medical Association (AVMA),pub.1070765081,jour.1017690,American Journal of Veterinary Research
"['0301-4851', '1573-4978']",2012,Springer Nature,pub.1044078780,jour.1018503,Molecular Biology Reports
"['0166-4328', '1872-7549']",2012,Elsevier,pub.1006714395,jour.1091177,Behavioural Brain Research
"['0960-0760', '1879-1220']",2012,Elsevier,pub.1043659353,jour.1014183,The Journal of Steroid Biochemistry and Molecular Biology
"['1091-255X', '1873-4626']",2012,Springer Nature,pub.1017340639,jour.1116755,Journal of Gastrointestinal Surgery
"['0732-183X', '1527-7755']",2012,American Society of Clinical Oncology (ASCO),pub.1028957445,jour.1312191,Journal of Clinical Oncology
"['1999-768X', '2070-5204', '1999768x']",2012,Oman Medical Journal,pub.1072534054,jour.1043132,Oman Medical Journal
"['1078-0432', '1557-3265']",2012,American Association for Cancer Research (AACR),pub.1016061434,jour.1113735,Clinical Cancer Research
"['0009-2665', '1520-6890']",2012,American Chemical Society (ACS),pub.1053834279,jour.1077147,Chemical Reviews
"['0896-8608', '1718-4304']",2012,MultiMed,pub.1010016671,jour.1091983,Peritoneal Dialysis International
"['0213-6163', '2340-4469']",2012,Instituto de Salud Carlos III/BNCS/SciELO Espana,pub.1032526993,jour.1097251,The European Journal of Psychiatry
"['0734-7332', '1540-7586']",2012,Taylor & Francis,pub.1043571134,jour.1094207,Journal of Psychosocial Oncology
"['0147-8389', '1540-8159']",2012,Wiley,pub.1051721055,jour.1087699,Pacing and Clinical Electrophysiology
"['1507-1367', '2083-4640']",2012,Elsevier,pub.1019291924,jour.1020841,Reports of Practical Oncology & Radiotherapy
"['1556-9039', '1937-6995']",2012,Springer Nature,pub.1042406070,jour.1037516,Journal of Medical Toxicology
"['1359-2998', '1468-2052']",2012,BMJ,pub.1034710219,jour.1312218,Archives of Disease in Childhood - Fetal and Neonatal Edition
"['0268-005X', '1873-7137']",2012,Elsevier,pub.1025239799,jour.1096852,Food Hydrocolloids
"['0959-8049', '1879-0852']",2012,Elsevier,pub.1048404588,jour.1294974,European Journal of Cancer
"['1525-4135', '1944-7884']",2012,Wolters Kluwer,pub.1051789500,jour.1295039,JAIDS Journal of Acquired Immune Deficiency Syndromes
"['0360-3016', '1879-355X']",2012,Elsevier,pub.1027927967,jour.1085033,International Journal of Radiation Oncology • Biology • Physics
"['0893-6692', '1098-2280']",2012,Wiley,pub.1047707988,jour.1097668,Environmental and Molecular Mutagenesis
"['0003-9993', '1532-821X']",2012,Elsevier,pub.1040634857,jour.1057222,Archives of Physical Medicine and Rehabilitation
"['1350-1925', '1365-2982']",2012,Wiley,pub.1051277532,jour.1100396,Neurogastroenterology & Motility
"['1600-6135', '1600-6143']",2012,Wiley,pub.1052847451,jour.1025004,American Journal of Transplantation
"['1088-4602', '1548-7148']",2012,Wolters Kluwer,pub.1009487950,jour.1103244,Journal of Addictions Nursing
"['0391-4097', '1720-8386']",2012,,pub.1078528837,jour.1088396,Journal of Endocrinological Investigation
"['1462-8910', '1463-1318']",2012,Wiley,pub.1019792540,jour.1020799,Colorectal Disease
"['0966-3274', '1878-5492']",2012,Elsevier,pub.1015844609,jour.1104082,Transplant Immunology
"['1553-8389', '1878-5727', '1878-0938']",2012,Elsevier,pub.1019789432,jour.1021154,Cardiovascular Revascularization Medicine
"['0753-3322', '1950-6007']",2012,Elsevier,pub.1032586209,jour.1371653,Biomedicine & Pharmacotherapy
"['0942-2056', '1433-7347']",2012,Springer Nature,pub.1033620378,jour.1104512,"Knee Surgery, Sports Traumatology, Arthroscopy"
"['1747-079X', '1747-0803']",2012,Wiley,pub.1002732821,jour.1035863,Congenital Heart Disease
"['1558-7673', '1938-0682']",2012,Elsevier,pub.1046941206,jour.1294819,Clinical Genitourinary Cancer
"['1078-0998', '1536-4844']",2012,Oxford University Press (OUP),pub.1051871037,jour.1114191,Inflammatory Bowel Diseases
"['0021-9258', '1083-351X']",2012,American Society for Biochemistry & Molecular Biology (ASBMB),pub.1050466027,jour.1077138,Journal of Biological Chemistry
"['1058-4838', '1537-6591']",2012,Oxford University Press (OUP),pub.1006801944,jour.1089721,Clinical Infectious Diseases
"['0957-4484', '1361-6528']",2012,IOP Publishing,pub.1021939744,jour.1035078,Nanotechnology
"['1549-3296', '1552-4965']",2012,Wiley,pub.1013977808,jour.1034618,Journal of Biomedical Materials Research Part A
"['0284-1851', '1600-0455']",2012,SAGE Publications,pub.1078466926,jour.1312319,Acta Radiologica
"['1523-3847', '1534-3146']",2012,Springer Nature,pub.1039661923,jour.1021184,Current Infectious Disease Reports
"['2210-8440', '2210-8467']",2012,Elsevier,pub.1039134810,jour.1045129,Trends in Anaesthesia and Critical Care
"['1040-8428', '1879-0461']",2012,Elsevier,pub.1043942912,jour.1099795,Critical Reviews in Oncology/Hematology
"['0161-4754', '1532-6586']",2012,Elsevier,pub.1018270411,jour.1088559,Journal of Manipulative and Physiological Therapeutics
"['1758-194X', '1758-1958']",2012,Future Science Group,pub.1004616535,jour.1046554,Colorectal Cancer
"['1176-9114', '1178-2013']",2012,Taylor & Francis,pub.1013689200,jour.1036368,International Journal of Nanomedicine
"['0004-069X', '1661-4917']",2012,Springer Nature,pub.1037992764,jour.1008137,Archivum Immunologiae et Therapiae Experimentalis
"['0163-7258', '1879-016X']",2012,Elsevier,pub.1027571469,jour.1089715,Pharmacology & Therapeutics
"['0936-6555', '1433-2981']",2012,Elsevier,pub.1045751039,jour.1371474,Comparative Haematology International
"['0300-0664', '1365-2265']",2012,Wiley,pub.1043256253,jour.1016108,Clinical Endocrinology
"['0003-9993', '1532-821X']",2012,Elsevier,pub.1007858944,jour.1057222,Archives of Physical Medicine and Rehabilitation
"['0018-0092', '1868-8845']",2012,Springer Nature,pub.1005081580,jour.1061202,Hellenic Journal of Surgery
"['1092-4388', '1558-9102']",2012,American Speech Language Hearing Association,pub.1023885735,jour.1017830,Journal of Speech Language and Hearing Research
"['0905-7188', '1600-0838']",2012,Wiley,pub.1036778998,jour.1101566,Scandinavian Journal of Medicine and Science in Sports
"['1745-3674', '1745-3682']",2012,Taylor & Francis,pub.1018807909,jour.1294866,Acta Orthopaedica
['1245-1789'],2012,Elsevier,pub.1030316105,jour.1142494,EMC - Pediatría
"['1938-9736', '1946-9837']",2012,Elsevier,pub.1002887005,jour.1295008,Topics in Companion Animal Medicine
"['1478-6354', '1478-6362']",2012,Springer Nature,pub.1014479652,jour.1297499,Arthritis Research & Therapy
"['0920-1742', '1573-5168']",2012,Springer Nature,pub.1024700188,jour.1023028,Fish Physiology and Biochemistry
"['1434-5161', '1435-232X']",2012,Springer Nature,pub.1031299033,jour.1294984,Journal of Human Genetics
"['0165-0327', '1573-2517']",2012,Elsevier,pub.1032932594,jour.1089762,Journal of Affective Disorders
"['0007-1323', '1365-2168']",2012,Wiley,pub.1001502569,jour.1358132,British Journal of Surgery
"['1053-8119', '1095-9572']",2012,Elsevier,pub.1035937560,jour.1103053,NeuroImage
"['1755-5302', '1755-5310']",2012,OMICS International,pub.1036920391,jour.1040604,Interventional Cardiology
"['0148-396X', '1524-4040']",2012,Oxford University Press (OUP),pub.1050495551,jour.1087555,Neurosurgery
"['0972-2068', '0973-9793']",2012,Springer Nature,pub.1049210078,jour.1017455,Indian Journal of Surgery
"['0188-4409', '1873-5487']",2012,Elsevier,pub.1050018816,jour.1014280,Archives of Medical Research
"['1292-3818', '1765-2839']",2012,Lavoisier,pub.1013947483,jour.1020974,Oncologie
"['0194-5998', '1097-6817']",2012,SAGE Publications,pub.1063772060,jour.1312301,Otolaryngology
"['0021-8561', '1520-5118']",2012,American Chemical Society (ACS),pub.1055910656,jour.1017681,Journal of Agricultural and Food Chemistry
"['0732-183X', '1527-7755']",2012,American Society of Clinical Oncology (ASCO),pub.1044747736,jour.1312191,Journal of Clinical Oncology
"['0264-6021', '1470-8728']",2012,Portland Press,pub.1048616945,jour.1076908,Biochemical Journal
"['1434-6621', '1437-4331']",2012,De Gruyter,pub.1049421049,jour.1294896,Clinical Chemistry and Laboratory Medicine
['2156-7085'],2012,The Optical Society,pub.1019111000,jour.1044173,Biomedical Optics Express
"['0959-8049', '1879-0852']",2012,Elsevier,pub.1028267393,jour.1294974,European Journal of Cancer
"['1024-9079', '2309-5407']",2012,SAGE Publications,pub.1099869837,jour.1042031,Hong Kong Journal of Emergency Medicine
['0001-5458'],2012,Taylor & Francis,pub.1043262174,jour.1017058,Acta Chirurgica Belgica
"['1735-1995', '1735-7136']",2012,,pub.1078662619,jour.1034739,Journal of Research in Medical Sciences
"['0302-2838', '1873-7560']",2012,Elsevier,pub.1022854999,jour.1084523,European Urology
"['0301-0449', '1432-1998']",2012,Springer Nature,pub.1032149563,jour.1016713,Pediatric Radiology
"['0360-3016', '1879-355X']",2012,Elsevier,pub.1046635369,jour.1085033,International Journal of Radiation Oncology • Biology • Physics
"['0095-2990', '1097-9891']",2012,Taylor & Francis,pub.1003298823,jour.1081720,The American Journal of Drug and Alcohol Abuse
['1155-1976'],2012,Elsevier,pub.1015878700,jour.1146182,EMC - Hépatologie
"['1735-9104', '2251-7294']",2012,Elsevier,pub.1012102650,jour.1295833,Journal of Medical Hypotheses and Ideas
"['1048-891X', '1525-1438']",2012,BMJ,pub.1021651528,jour.1101576,International Journal of Gynecological Cancer
"['0834-7646', '2332-1660', '0008-5030']",2012,Taylor & Francis,pub.1050505890,jour.1031183,Canadian Society of Forensic Science Journal
"['1612-8850', '1612-8869']",2012,Wiley,pub.1052526118,jour.1038269,Plasma Processes and Polymers
"['1040-8711', '1531-6963']",2012,Wolters Kluwer,pub.1050580804,jour.1100032,Current Opinion in Rheumatology
"['0167-0115', '1873-1686', '0196-9781', '1873-5169']",2012,Elsevier,pub.1045113492,jour.1091987,Peptides
"['0016-5085', '1528-0012']",2012,Elsevier,pub.1036714516,jour.1017616,Gastroenterology
"['1615-9853', '1615-9861']",2012,Wiley,pub.1040426981,jour.1028854,Proteomics
"['0034-9887', '0717-6163']",2012,SciELO Comision Nacional de Investigacion Cientifica Y Tecnologica (CONICYT),pub.1003501925,jour.1018611,Revista Medica de Chile
"['0018-9294', '1558-2531']",2012,Institute of Electrical and Electronics Engineers (IEEE),pub.1061528519,jour.1002105,IEEE Transactions on Biomedical Engineering
"['1863-2297', '1863-2300']",2012,Springer Nature,pub.1019077633,jour.1038741,Seminars in Immunopathology
"['1464-4096', '1464-410X']",2012,Wiley,pub.1035129951,jour.1103922,BJU International
"['0030-2414', '1423-0232']",2012,Karger Publishers,pub.1024282831,jour.1008902,Oncology
"['0959-9428', '1364-5501']",2012,Royal Society of Chemistry (RSC),pub.1008432123,jour.1132648,Journal of Materials Chemistry
"['1687-9627', '1687-9635']",2012,Hindawi,pub.1002285264,jour.1041920,Case Reports in Medicine
"['2090-6706', '2090-6714']",2012,Hindawi,pub.1018561386,jour.1046671,Case Reports in Oncological Medicine
"['2229-5097', '2152-7806']",2012,Scientific Scholar,pub.1072246133,jour.1043824,Surgical Neurology International
"['1015-9770', '1421-9786']",2012,Karger Publishers,pub.1040578557,jour.1100918,Cerebrovascular Diseases
"['1448-5028', '1449-8987']",2012,CSIRO Publishing,pub.1001714331,jour.1035135,Sexual Health
"['0340-6245', '2567-689X']",2012,Thieme,pub.1063292896,jour.1085446,Thrombosis and Haemostasis
"['0918-8959', '1348-4540']",2012,Japan Endocrine Society,pub.1032748224,jour.1017929,Endocrine Journal
"['1007-9327', '2219-2840']",2012,Baishideng Publishing Group,pub.1071368411,jour.1020753,World Journal of Gastroenterology
"['1687-6962', '1687-6970']",2012,Hindawi,pub.1027958639,jour.1043646,Anesthesiology Research and Practice
"['1612-3174', '1860-5214']",2012,,pub.1000656597,jour.1358131,GMS German Medical Science
['1837-9664'],2012,Ivyspring International Publisher,pub.1013396803,jour.1043829,Journal of Cancer
['1948-9366'],2012,Baishideng Publishing Group,pub.1072397878,jour.1043611,World Journal of Gastrointestinal Surgery
"['1920-4531', '1920-454X']",2012,"Elmer Press, Inc.",pub.1071887518,jour.1045363,World Journal of Oncology
"['2157-7560', '21577560']",2012,OMICS International,pub.1033506464,jour.1044518,Journal of Vaccines & Vaccination
"['2090-0724', '2090-0732']",2012,Hindawi,pub.1005824392,jour.1043126,Journal of Nutrition and Metabolism
"['1340-9085', '1883-986X']",2012,Japanese Society of Stomatognathic Function,pub.1010760007,jour.1140021,The Journal of Japanese Society of Stomatognathic Function
"['2163-9450', '2163-9469']",2012,Scientific Research Publishing,pub.1016779863,jour.1144320,Open Journal of Gastroenterology
"['1420-3030', '1421-9700']",2012,Karger Publishers,pub.1027937313,jour.1115425,Audiology and Neurotology
"['0012-2823', '1421-9867']",2012,Karger Publishers,pub.1016246196,jour.1009590,Digestion
"['1007-9327', '2219-2840']",2012,Baishideng Publishing Group,pub.1071368202,jour.1020753,World Journal of Gastroenterology
"['1735-0328', '1726-6890']",2012,,pub.1078815235,jour.1033413,Iranian Journal of Pharmaceutical Research
"['1058-2916', '1538-943X']",2012,Wolters Kluwer,pub.1060342858,jour.1102116,ASAIO Journal
"['0385-7883', '1882-9112']",2012,Japanese College of Surgeons,pub.1028622666,jour.1106285,Nihon Gekakei Rengo Gakkaishi (Journal of Japanese College of Surgeons)
"['2090-0422', '2090-0430']",2012,Hindawi,pub.1025303787,jour.1044392,Autoimmune Diseases
"['1359-7345', '1364-548X']",2012,Royal Society of Chemistry (RSC),pub.1044051258,jour.1297159,Chemical Communications
"['1007-9327', '2219-2840']",2012,Baishideng Publishing Group,pub.1071368717,jour.1020753,World Journal of Gastroenterology
"['1663-2818', '1663-2826']",2012,Karger Publishers,pub.1019821297,jour.1016766,Hormone Research in Paediatrics
"['1448-5028', '1449-8987']",2012,CSIRO Publishing,pub.1029475084,jour.1035135,Sexual Health
"['1687-6962', '1687-6970']",2012,Hindawi,pub.1014250951,jour.1043646,Anesthesiology Research and Practice
"['2090-8067', '2042-0072']",2012,Hindawi,pub.1006954412,jour.1043874,Journal of Thyroid Research
['1664-5456'],2012,Karger Publishers,pub.1016653294,jour.1046363,Cerebrovascular Diseases Extra
"['2278-9588', '2319-6548']",2012,Wolters Kluwer,pub.1000562017,jour.1048793,Journal of Cranio-Maxillary Diseases
['1662-5102'],2012,Frontiers,pub.1040270561,jour.1040224,Frontiers in Cellular Neuroscience
"['2165-7424', '2165-7432']",2012,Scientific Research Publishing,pub.1026563484,jour.1049833,Open Journal of Endocrine and Metabolic Diseases
"['2186-8131', '2186-8123']",2012,The Japanese Society of Physical Fitness and Sports Medicine,pub.1012283844,jour.1047388,The Journal of Physical Fitness and Sports Medicine
"['2090-3111', '2090-312X']",2012,Hindawi,pub.1052749857,jour.1045599,Prostate Cancer
"['2345-5047', '2345-5055', '1687-9740', '1687-9759']",2012,Hindawi,pub.1029668828,jour.1042279,International Journal of Pediatrics
"['0732-183X', '1527-7755']",2011,American Society of Clinical Oncology (ASCO),pub.1011029004,jour.1312191,Journal of Clinical Oncology
"['0008-543X', '1097-0142']",2011,Wiley,pub.1009707418,jour.1017574,Cancer
"['0732-183X', '1527-7755']",2011,American Society of Clinical Oncology (ASCO),pub.1006343423,jour.1312191,Journal of Clinical Oncology
"['1389-2029', '1875-5488']",2011,Bentham Science Publishers,pub.1015920972,jour.1023427,Current Genomics
"['2168-6254', '2168-6262', '0004-0010', '1538-3644']",2011,American Medical Association (AMA),pub.1004470516,jour.1047259,JAMA Surgery
"['1389-2029', '1875-5488']",2011,Bentham Science Publishers,pub.1003044826,jour.1023427,Current Genomics
"['0014-5793', '1873-3468']",2011,Wiley,pub.1026167290,jour.1009938,FEBS Letters
"['0732-183X', '1527-7755']",2011,American Society of Clinical Oncology (ASCO),pub.1007059596,jour.1312191,Journal of Clinical Oncology
"['0022-5223', '1097-685X']",2011,Elsevier,pub.1006054699,jour.1313329,Journal of Thoracic and Cardiovascular Surgery
"['0003-2417', '1432-055X']",2011,Springer Nature,pub.1033162227,jour.1017033,Der Anaesthesist
"['0263-9319', '1878-1764']",2011,Elsevier,pub.1016148191,jour.1094422,Surgery (Oxford)
"['0895-7967', '1558-4518']",2011,Elsevier,pub.1009106574,jour.1098534,Seminars in Vascular Surgery
"['0891-5849', '1873-4596']",2011,Elsevier,pub.1007325404,jour.1097289,Free Radical Biology and Medicine
['1471-2180'],2011,Springer Nature,pub.1044794592,jour.1024253,BMC Microbiology
"['0007-0912', '1471-6771']",2011,Elsevier,pub.1009871017,jour.1017306,British Journal of Anaesthesia
"['1757-6180', '1757-6199']",2011,Future Science Group,pub.1047071526,jour.1327459,Bioanalysis
"['1050-7256', '1557-9077']",2011,Mary Ann Liebert,pub.1059321203,jour.1101150,Thyroid
"['0016-5107', '1097-6779']",2011,Elsevier,pub.1036760075,jour.1000968,Gastrointestinal Endoscopy
"['0277-3732', '1537-453X']",2011,Wolters Kluwer,pub.1002248079,jour.1089642,American Journal of Clinical Oncology
"['2374-4235', '2374-4243', '0036-5548', '1651-1980']",2011,Taylor & Francis,pub.1035333617,jour.1012240,Infectious Diseases
['1475-2859'],2011,Springer Nature,pub.1018384436,jour.1030599,Microbial Cell Factories
"['1120-009X', '1973-9478']",2011,Taylor & Francis,pub.1046491744,jour.1094376,Journal of Chemotherapy
"['0002-9343', '1555-7162']",2011,Elsevier,pub.1045292248,jour.1014535,The American Journal of Medicine
['1471-2369'],2011,Springer Nature,pub.1023220046,jour.1024626,BMC Nephrology
"['1432-881X', '1432-2234']",2011,Springer Nature,pub.1000746409,jour.1134081,Theoretical Chemistry Accounts
"['0952-7907', '1473-6500']",2011,Wolters Kluwer,pub.1015925123,jour.1098752,Current Opinion in Anaesthesiology
['1756-8722'],2011,Springer Nature,pub.1050771066,jour.1039771,Journal of Hematology & Oncology
"['1468-6708', '1745-6215']",2011,Springer Nature,pub.1029241664,jour.1297400,Trials
"['0007-0912', '1471-6771']",2011,Elsevier,pub.1013625053,jour.1017306,British Journal of Anaesthesia
['1166-7087'],2011,Elsevier,pub.1023675574,jour.1103917,Progrès en Urologie
"['1123-6337', '1128-045X']",2011,Springer Nature,pub.1040096327,jour.1116006,Techniques in Coloproctology
"['0103-0582', '1984-0462']",2011,FapUNIFESP (SciELO),pub.1018428342,jour.1101422,Revista Paulista de Pediatria
['1758-5996'],2011,Springer Nature,pub.1001582965,jour.1040785,Diabetology & Metabolic Syndrome
"['0167-6997', '1573-0646']",2011,Springer Nature,pub.1001503662,jour.1094201,Investigational New Drugs
"['0968-0160', '1873-5800']",2011,Elsevier,pub.1024957440,jour.1111849,The Knee
['1471-2393'],2011,Springer Nature,pub.1035273028,jour.1024631,BMC Pregnancy and Childbirth
"['0179-051X', '1432-0460']",2011,Springer Nature,pub.1049032276,jour.1096596,Dysphagia
"['1081-1206', '1534-4436']",2011,Elsevier,pub.1046680426,jour.1017219,Annals of Allergy Asthma & Immunology
"['2151-321X', '2151-3228']",2011,Mary Ann Liebert,pub.1059305077,jour.1044490,Pediatric Allergy Immunology and Pulmonology
"['1523-0864', '1557-7716']",2011,Mary Ann Liebert,pub.1059231601,jour.1021165,Antioxidants & Redox Signaling
"['1073-449X', '1535-4970']",2011,American Thoracic Society,pub.1041695610,jour.1017031,American Journal of Respiratory and Critical Care Medicine
"['0305-7453', '1460-2091']",2011,Oxford University Press (OUP),pub.1011680560,jour.1084666,Journal of Antimicrobial Chemotherapy
"['2161-2129', '2150-7511']",2011,American Society for Microbiology,pub.1033564059,jour.1042492,mBio
"['0368-2811', '1465-3621']",2011,Oxford University Press (OUP),pub.1030145156,jour.1014910,Japanese Journal of Clinical Oncology
"['0151-9638', '2214-5451']",2011,Elsevier,pub.1012443535,jour.1086213,Annales de Dermatologie et de Vénéréologie
"['0960-1643', '1478-5242']",2011,Royal College of General Practitioners,pub.1028381984,jour.1008992,British Journal of General Practice
"['0268-3369', '1476-5365']",2011,Springer Nature,pub.1011824710,jour.1096890,Bone Marrow Transplantation
"['1754-3207', '1878-0075']",2011,Wiley,pub.1017395030,jour.1040400,European Journal of Pain Supplements
"['0936-6555', '1433-2981']",2011,Elsevier,pub.1027242249,jour.1371474,Comparative Haematology International
"['0014-4886', '1090-2430']",2011,Elsevier,pub.1000820006,jour.1017110,Experimental Neurology
"['0033-8419', '1527-1315']",2011,Radiological Society of North America (RSNA),pub.1035014567,jour.1018340,Radiology
"['0026-0495', '1532-8600']",2011,Elsevier,pub.1007989364,jour.1017709,Metabolism
"['0012-1797', '1939-327X']",2011,American Diabetes Association,pub.1027803611,jour.1017423,Diabetes
"['1538-4721', '1873-1449']",2011,Elsevier,pub.1039286201,jour.1030526,Brachytherapy
"['1078-5884', '1532-2165']",2011,Elsevier,pub.1029536001,jour.1097311,European Journal of Vascular and Endovascular Surgery
"['0167-6806', '1573-7217']",2011,Springer Nature,pub.1009840286,jour.1092777,Breast Cancer Research and Treatment
"['1941-3289', '1941-3297']",2011,Wolters Kluwer,pub.1042438149,jour.1040340,Circulation Heart Failure
"['0891-5849', '1873-4596']",2011,Elsevier,pub.1052873385,jour.1097289,Free Radical Biology and Medicine
"['1365-182X', '1477-2574']",2011,Elsevier,pub.1052129815,jour.1022076,Hepato Pancreato Biliary
"['1055-3290', '1552-6917']",2011,Wolters Kluwer,pub.1021978231,jour.1101626,Journal of the Association of Nurses in AIDS Care
"['1520-7552', '1099-0895', '1520-7560']",2011,Wiley,pub.1045786854,jour.1095981,Diabetes/Metabolism Research and Reviews
"['1769-7255', '1872-9177']",2011,Elsevier,pub.1019206991,jour.1312351,Néphrologie & Thérapeutique
"['1078-3903', '1532-5725']",2011,SAGE Publications,pub.1029767405,jour.1114113,Journal of the American Psychiatric Nurses Association
"['0284-186X', '1651-226X']",2011,Taylor & Francis,pub.1021579863,jour.1000063,Acta Oncologica
"['0163-2116', '1573-2568']",2011,Springer Nature,pub.1018862052,jour.1018525,Digestive Diseases and Sciences
"['0930-2794', '1432-2218']",2011,Springer Nature,pub.1041854596,jour.1098220,Surgical Endoscopy
"['0889-1575', '1096-0481']",2011,Elsevier,pub.1026542055,jour.1098341,Journal of Food Composition and Analysis
"['0003-4932', '1528-1140']",2011,Wolters Kluwer,pub.1048410491,jour.1017225,Annals of Surgery
"['0006-3002', '1878-2434', '0304-4165']",2011,Elsevier,pub.1009782510,jour.1327373,Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism
"['1382-4147', '1573-7322']",2011,Springer Nature,pub.1019029247,jour.1115887,Heart Failure Reviews
"['0028-4793', '1533-4406']",2011,Massachusetts Medical Society,pub.1015094427,jour.1014075,New England Journal of Medicine
"['1944-8244', '1944-8252']",2011,American Chemical Society (ACS),pub.1055141860,jour.1041450,ACS Applied Materials & Interfaces
"['0022-2615', '1473-5644']",2011,Microbiology Society,pub.1060391475,jour.1011683,Journal of Medical Microbiology
"['1357-3039', '1878-9390']",2011,Elsevier,pub.1008266607,jour.1015696,Medicine
"['0194-5998', '1097-6817']",2011,SAGE Publications,pub.1063771284,jour.1312301,Otolaryngology
"['1078-0998', '1536-4844']",2011,Oxford University Press (OUP),pub.1012547468,jour.1114191,Inflammatory Bowel Diseases
"['0300-0664', '1365-2265']",2011,Wiley,pub.1014623303,jour.1016108,Clinical Endocrinology
"['0957-5235', '1473-5733']",2011,Wolters Kluwer,pub.1030936230,jour.1101030,Blood Coagulation & Fibrinolysis
"['0891-5849', '1873-4596']",2011,Elsevier,pub.1049924532,jour.1097289,Free Radical Biology and Medicine
"['0031-6970', '1432-1041']",2011,Springer Nature,pub.1016970122,jour.1054337,European Journal of Clinical Pharmacology
"['1878-786X', '1768-3157', '1878-7886']",2011,Elsevier,pub.1033228237,jour.1013212,Journal de Chirurgie Viscérale
"['2049-4394', '2049-4408', '0301-620x', '2044-5377']",2011,British Editorial Society of Bone & Joint Surgery,pub.1064886538,jour.1312309,The Bone & Joint Journal
"['0269-9052', '1362-301X']",2011,Taylor & Francis,pub.1005269520,jour.1097377,Brain Injury
"['0891-5849', '1873-4596']",2011,Elsevier,pub.1020464307,jour.1097289,Free Radical Biology and Medicine
"['0012-3706', '1530-0358']",2011,Wolters Kluwer,pub.1023989268,jour.1017424,Diseases of the Colon & Rectum
"['0161-4754', '1532-6586']",2011,Elsevier,pub.1051133775,jour.1088559,Journal of Manipulative and Physiological Therapeutics
"['0266-4356', '1532-1940']",2011,Elsevier,pub.1041755215,jour.1018128,British Journal of Oral and Maxillofacial Surgery
"['0733-8635', '1558-0520']",2011,Elsevier,pub.1027568034,jour.1093687,Dermatologic Clinics
"['1365-182X', '1477-2574']",2011,Elsevier,pub.1038878029,jour.1022076,Hepato Pancreato Biliary
"['1878-786X', '1768-3157']",2011,Elsevier,pub.1045633914,jour.1013212,Journal de Chirurgie Viscérale
"['0090-9556', '1521-009X', '1521-009x (online)', '1521-009X (Online)']",2011,American Society for Pharmacology & Experimental Therapeutics (ASPET),pub.1048156399,jour.1105655,Drug Metabolism and Disposition
"['0007-1145', '1475-2662']",2011,Cambridge University Press (CUP),pub.1033604826,jour.1017311,British Journal Of Nutrition
['1000-324X'],2011,China Science Publishing & Media,pub.1071331381,jour.1137902,Journal of Inorganic Materials
"['1516-1846', '1982-0216']",2011,FapUNIFESP (SciELO),pub.1024990056,jour.1023841,Revista CEFAC
['1932-6203'],2011,Public Library of Science (PLoS),pub.1023131183,jour.1037553,PLoS ONE
"['0021-8561', '1520-5118']",2011,American Chemical Society (ACS),pub.1055909842,jour.1017681,Journal of Agricultural and Food Chemistry
"['0006-2960', '1520-4995']",2011,American Chemical Society (ACS),pub.1055204351,jour.1017075,Biochemistry
"['0964-6906', '1460-2083']",2011,Oxford University Press (OUP),pub.1007864620,jour.1102504,Human Molecular Genetics
"['1570-159X', '1875-6190']",2011,Bentham Science Publishers,pub.1025050638,jour.1031529,Current Neuropharmacology
"['2168-6181', '2168-619X', '0886-4470', '1538-361x']",2011,American Medical Association (AMA),pub.1033124792,jour.1017919,JAMA Otolaryngology - Head & Neck Surgery
"['1084-0761', '1527-330X', '1090-820x']",2011,Oxford University Press (OUP),pub.1063975756,jour.1116844,Aesthetic Surgery Journal
"['0340-6199', '1432-1076']",2011,Springer Nature,pub.1010931155,jour.1017354,European Journal of Pediatrics
"['0012-3692', '1931-3543']",2011,Elsevier,pub.1001650983,jour.1012865,CHEST Journal
